profile,Nz,Lxy,family,kappa,policy,retainedFraction,energyFraction,bandwidthFraction,linearCount,retainedCount,apvCount,sampleCount,maximumAliasError,p95AliasError,maximumReferenceError,maximumFullReferenceError,scoreSeconds,linearConstructionSeconds,fineCount,referenceCount,coarseAgreement
sharp,65,100000,wave,6.28318530717959e-05,effectiveBandwidth,0.666666666666667,0.999,0.5,38,18,18,159,0.00024598069358724,0.000105035408788029,4.42261654773767e-15,1.71055397701535e-14,0.00215370833333333,5.2819345,415,829,0
sharp,65,100000,wave,6.28318530717959e-05,effectiveBandwidth,0.666666666666667,0.999,0.666666666666667,38,24,24,270,0.00497263388737936,0.0014175317059494,5.46430268602529e-15,2.13227631140802e-14,0.001639125,5.2819345,415,829,0
sharp,65,100000,wave,6.28318530717959e-05,effectiveBandwidth,0.666666666666667,0.999,0.75,38,28,28,354,0.137323659100567,0.0255327539245247,7.71929004891564e-15,2.59253944688733e-14,0.00153020833333333,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,none,0.666666666666667,0.99,0.666666666666667,38,38,38,564,0.701061289027301,0.472909010197735,9.4902976025626e-15,1.57066816936777e-13,0.000224458333333333,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,fixedFraction,0.5,0.99,0.666666666666667,38,19,19,168,0.000378242482447534,0.000137061886711556,4.4269106265941e-15,1.78054145539164e-14,0.000133291666666667,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,fixedFraction,0.666666666666667,0.99,0.666666666666667,38,25,25,291,0.00797020632506365,0.00227809349948697,5.46188494200391e-15,2.25827633106714e-14,0.000169333333333333,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,fixedFraction,0.75,0.99,0.666666666666667,38,28,28,354,0.13732513693814,0.0255334074563466,7.75497148848025e-15,2.59219386967842e-14,0.000145,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.95,0.5,38,21,21,207,0.00106029436735002,0.000616344295103076,5.00356337948395e-15,1.99460338836698e-14,0.00128783333333333,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.95,0.666666666666667,38,27,27,333,0.0470905502338197,0.00978749003748628,7.75497148848025e-15,2.59219386967842e-14,0.00125804166666667,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.95,0.75,38,31,31,417,0.535582083836961,0.236352557235393,7.75497148848025e-15,2.92777169770414e-14,0.001231625,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.99,0.5,38,20,20,186,0.000617820755760229,0.000255704837685836,4.4269106265941e-15,1.95225353210136e-14,0.00124179166666667,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.99,0.666666666666667,38,26,26,312,0.0172036880901022,0.00497253248355873,5.46188494200391e-15,2.36349430544934e-14,0.001235125,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.99,0.75,38,30,30,396,0.488936213060926,0.124641086451013,7.75497148848025e-15,2.78982086778997e-14,0.00123808333333333,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.999,0.5,38,18,18,159,0.000245969167491157,0.000105032040873515,4.4269106265941e-15,1.70962806548647e-14,0.00153020833333333,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.999,0.666666666666667,38,24,24,270,0.00497253248355873,0.00141753504076555,5.46188494200391e-15,2.12806131111998e-14,0.00215479166666667,5.2819345,415,829,0
sharp,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.999,0.75,38,28,28,354,0.13732513693814,0.0255334074563466,7.75497148848025e-15,2.59219386967842e-14,0.00165154166666667,5.2819345,415,829,0
sharp,65,100000,wave,0.00022654346798278,none,0.666666666666667,0.99,0.666666666666667,38,38,38,564,0.701061531616964,0.472909242592442,9.51034625164575e-15,1.57100207673404e-13,0.000164208333333333,5.2819345,415,829,0
sharp,65,100000,wave,0.00022654346798278,fixedFraction,0.5,0.99,0.666666666666667,38,19,19,168,0.000378230545229536,0.000137066509066995,4.40472547088951e-15,1.78172066472024e-14,0.000125,5.2819345,415,829,0
sharp,65,100000,wave,0.00022654346798278,fixedFraction,0.666666666666667,0.99,0.666666666666667,38,25,25,291,0.00796988642938089,0.00227797194135939,5.46175198949203e-15,2.25701425291439e-14,0.000102541666666667,5.2819345,415,829,0
sharp,65,100000,wave,0.00022654346798278,fixedFraction,0.75,0.99,0.666666666666667,38,28,28,354,0.137328094407271,0.0255347142057185,7.7447696040603e-15,2.5954843958706e-14,9.8875e-05,5.2819345,415,829,0
sharp,65,100000,wave,0.00022654346798278,effectiveBandwidth,0.666666666666667,0.95,0.5,38,21,21,207,0.00106028618637418,0.000616331450523501,5.02724030178639e-15,1.98828308199516e-14,0.00151191666666667,5.2819345,415,829,0
