waveCount,gramError,sampledQuadraticError
1,1.11022302462516e-15,7.98526571088587e-07
2,1.87380870812432e-13,8.76901651736262e-07
3,3.15167892686171e-10,1.12995985546149e-06
4,2.16859916316474e-07,1.13065289042424e-05
5,1.23767651768048e-05,0.000281763437669724
6,0.000137778539905604,0.000523189606610686
7,0.000389025945243939,0.0601067431271076
8,0.000781378565446655,0.275162041187286
