interaction,inputA,inputB,output,channel,error,modeA,signA,modeB,signB,referenceStability,eigenProductStability,productCount,zeroProductCount
1,wave,wave,wave,u*dx(u),0,1,1,1,1,0,0,0,1024
1,wave,wave,wave,v*dy(u),0.479363321479457,15,1,16,1,2.01960145947284e-15,6.92719215322768e-11,1024,0
1,wave,wave,wave,w*dz(u),0.479535075896861,16,1,15,1,5.26687224311611e-14,2.79618389157899e-06,1024,0
1,wave,wave,wave,u*dx(v),0,1,1,1,1,0,0,0,1024
1,wave,wave,wave,v*dy(v),0.470594141643785,15,1,16,1,1.71147934133704e-15,8.78546124738477e-11,1024,0
1,wave,wave,wave,w*dz(v),0.470756631704714,16,1,15,1,4.94365613854534e-14,2.46718638196821e-06,1024,0
1,wave,wave,wave,u*dx(w),0,1,1,1,1,0,0,0,1024
1,wave,wave,wave,v*dy(w),0.00209188417276527,16,1,16,1,7.7715611723761e-16,8.77686812117418e-11,1024,0
1,wave,wave,wave,w*dz(w),0.00209187903102534,16,1,16,1,6.66133814775094e-16,8.78750405775008e-11,1024,0
1,wave,wave,wave,u*dx(eta),0,1,1,1,1,0,0,0,1024
1,wave,wave,wave,v*dy(eta),0.139884057473625,16,1,16,1,1.23354767789075e-15,6.91446899736547e-11,1024,0
1,wave,wave,wave,w*dz(eta),0.139883866034355,16,1,16,1,1.25310123386295e-15,6.92539359192779e-11,1024,0
1,wave,wave,wave,w*eta*dlogN2,0.084631791149901,15,1,16,1,1.47063282007268e-15,6.93316515310016e-11,1024,0
1,wave,apv,wave,u*dx(u),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,v*dy(u),0.000259044187824454,16,1,3,0,1.79281489713152e-15,5.12997161342913e-11,128,0
1,wave,apv,wave,w*dz(u),0.00025648599055869,16,1,3,0,1.65678332922379e-15,5.12188512691738e-11,128,0
1,wave,apv,wave,u*dx(v),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,v*dy(v),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,w*dz(v),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,u*dx(eta),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,v*dy(eta),4.63606580853696e-05,16,1,3,0,9.95601323416249e-16,5.06528152754981e-11,128,0
1,wave,apv,wave,w*dz(eta),4.89206868772812e-05,16,1,3,0,1.57587617337366e-15,1.54398827056923e-10,128,0
