profile,Nz,Lxy,family,kappa,policy,retainedFraction,energyFraction,bandwidthFraction,linearCount,retainedCount,apvCount,sampleCount,maximumAliasError,p95AliasError,maximumReferenceError,maximumFullReferenceError,scoreSeconds,linearConstructionSeconds,fineCount,referenceCount,coarseAgreement
constant,65,100000,apv,0,none,0.666666666666667,0.99,0.666666666666667,38,38,38,336,0.700742188761519,0.455733431700503,4.72339211648606e-15,2.14963703120111e-14,0.001332875,2.06213470833333,415,829,0
constant,65,100000,apv,0,fixedFraction,0.5,0.99,0.666666666666667,38,19,19,111,1.92912877273398e-10,1.09525981805297e-11,2.18695629100269e-15,1.1081366575568e-14,0.000207625,2.06213470833333,415,829,0
constant,65,100000,apv,0,fixedFraction,0.666666666666667,0.99,0.666666666666667,38,25,25,180,0.0018632822220087,0.000117491799155323,2.80708853378393e-15,1.42096553707263e-14,0.000178166666666667,2.06213470833333,415,829,0
constant,65,100000,apv,0,fixedFraction,0.75,0.99,0.666666666666667,38,28,28,216,0.138474839024787,0.0149366286998249,3.21078366070831e-15,1.5544767438116e-14,0.000173625,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.95,0.5,38,21,21,132,1.38397157106075e-07,6.08433043417121e-09,2.24168536851078e-15,1.13962424472831e-14,0.00261679166666667,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.95,0.666666666666667,38,27,27,204,0.0440306586813,0.00303076501463849,3.21078366070831e-15,1.54485820437474e-14,0.001582875,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.95,0.75,38,31,31,252,0.534810780015149,0.249900052404654,3.65900865337265e-15,1.80769841256625e-14,0.00116529166666667,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.99,0.5,38,20,20,120,6.08433043417121e-09,5.00950196793986e-10,2.21132748322618e-15,1.12710729038341e-14,0.00114120833333333,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.99,0.666666666666667,38,26,26,192,0.0103306771351291,0.000947805590140078,2.96963100497652e-15,1.48250592581934e-14,0.00129120833333333,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.99,0.75,38,30,30,240,0.488929985490034,0.132177145302147,3.5669595973222e-15,1.719051256069e-14,0.00114920833333333,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.999,0.5,38,18,18,105,4.31034077634221e-12,1.89027025329135e-13,2.18695629100269e-15,1.05088089655069e-14,0.001160625,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.999,0.666666666666667,38,25,25,180,0.0018632822220087,0.000117491799155323,2.80708853378393e-15,1.42096553707263e-14,0.001133,2.06213470833333,415,829,0
constant,65,100000,apv,0,effectiveBandwidth,0.666666666666667,0.999,0.75,38,28,28,216,0.138474839024787,0.0149366286998249,3.21078366070831e-15,1.5544767438116e-14,0.00114916666666667,2.06213470833333,415,829,0
