profile,Nz,Lxy,family,kappa,i,j,channel,mixed,aliasError,referenceError,fullReferenceError
constant,129,100000,wave,0.000320380844888282,61,18,FF,1,1.01334527119164e-11,4.22167085685065e-15,1.7275407317182e-14
constant,129,100000,wave,0.000320380844888282,61,61,FF,1,0.29887899344935,5.64784304472904e-15,1.93403956266241e-14
constant,129,100000,wave,0.000320380844888282,62,17,FF,1,2.37987155823305e-11,4.16430192645257e-15,1.75078893312527e-14
constant,129,100000,wave,0.000320380844888282,62,62,FF,1,0.301136066135348,4.86080787852156e-15,2.03154912626684e-14
constant,129,100000,wave,0.000320380844888282,63,16,FF,1,3.77988985077338e-11,3.96390010440659e-15,1.79527165339324e-14
constant,129,100000,wave,0.000320380844888282,63,63,FF,1,0.319690729804579,4.70890289717611e-15,1.93315647769089e-14
constant,129,100000,wave,0.000320380844888282,64,15,FF,1,2.23384497836767e-11,3.77331166229632e-15,1.84690349514663e-14
constant,129,100000,wave,0.000320380844888282,64,64,FF,1,0.321061482448966,4.70370794200752e-15,2.02513452987495e-14
constant,129,100000,wave,0.000320380844888282,65,14,FF,1,3.02419832493696e-11,4.29800005146648e-15,1.85661491417781e-14
constant,129,100000,wave,0.000320380844888282,65,65,FF,1,0.335794000382307,4.88302858057868e-15,2.03831350718204e-14
constant,129,100000,wave,0.000320380844888282,66,13,FF,1,1.84045828974936e-11,4.21542917673729e-15,1.8590589825003e-14
constant,129,100000,wave,0.000320380844888282,66,66,FF,1,0.337208941964404,5.32076220829311e-15,2.15028037614338e-14
constant,129,100000,wave,0.000320380844888282,67,12,FF,1,4.1772145778526e-11,4.49301520189241e-15,1.92479271047645e-14
constant,129,100000,wave,0.000320380844888282,67,67,FF,1,0.348766884474209,5.81194174792071e-15,2.17204275569072e-14
constant,129,100000,wave,0.000320380844888282,68,11,FF,1,1.27183261400339e-11,4.18960672855472e-15,1.90143619229929e-14
constant,129,100000,wave,0.000320380844888282,68,68,FF,1,0.351824326874471,5.1294305948253e-15,2.14995032849144e-14
constant,129,100000,wave,0.000320380844888282,69,10,FF,1,9.53507873340336e-12,4.94565837523524e-15,1.94619934950193e-14
constant,129,100000,wave,0.000320380844888282,69,69,FF,1,0.358343826871816,5.52374513418542e-15,2.17591348158392e-14
constant,129,100000,wave,0.000320380844888282,70,9,FF,1,5.2131984937308e-12,4.52255199249443e-15,1.94953937298985e-14
constant,129,100000,wave,0.000320380844888282,70,70,FF,1,0.3655285905214,5.35262720843881e-15,2.25984267545086e-14
constant,129,100000,wave,0.000320380844888282,71,8,FF,1,1.68612906445613e-11,4.54212355334017e-15,1.89604123851657e-14
constant,129,100000,wave,0.000320380844888282,71,71,FF,1,0.367014133564335,5.01269346428273e-15,2.12809879550915e-14
constant,129,100000,wave,0.000320380844888282,72,7,FF,1,4.22229575747986e-11,4.48944375788398e-15,2.05684709903203e-14
constant,129,100000,wave,0.000320380844888282,72,72,FF,1,0.374994615413967,5.43126683642246e-15,2.25118199777373e-14
constant,129,100000,wave,0.000320380844888282,73,6,FF,1,1.68162834305103e-11,4.32583079506354e-15,2.05018248980791e-14
constant,129,100000,wave,0.000320380844888282,73,73,FF,1,0.378579385485551,5.81717551393598e-15,2.33933285511994e-14
constant,129,100000,wave,0.000320380844888282,74,5,FF,1,2.82288942846165e-11,4.41419216071856e-15,1.99756569301756e-14
constant,129,100000,wave,0.000320380844888282,74,74,FF,1,0.380771698297675,5.83107338309404e-15,2.3051321202142e-14
constant,129,100000,wave,0.000320380844888282,75,4,FF,1,2.44125217507735e-11,5.13281298910094e-15,2.0539038661941e-14
constant,129,100000,wave,0.000320380844888282,75,75,FF,1,0.387605504863406,6.61148582652222e-15,2.422273398721e-14
constant,129,100000,wave,0.000320380844888282,76,3,FF,1,1.27374103392909e-11,4.57345334429369e-15,2.22897767059216e-14
constant,129,100000,wave,0.000320380844888282,76,76,FF,1,0.39065228663669,5.45172854424909e-15,2.43258228898522e-14
constant,129,100000,wave,0.000320380844888282,77,2,FF,1,1.18365454312369e-11,4.3195416038091e-15,2.15751619577164e-14
constant,129,100000,wave,0.000320380844888282,77,77,FF,1,0.392233243133204,6.25321658035285e-15,2.46126471550404e-14
constant,129,100000,wave,0.000320380844888282,78,1,FF,1,4.93624758822863e-11,5.18487290529792e-15,2.23512079883031e-14
constant,129,100000,wave,0.000320380844888282,78,78,FF,1,0.397723996880484,6.3419951863846e-15,2.52826345346434e-14
constant,129,100000,wave,0.000320380844888282,1,1,FG,1,2.93759194696141e-16,7.2989810243003e-17,2.92593911159386e-16
constant,129,100000,wave,0.000320380844888282,1,78,FG,1,4.93713680161004e-13,5.17583590957593e-15,2.31880975514644e-14
constant,129,100000,wave,0.000320380844888282,2,2,FG,1,8.56859831561652e-16,1.64069222065783e-16,6.96256039182266e-16
constant,129,100000,wave,0.000320380844888282,2,77,FG,1,1.34883011764457e-12,6.34893856056226e-15,2.41289687515733e-14
constant,129,100000,wave,0.000320380844888282,3,3,FG,1,2.1557299213661e-15,3.56636124759394e-16,1.42065157617618e-15
constant,129,100000,wave,0.000320380844888282,3,76,FG,1,5.95468616191014e-13,6.04685279884431e-15,2.34680349764443e-14
constant,129,100000,wave,0.000320380844888282,4,4,FG,1,3.47241433135582e-15,4.25193675633687e-16,2.04889623243358e-15
constant,129,100000,wave,0.000320380844888282,4,75,FG,1,5.24762011036269e-13,5.72653183977001e-15,2.2902075056556e-14
constant,129,100000,wave,0.000320380844888282,5,5,FG,1,7.18871919151989e-15,6.98144962279772e-16,2.8601077553684e-15
constant,129,100000,wave,0.000320380844888282,5,74,FG,1,3.31011265285469e-13,5.12644054001902e-15,2.23452996751795e-14
constant,129,100000,wave,0.000320380844888282,6,6,FG,1,6.65657222746438e-15,8.21465995546201e-16,3.47347668631239e-15
constant,129,100000,wave,0.000320380844888282,6,73,FG,1,4.87627537299294e-13,5.24918638369973e-15,2.22714560465793e-14
constant,129,100000,wave,0.000320380844888282,7,7,FG,1,5.55234829330486e-15,8.57126524188338e-16,3.90197866386174e-15
constant,129,100000,wave,0.000320380844888282,7,72,FG,1,1.16601877555137e-12,5.01289648497692e-15,2.12148195751999e-14
constant,129,100000,wave,0.000320380844888282,8,8,FG,1,1.44514414338842e-14,1.0363238401441e-15,4.59722928254144e-15
constant,129,100000,wave,0.000320380844888282,8,71,FG,1,5.08777564695415e-13,5.07240837450193e-15,2.18191282565883e-14
constant,129,100000,wave,0.000320380844888282,9,9,FG,1,1.17069055258637e-14,1.1800689593745e-15,5.07992335754969e-15
constant,129,100000,wave,0.000320380844888282,9,70,FG,1,9.66935338206038e-13,4.94107658031569e-15,2.10601759129177e-14
constant,129,100000,wave,0.000320380844888282,10,10,FG,1,1.49007384080716e-14,1.40583774596427e-15,5.90138141391952e-15
constant,129,100000,wave,0.000320380844888282,10,69,FG,1,2.92887621134998e-13,4.55665021919351e-15,2.12911289268745e-14
constant,129,100000,wave,0.000320380844888282,11,11,FG,1,1.82179466241588e-14,1.38326254428845e-15,6.29044632680576e-15
constant,129,100000,wave,0.000320380844888282,11,68,FG,1,6.15778097213116e-13,5.01611294573117e-15,2.10950462711808e-14
constant,129,100000,wave,0.000320380844888282,12,12,FG,1,1.87378110459291e-14,1.81549762012372e-15,7.15130020928169e-15
constant,129,100000,wave,0.000320380844888282,12,67,FG,1,8.40376627667622e-13,4.59294544047518e-15,2.05998911934152e-14
constant,129,100000,wave,0.000320380844888282,13,13,FG,1,2.18317356075246e-14,2.30995855962103e-15,8.26919939120502e-15
constant,129,100000,wave,0.000320380844888282,13,66,FG,1,8.58757948623954e-13,5.39054879374433e-15,2.05937948857715e-14
constant,129,100000,wave,0.000320380844888282,14,14,FG,1,6.35371605999473e-14,1.98136471382983e-15,8.58859764036423e-15
constant,129,100000,wave,0.000320380844888282,14,65,FG,1,1.40057330630569e-12,4.91881446183951e-15,2.05218976428565e-14
constant,129,100000,wave,0.000320380844888282,15,15,FG,1,4.00516220760828e-14,2.23160313022794e-15,9.38675246595175e-15
constant,129,100000,wave,0.000320380844888282,15,64,FG,1,2.5353950880579e-13,5.04563632429688e-15,2.02742843632703e-14
constant,129,100000,wave,0.000320380844888282,16,16,FG,1,8.10938902772474e-14,2.16508063359486e-15,9.55649816579288e-15
constant,129,100000,wave,0.000320380844888282,16,63,FG,1,5.06571764905784e-13,5.06673557407147e-15,2.04646700342454e-14
constant,129,100000,wave,0.000320380844888282,17,17,FG,1,7.06667416842339e-14,2.46425752689144e-15,1.0492054687887e-14
constant,129,100000,wave,0.000320380844888282,17,62,FG,1,3.15054952661952e-13,4.64770449742509e-15,1.93324820298635e-14
constant,129,100000,wave,0.000320380844888282,18,18,FG,1,8.74227703241247e-14,2.76611112118588e-15,1.11456466469907e-14
constant,129,100000,wave,0.000320380844888282,18,61,FG,1,6.51896602880185e-13,4.1155434680282e-15,1.9301854422567e-14
constant,129,100000,wave,0.000320380844888282,19,19,FG,1,9.51491600792395e-14,2.71519768978628e-15,1.17748412429313e-14
constant,129,100000,wave,0.000320380844888282,19,60,FG,1,2.39817241314215e-13,4.54218489732107e-15,1.89302917729963e-14
constant,129,100000,wave,0.000320380844888282,20,20,FG,1,9.90668251957986e-14,3.02540356094809e-15,1.27979824148782e-14
constant,129,100000,wave,0.000320380844888282,20,59,FG,1,1.89459160061868e-13,4.19317360239117e-15,1.90609619962549e-14
constant,129,100000,wave,0.000320380844888282,21,21,FG,1,1.25420985379382e-13,3.12094264979377e-15,1.29414227929876e-14
constant,129,100000,wave,0.000320380844888282,21,58,FG,1,3.5800849756779e-13,4.40193953745343e-15,1.77129798993121e-14
constant,129,100000,wave,0.000320380844888282,22,22,FG,1,2.25426808916288e-13,3.45331843305265e-15,1.34126806553903e-14
constant,129,100000,wave,0.000320380844888282,22,57,FG,1,2.44680522700283e-13,3.88796329378292e-15,1.73026147438243e-14
constant,129,100000,wave,0.000320380844888282,23,23,FG,1,2.2610320550004e-13,3.15190733520885e-15,1.42499351800341e-14
constant,129,100000,wave,0.000320380844888282,23,56,FG,1,1.11840813970842e-12,3.7792181297036e-15,1.80890440938493e-14
constant,129,100000,wave,0.000320380844888282,24,24,FG,1,1.94587364753179e-13,3.66896137925721e-15,1.49434718741766e-14
constant,129,100000,wave,0.000320380844888282,24,55,FG,1,7.21164333584351e-13,3.8135852098489e-15,1.85329484504474e-14
constant,129,100000,wave,0.000320380844888282,25,25,FG,1,3.92155824365624e-13,4.15528297502896e-15,1.52493734027326e-14
constant,129,100000,wave,0.000320380844888282,25,54,FG,1,5.80531203555351e-13,4.198948630828e-15,1.7946466312929e-14
constant,129,100000,wave,0.000320380844888282,26,26,FG,1,2.5194301459569e-13,3.92096008907517e-15,1.66115413121547e-14
constant,129,100000,wave,0.000320380844888282,26,53,FG,1,4.05425706820797e-13,4.01708356571624e-15,1.72137242037328e-14
constant,129,100000,wave,0.000320380844888282,27,27,FG,1,2.61600688098176e-13,4.40920014121917e-15,1.69376052241191e-14
constant,129,100000,wave,0.000320380844888282,27,52,FG,1,7.38700325111326e-13,4.127936309477e-15,1.75549970761049e-14
constant,129,100000,wave,0.000320380844888282,28,28,FG,1,3.79926512152083e-13,4.36472348213787e-15,1.73255172931711e-14
constant,129,100000,wave,0.000320380844888282,28,51,FG,1,4.95982115633866e-13,4.04945783711134e-15,1.84625858279015e-14
constant,129,100000,wave,0.000320380844888282,29,29,FG,1,2.2453025768361e-13,4.21325135727402e-15,1.73317601890699e-14
constant,129,100000,wave,0.000320380844888282,29,50,FG,1,5.06333659353117e-13,3.98998430635177e-15,1.7580769472975e-14
constant,129,100000,wave,0.000320380844888282,30,30,FG,1,3.82455134168309e-13,4.45126537736139e-15,1.89474886258279e-14
constant,129,100000,wave,0.000320380844888282,30,49,FG,1,3.45191822245974e-13,3.9320191442266e-15,1.76616661320226e-14
constant,129,100000,wave,0.000320380844888282,31,31,FG,1,5.02926644498027e-13,4.43348818369754e-15,1.94402044497621e-14
constant,129,100000,wave,0.000320380844888282,31,48,FG,1,6.39827879156214e-13,4.45626675874151e-15,1.75443751104802e-14
constant,129,100000,wave,0.000320380844888282,32,32,FG,1,4.22382648284066e-13,4.63748823937977e-15,1.93918924564141e-14
constant,129,100000,wave,0.000320380844888282,32,47,FG,1,5.13972425383223e-13,3.71913903114738e-15,1.75594531087708e-14
constant,129,100000,wave,0.000320380844888282,33,33,FG,1,5.07949482522676e-13,5.06359456426405e-15,2.07778444645952e-14
constant,129,100000,wave,0.000320380844888282,33,46,FG,1,5.57019470053559e-13,4.20999657216849e-15,1.74696280710645e-14
constant,129,100000,wave,0.000320380844888282,34,34,FG,1,6.89798452093586e-13,5.12773289895187e-15,2.12408253479066e-14
constant,129,100000,wave,0.000320380844888282,34,45,FG,1,6.34364974995133e-13,3.7892123141178e-15,1.7468952189644e-14
constant,129,100000,wave,0.000320380844888282,35,35,FG,1,6.94902389885302e-13,4.59271559717342e-15,2.2053170270368e-14
constant,129,100000,wave,0.000320380844888282,35,44,FG,1,9.1577683013008e-13,4.20826678756535e-15,1.73506536560171e-14
constant,129,100000,wave,0.000320380844888282,36,36,FG,1,7.37938527523284e-13,5.54752724071174e-15,2.24346192280467e-14
constant,129,100000,wave,0.000320380844888282,36,43,FG,1,6.53917439555894e-13,4.25740774469557e-15,1.73256549123214e-14
constant,129,100000,wave,0.000320380844888282,37,37,FG,1,7.52649220854581e-13,6.35962278280508e-15,2.33674539026457e-14
constant,129,100000,wave,0.000320380844888282,37,42,FG,1,6.39426038880738e-13,4.14929830670407e-15,1.75228047466173e-14
constant,129,100000,wave,0.000320380844888282,38,38,FG,1,8.36976781372546e-13,5.26180235726231e-15,2.4094726384783e-14
constant,129,100000,wave,0.000320380844888282,38,41,FG,1,5.37134094062014e-13,4.05011551855819e-15,1.77795962145123e-14
constant,129,100000,wave,0.000320380844888282,39,39,FG,1,1.07210694042471e-12,6.59407294606628e-15,2.50899417917282e-14
constant,129,100000,wave,0.000320380844888282,39,40,FG,1,7.93134324045104e-13,4.74840355178982e-15,1.89164945516522e-14
constant,129,100000,wave,0.000320380844888282,40,39,FG,1,1.21725574605914e-12,4.45788179378435e-15,1.8712520804697e-14
constant,129,100000,wave,0.000320380844888282,40,40,FG,1,1.59798627540518e-12,6.09905754045049e-15,2.4781803038682e-14
constant,129,100000,wave,0.000320380844888282,41,38,FG,1,8.2621747560596e-13,4.1422549144175e-15,1.80269150138535e-14
constant,129,100000,wave,0.000320380844888282,41,41,FG,1,1.36367629644283e-12,6.66497115008692e-15,2.62589969283931e-14
constant,129,100000,wave,0.000320380844888282,42,37,FG,1,5.37612419776662e-13,4.27535651875975e-15,1.76751045934122e-14
constant,129,100000,wave,0.000320380844888282,42,42,FG,1,1.45018035178184e-11,6.14439140481173e-15,2.63053546246412e-14
constant,129,100000,wave,0.000320380844888282,43,36,FG,1,6.22059719735992e-13,4.66923955451537e-15,1.76308763344405e-14
constant,129,100000,wave,0.000320380844888282,43,43,FG,1,2.10845419995414e-10,6.07921958173955e-15,2.67887103963912e-14
constant,129,100000,wave,0.000320380844888282,44,35,FG,1,4.21867832857057e-13,3.9738068504049e-15,1.75140532755635e-14
constant,129,100000,wave,0.000320380844888282,44,44,FG,1,2.65908975371996e-09,6.82279064592114e-15,2.74905998994258e-14
constant,129,100000,wave,0.000320380844888282,45,34,FG,1,6.22838207770697e-13,3.90696624456673e-15,1.72780525231968e-14
constant,129,100000,wave,0.000320380844888282,45,45,FG,1,2.89366162538992e-08,6.46594160276382e-15,2.87904679747434e-14
constant,129,100000,wave,0.000320380844888282,46,33,FG,1,1.08373581336913e-12,3.98381755019552e-15,1.74907301972222e-14
constant,129,100000,wave,0.000320380844888282,46,46,FG,1,2.71804331420016e-07,6.72362384752323e-15,2.85321126286686e-14
constant,129,100000,wave,0.000320380844888282,47,32,FG,1,1.16086500835272e-12,4.11705880272889e-15,1.74312432865513e-14
constant,129,100000,wave,0.000320380844888282,47,47,FG,1,2.20523677676383e-06,5.885252341689e-15,2.99791596639629e-14
constant,129,100000,wave,0.000320380844888282,48,31,FG,1,9.27773290613984e-13,3.78267075524028e-15,1.77703972777202e-14
constant,129,100000,wave,0.000320380844888282,48,48,FG,1,1.54515100554739e-05,7.16568323618546e-15,2.99993591167712e-14
constant,129,100000,wave,0.000320380844888282,49,30,FG,1,1.004920853819e-12,4.11086614176293e-15,1.77743610928003e-14
constant,129,100000,wave,0.000320380844888282,49,49,FG,1,9.33989091933549e-05,6.45473627021453e-15,3.05794615944113e-14
constant,129,100000,wave,0.000320380844888282,50,29,FG,1,6.54891092109749e-13,3.77848703186044e-15,1.77027129986918e-14
constant,129,100000,wave,0.000320380844888282,50,50,FG,1,0.000486011402864249,7.22670811990134e-15,3.0990021715266e-14
constant,129,100000,wave,0.000320380844888282,51,28,FG,1,9.95967629857904e-13,4.28575284327353e-15,1.72339375598575e-14
constant,129,100000,wave,0.000320380844888282,51,51,FG,1,0.00216968857214213,7.64871161218614e-15,3.1685905246647e-14
constant,129,100000,wave,0.000320380844888282,52,27,FG,1,7.95066484831799e-13,3.9546752120241e-15,1.80886781343467e-14
constant,129,100000,wave,0.000320380844888282,52,52,FG,1,0.00826767844180521,7.28674081376575e-15,3.31952903126072e-14
constant,129,100000,wave,0.000320380844888282,53,26,FG,1,7.12282785689608e-13,3.94494338839257e-15,1.8264721254222e-14
constant,129,100000,wave,0.000320380844888282,53,53,FG,1,0.0266953122192963,7.07698877252281e-15,3.26320654336931e-14
constant,129,100000,wave,0.000320380844888282,54,25,FG,1,1.03392889868415e-12,3.55057538979267e-15,1.77685270119558e-14
constant,129,100000,wave,0.000320380844888282,54,54,FG,1,0.0722886771502674,7.40870288088161e-15,3.25537773425577e-14
constant,129,100000,wave,0.000320380844888282,55,24,FG,1,1.33456140556421e-12,3.72148105868477e-15,1.75085162883981e-14
constant,129,100000,wave,0.000320380844888282,55,55,FG,1,0.161804949468757,7.65538957312847e-15,3.46457404172869e-14
constant,129,100000,wave,0.000320380844888282,56,23,FG,1,8.3289073685497e-13,4.09265204991773e-15,1.84044437192981e-14
constant,129,100000,wave,0.000320380844888282,56,56,FG,1,0.293456005184651,7.17405307438619e-15,3.3717360665958e-14
constant,129,100000,wave,0.000320380844888282,57,22,FG,1,7.62957229930952e-13,4.31805043688437e-15,1.86214449038784e-14
constant,129,100000,wave,0.000320380844888282,57,57,FG,1,0.421078517679238,7.52652798383797e-15,3.43998829573348e-14
constant,129,100000,wave,0.000320380844888282,58,21,FG,1,1.15411749661928e-12,3.79109265633749e-15,1.93223938865451e-14
constant,129,100000,wave,0.000320380844888282,58,58,FG,1,0.475817065658934,8.29614065664085e-15,3.56761104014097e-14
constant,129,100000,wave,0.000320380844888282,59,20,FG,1,1.36305838514562e-12,4.35635354271714e-15,1.97424027963271e-14
constant,129,100000,wave,0.000320380844888282,59,59,FG,1,0.478345830740278,8.30928659607394e-15,3.73359887721749e-14
constant,129,100000,wave,0.000320380844888282,60,19,FG,1,1.13916836733973e-12,4.25582713671242e-15,1.97479310565033e-14
constant,129,100000,wave,0.000320380844888282,60,60,FG,1,0.523376173108343,8.46591650566474e-15,3.69215100844187e-14
constant,129,100000,wave,0.000320380844888282,61,18,FG,1,9.55419302954029e-13,4.62047835465752e-15,1.93547816196576e-14
constant,129,100000,wave,0.000320380844888282,61,61,FG,1,0.54216053641651,8.18146972313826e-15,3.78395004435639e-14
constant,129,100000,wave,0.000320380844888282,62,17,FG,1,1.30993203321871e-12,4.41263448031243e-15,1.9700079990559e-14
constant,129,100000,wave,0.000320380844888282,62,62,FG,1,0.557723887717932,9.02283964833318e-15,3.84228235539857e-14
constant,129,100000,wave,0.000320380844888282,63,16,FG,1,2.38225651039609e-12,4.31716916783032e-15,1.98786313777759e-14
constant,129,100000,wave,0.000320380844888282,63,63,FG,1,0.581776150176649,9.01143681862767e-15,4.04045555393713e-14
constant,129,100000,wave,0.000320380844888282,64,15,FG,1,1.71689676511096e-12,4.39044951132849e-15,2.03174087493433e-14
constant,129,100000,wave,0.000320380844888282,64,64,FG,1,0.590349934196448,9.78783101767094e-15,4.16274432222813e-14
constant,129,100000,wave,0.000320380844888282,65,14,FG,1,1.65867073525234e-12,4.76984394870991e-15,1.98249738511344e-14
constant,129,100000,wave,0.000320380844888282,65,65,FG,1,0.609566144399095,1.11583707766501e-14,4.20922439500772e-14
constant,129,100000,wave,0.000320380844888282,66,13,FG,1,1.41395833659842e-12,5.02675108867047e-15,2.12395403456293e-14
constant,129,100000,wave,0.000320380844888282,66,66,FG,1,0.619589695428958,1.00164989757573e-14,4.1961481896459e-14
constant,129,100000,wave,0.000320380844888282,67,12,FG,1,2.33370183933406e-12,4.51258002116083e-15,1.99668304258754e-14
constant,129,100000,wave,0.000320380844888282,67,67,FG,1,0.630432803056787,9.25314451218876e-15,4.15648277539915e-14
constant,129,100000,wave,0.000320380844888282,68,11,FG,1,1.150342376614e-12,4.32595493181391e-15,1.9825701973091e-14
constant,129,100000,wave,0.000320380844888282,68,68,FG,1,0.645621395248088,9.62132904598945e-15,4.26086506226077e-14
constant,129,100000,wave,0.000320380844888282,69,10,FG,1,1.24689376462206e-12,5.25243633008912e-15,2.16652971588043e-14
constant,129,100000,wave,0.000320380844888282,69,69,FG,1,0.648509419358568,1.07580070811964e-14,4.45346728370364e-14
constant,129,100000,wave,0.000320380844888282,70,9,FG,1,1.07101446888014e-12,4.51772682273571e-15,2.12846831858138e-14
constant,129,100000,wave,0.000320380844888282,70,70,FG,1,0.664975327219023,1.07740259935251e-14,4.35689123940037e-14
constant,129,100000,wave,0.000320380844888282,71,8,FG,1,1.27616333468658e-12,5.11815646073009e-15,2.12867135051508e-14
constant,129,100000,wave,0.000320380844888282,71,71,FG,1,0.669772101344544,1.12491493303577e-14,4.54910203054074e-14
constant,129,100000,wave,0.000320380844888282,72,7,FG,1,2.86428091591104e-12,4.8713407702688e-15,2.16761417426011e-14
constant,129,100000,wave,0.000320380844888282,72,72,FG,1,0.67652719956333,9.8107185404566e-15,4.42701158557559e-14
constant,129,100000,wave,0.000320380844888282,73,6,FG,1,1.40633078657512e-12,4.69715747040796e-15,2.18118225111808e-14
constant,129,100000,wave,0.000320380844888282,73,73,FG,1,0.689558917040646,9.85598739021502e-15,4.36129334664527e-14
constant,129,100000,wave,0.000320380844888282,74,5,FG,1,2.96558495575758e-12,5.59962066205606e-15,2.23704446899945e-14
constant,129,100000,wave,0.000320380844888282,74,74,FG,1,0.692279313834316,1.05204613388817e-14,4.59706218186333e-14
constant,129,100000,wave,0.000320380844888282,75,4,FG,1,3.3906538402841e-12,4.85894174032152e-15,2.16748811980425e-14
constant,129,100000,wave,0.000320380844888282,75,75,FG,1,0.698691542464229,1.08565666865949e-14,4.65557307240894e-14
constant,129,100000,wave,0.000320380844888282,76,3,FG,1,2.76967694486832e-12,4.89698038967705e-15,2.26614716390691e-14
constant,129,100000,wave,0.000320380844888282,76,76,FG,1,0.709754027769728,1.20550486286831e-14,4.84226134492081e-14
constant,129,100000,wave,0.000320380844888282,77,2,FG,1,5.05078344787823e-12,4.36111331042896e-15,2.18234045793646e-14
constant,129,100000,wave,0.000320380844888282,77,77,FG,1,0.713044995358432,1.12668448865916e-14,4.90472059922385e-14
constant,129,100000,wave,0.000320380844888282,78,1,FG,1,4.92719774369057e-11,5.16186440058849e-15,2.23257349138985e-14
constant,129,100000,wave,0.000320380844888282,78,78,FG,1,0.716562808761246,1.23693703270671e-14,4.88031532175871e-14
constant,129,100000,wave,0.000320380844888282,1,1,GG,1,2.57110645118461e-16,6.95243785161356e-17,3.36845193956411e-16
constant,129,100000,wave,0.000320380844888282,1,78,GG,1,2.81527935220248e-13,6.1806550665454e-15,2.43541722723301e-14
constant,129,100000,wave,0.000320380844888282,2,2,GG,1,3.77199688831443e-16,1.00877136214975e-16,4.56172727886248e-16
constant,129,100000,wave,0.000320380844888282,2,77,GG,1,1.74696300521355e-13,5.21743482963365e-15,2.09942076146216e-14
constant,129,100000,wave,0.000320380844888282,3,3,GG,1,6.84667344793425e-16,1.60543306227366e-16,7.40036792318054e-16
constant,129,100000,wave,0.000320380844888282,3,76,GG,1,1.58611011853665e-13,5.1213446343132e-15,2.02616463065596e-14
constant,129,100000,wave,0.000320380844888282,4,4,GG,1,1.03762189843608e-15,2.6764913657647e-16,1.03205977246496e-15
constant,129,100000,wave,0.000320380844888282,4,75,GG,1,1.63254690778736e-13,5.33185226993768e-15,2.19646996116764e-14
constant,129,100000,wave,0.000320380844888282,5,5,GG,1,1.41137903599096e-15,3.43959353730607e-16,1.4000037000238e-15
constant,129,100000,wave,0.000320380844888282,5,74,GG,1,1.45744236797402e-13,5.04630097946499e-15,2.11442981340167e-14
constant,129,100000,wave,0.000320380844888282,6,6,GG,1,1.8307106834248e-15,3.83097983094627e-16,1.68352260154102e-15
constant,129,100000,wave,0.000320380844888282,6,73,GG,1,1.28941517279794e-13,4.49494502200243e-15,1.89867500001257e-14
constant,129,100000,wave,0.000320380844888282,7,7,GG,1,2.07321430742013e-15,5.47411437513423e-16,1.98407586393042e-15
constant,129,100000,wave,0.000320380844888282,7,72,GG,1,1.46544344838949e-13,4.33030956032505e-15,1.9452003933869e-14
constant,129,100000,wave,0.000320380844888282,8,8,GG,1,2.29797339378775e-15,4.95083497126562e-16,2.26490452548181e-15
constant,129,100000,wave,0.000320380844888282,8,71,GG,1,1.24555317892366e-13,4.82784534425181e-15,2.0563394910285e-14
constant,129,100000,wave,0.000320380844888282,9,9,GG,1,2.55276892643283e-15,5.80698576961314e-16,2.78523445882573e-15
constant,129,100000,wave,0.000320380844888282,9,70,GG,1,1.46859018242626e-13,5.41537974242791e-15,2.00204589312155e-14
constant,129,100000,wave,0.000320380844888282,10,10,GG,1,3.33607176429442e-15,6.8003420571552e-16,3.12641674028321e-15
constant,129,100000,wave,0.000320380844888282,10,69,GG,1,1.40195199269603e-13,4.24951618970631e-15,1.90750223480251e-14
constant,129,100000,wave,0.000320380844888282,11,11,GG,1,3.17880656311269e-15,1.21534980838208e-15,3.55314607994368e-15
constant,129,100000,wave,0.000320380844888282,11,68,GG,1,1.44537829944489e-13,4.74885579543474e-15,2.00150061703609e-14
constant,129,100000,wave,0.000320380844888282,12,12,GG,1,3.74595042414824e-15,8.62215460792973e-16,3.81170580663564e-15
constant,129,100000,wave,0.000320380844888282,12,67,GG,1,9.53065827471527e-14,4.22450583604216e-15,1.87804602322454e-14
constant,129,100000,wave,0.000320380844888282,13,13,GG,1,3.68329462120742e-15,1.18693087695052e-15,4.0884507916727e-15
constant,129,100000,wave,0.000320380844888282,13,66,GG,1,1.54185798055928e-13,4.64577201620173e-15,1.87492554224365e-14
constant,129,100000,wave,0.000320380844888282,14,14,GG,1,5.43781569324281e-15,1.14030725075791e-15,4.41809835620456e-15
constant,129,100000,wave,0.000320380844888282,14,65,GG,1,1.10229893400866e-13,4.49507288897816e-15,1.89545453810499e-14
constant,129,100000,wave,0.000320380844888282,15,15,GG,1,4.85607185515084e-15,1.25574659857003e-15,4.8131834527027e-15
constant,129,100000,wave,0.000320380844888282,15,64,GG,1,1.34792882078938e-13,4.41897585222571e-15,1.7902823023283e-14
constant,129,100000,wave,0.000320380844888282,16,16,GG,1,8.14641700022646e-15,1.22791319093682e-15,5.06036487008941e-15
constant,129,100000,wave,0.000320380844888282,16,63,GG,1,9.72555561442103e-14,4.16408554251186e-15,1.77687395964052e-14
constant,129,100000,wave,0.000320380844888282,17,17,GG,1,5.85753057412316e-15,1.36123991116668e-15,5.557350675711e-15
constant,129,100000,wave,0.000320380844888282,17,62,GG,1,8.8508146244542e-14,4.10565044241908e-15,1.85340271481192e-14
constant,129,100000,wave,0.000320380844888282,18,18,GG,1,9.70080220525266e-15,1.48391927974303e-15,5.65384566505953e-15
