interaction,inputA,inputB,output,channel,error,modeA,signA,modeB,signB,referenceStability,eigenProductStability,productCount,zeroProductCount
27,wave,wave,wave,u*dx(u),0.442476577978197,12,1,11,1,1.76949047198543e-15,1.20556120641879e-10,432,0
27,wave,wave,wave,v*dy(u),0,1,1,1,1,0,0,0,432
27,wave,wave,wave,w*dz(u),0.442871949442969,12,1,11,1,1.35782038971858e-14,1.57368197016886e-06,432,0
27,wave,wave,wave,u*dx(v),0.43520653164061,12,1,11,1,1.41587407181286e-15,9.04324393147249e-11,432,0
27,wave,wave,wave,v*dy(v),0,1,1,1,1,0,0,0,432
27,wave,wave,wave,w*dz(v),0.43559337489442,12,1,11,1,1.20411934771086e-14,1.38841658552158e-06,432,0
27,wave,wave,wave,u*dx(w),0.00187288294507999,12,1,12,1,5.55111512312578e-16,1.20534915382109e-10,432,0
27,wave,wave,wave,v*dy(w),0,1,1,1,1,0,0,0,432
27,wave,wave,wave,w*dz(w),0.00187288294507999,12,1,12,1,5.55111512312578e-16,1.20534915382109e-10,432,0
27,wave,wave,wave,u*dx(eta),0.125182908888541,12,1,12,1,1.89839747377305e-15,9.0378926564938e-11,432,0
27,wave,wave,wave,v*dy(eta),0,1,1,1,1,0,0,0,432
27,wave,wave,wave,w*dz(eta),0.125182908888541,12,1,12,1,1.47086809046411e-15,9.03790375872404e-11,432,0
27,wave,wave,wave,w*eta*dlogN2,0.0766728961625124,12,1,12,1,1.42810871116251e-15,9.04843977522773e-11,432,0
27,wave,apv,wave,u*dx(u),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,v*dy(u),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,w*dz(u),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,u*dx(v),0.00129802914581503,12,1,2,0,1.70729894098635e-15,6.03012084710031e-11,72,0
27,wave,apv,wave,v*dy(v),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,w*dz(v),0.00134665937128708,12,1,2,0,1.6276146180194e-15,9.74952341081803e-11,72,0
27,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,u*dx(eta),0.000232576726395656,12,1,2,0,1.14980852871397e-15,9.82535164339993e-11,72,0
27,wave,apv,wave,v*dy(eta),0,1,1,-1,0,0,0,0,72
27,wave,apv,wave,w*dz(eta),0.000224809244807982,12,1,2,0,1.72389211130334e-15,3.17190940180012e-10,72,0
27,wave,apv,wave,w*eta*dlogN2,8.3962467740187e-05,12,1,2,0,8.75637301089428e-16,9.75414193860047e-11,72,0
27,apv,wave,wave,u*dx(u),0,-1,0,1,1,0,0,0,72
27,apv,wave,wave,v*dy(u),0,-1,0,1,1,0,0,0,72
