deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,inverseIterations,inverseResidual,displacementSeconds
5,40,32,0,0.301034166666667,0.015627375,0.0167545416666667,0.333825625,2.65394413770087e-20,0,7.01504893596873e-20,1.89196244167521e-20,0,5.50169471315529e-20,1.1734210341629e-06,-8.31036730045403e-17,-7.95807864051312e-13,-3.85171006200835e-10,-1.95359461940825e-09,-999.999800000033,-0.000199999956792149,2,1.22133343188086e-11,0.0830043333333333
