timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
5.05637707982808e-13,6.55490637139796e-14,5.63511833545195e-12,5.44822449534459e-09,9.34450291439732e-09,6.51258154247437e-10
