deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,inverseIterations,inverseResidual,displacementSeconds
5,40,32,0,0.464683541666667,0.023302125,0.0254357916666667,0.513884208333333,6.05472894615585e-15,7.67640301723141e-14,1.70107426799695e-14,1.15150278314327e-15,4.74819435235455e-14,6.74183146475904e-17,1.17546558336372,2.3580718488958e-08,-7.95807864051312e-13,-0.000388577409012214,-0.00196049594160286,-999.809666993829,-0.180031138910422,5,6.13351009292262e-12,0.0843555416666667
