time,energy,volume,densityMoment,densitySquaredMoment,minimumLabel,maximumLabel,profile,caseName,variant,config,deltaT
447,8.29593199636109e-07,1000,5224.26061558922,36390.5260070402,-999.9998,-0.000199999999933845,constant,linear,density,5,20
487,8.29593199636075e-07,1000,5224.26061558921,36390.5260070402,-999.9998,-0.000199999999909035,constant,linear,density,5,20
327,8.29593199635813e-07,1000,5224.26061558922,36390.5260070404,-999.9998,-0.000199999999999988,constant,linear,density,5,10
367,8.2959319963597e-07,999.999999999999,5224.26061558925,36390.5260070402,-999.9998,-0.000199999999979933,constant,linear,density,5,10
407,8.29593199636071e-07,1000,5224.26061558922,36390.5260070402,-999.9998,-0.000199999999957751,constant,linear,density,5,10
447,8.29593199636108e-07,1000,5224.26061558922,36390.5260070402,-999.9998,-0.000199999999933846,constant,linear,density,5,10
487,8.29593199636076e-07,1000,5224.26061558921,36390.5260070402,-999.9998,-0.000199999999909035,constant,linear,density,5,10
327,8.29593199635813e-07,1000,5224.26061558922,36390.5260070404,-999.9998,-0.000199999999999988,constant,linear,density,5,5
367,8.29593199635971e-07,999.999999999999,5224.26061558925,36390.5260070402,-999.9998,-0.000199999999979933,constant,linear,density,5,5
407,8.2959319963607e-07,1000,5224.26061558922,36390.5260070402,-999.9998,-0.00019999999995775,constant,linear,density,5,5
447,8.29593199636107e-07,1000,5224.26061558922,36390.5260070402,-999.9998,-0.000199999999933845,constant,linear,density,5,5
487,8.29593199636077e-07,1000,5224.26061558921,36390.5260070402,-999.9998,-0.000199999999909035,constant,linear,density,5,5
