timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
7.11329717401203e-13,9.73482887709883e-14,6.65067268539581e-12,4.27344978225441e-09,4.53325193022209e-09,2.9628020152839e-10
