deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,inverseIterations,inverseResidual,displacementSeconds
5,40,32,0,0.234588666666667,0.00923970833333333,0.010852,0.255111041666667,2.0671810743832e-17,0,1.45690381602923e-16,1.73452970125812e-17,0,5.45913708070369e-17,0.831612988991903,3.13788665051717e-08,0,-0.000383081669497187,-0.00335628300672397,-999.809654394976,-0.180055287435658,1,2.03764853904508e-12,0.0801422083333333
