deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,profile,caseName,variant,config,setupSeconds
5,160,128,0,0.626661958333333,0.014831,0.0204580416666667,0.663091,1.0687059498931e-05,7.99970700012593e-05,2.31842043775236e-07,1.0687059498931e-05,7.99970700012593e-05,1.63073353701322e-07,1.17547949535403,-2.1616749479314e-07,1.13686837721616e-12,-0.000626166309757537,-0.00316963299883355,-999.804408416464,-0.186432095761539,exponential,mixed,density,2,13.0631854166667
20,160,32,0,0.201701375,0.0202998333333333,0.0298588333333333,0.25300425,3.91571749515455e-07,8.57745684231672e-07,6.28619666791208e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.12607998878656e-08,-2.72848410531878e-12,-0.000626611354618944,-0.00317004553289735,-999.809985254016,-0.17999452622192,exponential,mixed,displacement,3,13.2833680416667
10,160,64,0,0.401228083333333,0.0196289583333333,0.0296138333333333,0.451547541666667,3.91571707084234e-07,8.57745675996853e-07,6.27413060269121e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.12605829502866e-08,-1.59161572810262e-12,-0.000626611346888239,-0.00317004556563916,-999.809985254012,-0.179994526227351,exponential,mixed,displacement,3,13.2833680416667
5,160,128,0,0.799157041666667,0.019705625,0.028999,0.848970375,3.91571706006643e-07,8.57745677749497e-07,6.27348847190271e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.12605787314391e-08,-9.09494701772928e-13,-0.000626611344159755,-0.00317004556745815,-999.809985254011,-0.17999452622769,exponential,mixed,displacement,3,13.2833680416667
20,160,32,0,0.205543083333333,0.0203986666666667,0.0303513333333333,0.257355416666667,1.06870594989312e-05,7.99970700237546e-05,1.63073353710486e-07,1.06870594989312e-05,7.99970700237546e-05,1.63073353710486e-07,1.1754796539527,-2.16165135125124e-07,3.41060513164848e-13,-0.000626164680852526,-0.00316962481156224,-999.804408416391,-0.1864320958524,exponential,mixed,density,3,13.283422625
10,160,64,0,0.410005666666667,0.0200095,0.0300806666666667,0.46114775,1.06870594989312e-05,7.99970700237546e-05,1.63073353710486e-07,1.06870594989312e-05,7.99970700237546e-05,1.63073353710486e-07,1.1754796539527,-2.16165380040323e-07,9.09494701772928e-13,-0.00062616468176202,-0.00316962481338123,-999.804408416387,-0.186432095857832,exponential,mixed,density,3,13.283422625
5,160,128,0,0.823866166666667,0.0206800416666667,0.0303258333333333,0.876058875,1.06870594989312e-05,7.99970700237546e-05,1.63073353710486e-07,1.06870594989312e-05,7.99970700237546e-05,1.63073353710486e-07,1.1754796539527,-2.16165387589839e-07,5.6843418860808e-13,-0.000626164682671515,-0.00316962481338123,-999.804408416387,-0.186432095858171,exponential,mixed,density,3,13.283422625
20,160,32,0,0.20648275,0.020163125,0.0303685416666667,0.258123208333333,2.28533159508831e-08,3.39134850036238e-08,6.05486290366061e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22257273591242e-09,-9.09494701772928e-13,2.53576490649721e-06,2.92580989480484e-06,-999.809926342485,-0.180072884152549,exponential,mixed,displacement,4,13.28794975
10,160,64,0,0.41250925,0.0211112916666667,0.0314211666666667,0.46620675,2.28524665854111e-08,3.39134813172849e-08,6.04442692881887e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.2223597951363e-09,-2.27373675443232e-13,2.53571533903596e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,displacement,4,13.28794975
5,160,128,0,0.824008541666667,0.02015475,0.030573375,0.875910833333333,2.2852439484899e-08,3.39134811158503e-08,6.04386786157959e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235335584276e-09,-1.25055521493778e-12,2.53571624853066e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,displacement,4,13.28794975
20,160,32,0,0.210675875,0.0205395,0.0307339583333333,0.263044583333333,1.33026014828103e-06,1.53058185653987e-05,5.14719149064849e-08,1.33009374370837e-06,1.53058185653987e-05,2.02510619221322e-08,1.17546472844241,3.67361896458362e-09,4.54747350886464e-13,2.61292552750092e-06,3.02491207548883e-06,-999.810314972654,-0.179560195524695,exponential,mixed,density,4,13.2885994583333
10,160,64,0,0.430950125,0.0212169166666667,0.030633125,0.483928708333333,1.33026011428748e-06,1.53058185653987e-05,5.14467467160796e-08,1.33009374370837e-06,1.53058185653987e-05,2.02510619221322e-08,1.17546472844241,3.67336294715415e-09,1.13686837721616e-12,2.61288323599729e-06,3.02466287394054e-06,-999.810314972654,-0.179560195524695,exponential,mixed,density,4,13.2885994583333
5,160,128,0,0.841757791666667,0.020602,0.0308715833333333,0.894257916666667,1.33026011252857e-06,1.53058185653987e-05,5.14463060407272e-08,1.33009374370837e-06,1.53058185653987e-05,2.02510619221322e-08,1.17546472844241,3.67335517559297e-09,3.41060513164848e-13,2.61288005276583e-06,3.02465196000412e-06,-999.810314972654,-0.179560195524695,exponential,mixed,density,4,13.2885994583333
