deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,inverseIterations,inverseResidual,displacementSeconds
5,40,32,0,0.254778625,0.00975895833333333,0.0124260833333333,0.277391,1.58096964011629e-17,0,6.36582524338209e-17,1.40983620524033e-17,0,4.98948745574814e-17,0.829593932884719,3.02350960934561e-08,-1.13686837721616e-13,-0.000384874186238449,-0.0033656039959169,-999.800019421467,-0.199981868304108,1,2.04011956519418e-12,0.0799190833333333
