timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
5.06292410147933e-13,6.28074015145561e-14,5.60404573075519e-12,4.77042326989868e-09,9.54850078118917e-09,6.75519454217932e-10
