deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,inverseIterations,inverseResidual,displacementSeconds
5,40,32,0,0.473933,0.02334075,0.0251865833333333,0.522966625,6.06108627834919e-15,9.09828806543992e-14,1.69845364517919e-14,1.15370349558089e-15,9.09828806543992e-14,7.34006561222182e-17,1.1734507012946,2.26427909755245e-08,4.54747350886464e-13,-0.000390748945392261,-0.00196850574138807,-999.800033387968,-0.199956791867283,5,6.14524810301226e-12,0.0829717916666667
