timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
7.30394000195832e-12,1.93480949698322e-13,7.09807384823209e-11,4.84755147028448e-08,7.97623178355679e-08,5.46402266421601e-09
