timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
8.89350864198015e-17,1.36608556050558e-14,7.79715023456306e-16,3.20609772806082e-15,1.41535204334896e-13,3.43068135872185e-16
