timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
7.33042341127641e-12,1.89670257487805e-13,7.09516269347046e-11,3.87040275565271e-08,8.1879448504864e-08,5.70777480381983e-09
