deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,inverseIterations,inverseResidual,displacementSeconds
5,40,32,0,0.423119875,0.0157800833333333,0.0306430416666667,0.471261333333333,1.74016045772599e-20,0,1.04002401567745e-19,1.23137350673765e-20,0,4.89926375524744e-20,8.29592915550201e-07,2.91756263517007e-17,2.27373675443232e-13,-3.8198777474463e-10,-3.34694050252438e-09,-999.999800000019,-0.000199999981868402,1,2.04024218576613e-12,0.0816215
