deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,profile,caseName,variant,config,setupSeconds
10,160,64,0,0.298232375,0.0143015833333333,0.0200092916666667,0.333651875,8.79925161935051e-08,8.1918090641984e-07,2.31888616026558e-07,8.3456411436995e-14,6.96197068908242e-13,2.55621766548352e-15,0.829593932884663,5.02474202246361e-08,3.41060513164848e-13,-0.000637810031548725,-0.00557770893647103,-999.800036353288,-0.199965715635121,constant,waves,density,2,14.0715586666667
5,160,128,0,0.5938345,0.0142315833333333,0.0216181666666667,0.631185625,8.79927175872455e-08,8.19180905730854e-07,2.3189812891127e-07,8.3456411436995e-14,6.96197068908242e-13,2.55621766548352e-15,0.829593932884663,5.0247438543316e-08,-4.54747350886464e-13,-0.000637810037005693,-0.00557770894374698,-999.800036353288,-0.199965715635265,constant,waves,density,2,14.0715586666667
20,160,32,0,0.190957541666667,0.0187889583333333,0.0290649583333333,0.239998208333333,8.31365761930392e-08,8.19180966269777e-07,7.44980378304437e-08,2.97144885587952e-17,7.08353173017695e-13,5.70949967033571e-17,0.82959416024071,5.02497237153676e-08,6.82121026329696e-13,-0.000637807743260055,-0.0055776888402761,-999.800036353226,-0.199965715692953,constant,waves,displacement,3,13.3562605833333
10,160,64,0,0.373333541666667,0.0189049166666667,0.028162125,0.42146325,8.31364036528331e-08,8.19180962780787e-07,7.44512128079488e-08,2.97144885587952e-17,7.08353173017695e-13,5.70949967033571e-17,0.82959416024071,5.024955940236e-08,-1.13686837721616e-13,-0.000637807748717023,-0.00557768892031163,-999.800036353224,-0.19996571569525,constant,waves,displacement,3,13.3562605833333
5,160,128,0,0.761518875,0.019019125,0.0295460416666667,0.811673708333333,8.31364080983248e-08,8.19180961000664e-07,7.44491693326512e-08,2.97144885587952e-17,7.08353173017695e-13,5.70949967033571e-17,0.82959416024071,5.02495591803154e-08,6.82121026329696e-13,-0.000637807751445507,-0.00557768893486355,-999.800036353223,-0.199965715695394,constant,waves,displacement,3,13.3562605833333
20,160,32,0,0.190872541666667,0.019663375,0.02894,0.240584333333333,8.31365761765879e-08,8.19180966209654e-07,7.44980379473745e-08,8.34569619579012e-14,7.09779410773423e-13,2.55621766548352e-15,0.829594160240661,5.02497241594568e-08,6.82121026329696e-13,-0.000637807743260055,-0.00557768883300014,-999.800036353226,-0.199965715692958,constant,waves,density,3,13.3562707083333
10,160,64,0,0.386707625,0.019287875,0.0295127083333333,0.4366505,8.31364036363691e-08,8.19180962222604e-07,7.4451212928364e-08,8.34569619579012e-14,7.09779410773423e-13,2.55621766548352e-15,0.829594160240661,5.02495610676945e-08,-1.13686837721616e-13,-0.000637807750536012,-0.00557768892758759,-999.800036353224,-0.199965715695255,constant,waves,density,3,13.3562707083333
5,160,128,0,0.76398375,0.019362375,0.029671625,0.814158166666667,8.31364080818325e-08,8.19180959601187e-07,7.44491694537125e-08,8.34569619579012e-14,7.09779410773423e-13,2.55621766548352e-15,0.829594160240661,5.02495597354269e-08,6.82121026329696e-13,-0.000637807752355002,-0.00557768892758759,-999.800036353223,-0.199965715695399,constant,waves,density,3,13.3562707083333
20,160,32,0,0.191524833333333,0.0194199166666667,0.02860775,0.240560291666667,1.33435629689957e-08,1.56225784701972e-08,7.41794631834309e-08,2.97144885587952e-17,7.08353173017695e-13,5.70949967033571e-17,0.82959416024071,2.8472881830055e-09,3.41060513164848e-13,6.16209945292212e-08,-1.56801106641069e-05,-999.800000240288,-0.199999675907414,constant,waves,displacement,4,13.2436435416667
10,160,64,0,0.381654791666667,0.0188523333333333,0.02922275,0.430869541666667,1.33423397113519e-08,1.56225752500944e-08,7.41385650183676e-08,2.97144885587952e-17,7.08353173017695e-13,5.70949967033571e-17,0.82959416024071,2.84712886600147e-09,-4.54747350886464e-13,6.15691533312201e-08,-1.56806054292247e-05,-999.800000240288,-0.199999675907432,constant,waves,displacement,4,13.2436435416667
