deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,profile,scenario,form,config
10,160,64,0,0.589381875,0.0234514166666667,0.0483377083333333,0.661921708333333,3.91571707083894e-07,8.57745675996853e-07,6.27413060347179e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.1260582728242e-08,-1.59161572810262e-12,-0.000626611346888239,-0.00317004556563916,-999.809985254012,-0.17999452622735,exponential,mixed,split,3
5,160,128,0,1.23336054166667,0.0213375833333333,0.0314159166666667,1.28675745833333,3.9157170600641e-07,8.57745677749497e-07,6.27348847320501e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.12605787314391e-08,-9.09494701772928e-13,-0.000626611344159755,-0.00317004556745815,-999.809985254011,-0.17999452622769,exponential,mixed,split,3
20,160,32,0,0.287076416666667,0.0215495833333333,0.0321359166666667,0.34153775,3.91571749515137e-07,8.57745684216646e-07,6.28619666751024e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.12607998878656e-08,-2.72848410531878e-12,-0.000626611354618944,-0.00317004553289735,-999.809985254016,-0.17999452622192,exponential,mixed,compatible,3
10,160,64,0,0.595247,0.0209432083333333,0.030687,0.647562791666667,3.91571707083884e-07,8.57745675996853e-07,6.27413060347179e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.1260582728242e-08,-1.59161572810262e-12,-0.000626611346888239,-0.00317004556563916,-999.809985254012,-0.17999452622735,exponential,mixed,compatible,3
5,160,128,0,1.12707804166667,0.0210979166666667,0.0310259583333333,1.17999041666667,3.91571706006403e-07,8.57745677749497e-07,6.27348847320501e-08,3.37738008258291e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.12605787314391e-08,-9.09494701772928e-13,-0.000626611344159755,-0.00317004556745815,-999.809985254011,-0.17999452622769,exponential,mixed,compatible,3
20,160,32,0,0.254043541666667,0.023635375,0.0350149583333333,0.313517333333333,2.28533159508809e-08,3.39134850036238e-08,6.05486290366061e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22257273591242e-09,-9.09494701772928e-13,2.53576490649721e-06,2.92580989480484e-06,-999.809926342485,-0.180072884152549,exponential,mixed,divergence,4
10,160,64,0,0.527355833333333,0.0233020416666667,0.0413436666666667,0.592904416666667,2.28524665854128e-08,3.39134813172849e-08,6.04442692881887e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.2223597951363e-09,-2.27373675443232e-13,2.53571533903596e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,divergence,4
5,160,128,0,1.04458995833333,0.0219969166666667,0.0321649166666667,1.09946329166667,2.2852439484902e-08,3.39134811158503e-08,6.04386786157959e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235335584276e-09,-1.25055521493778e-12,2.53571624853066e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,divergence,4
20,160,32,0,0.251725375,0.0228545,0.0381190833333333,0.313373416666667,2.28533159433769e-08,3.39134850036238e-08,6.05486290460751e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22257295795703e-09,-9.09494701772928e-13,2.53576490649721e-06,2.92580989480484e-06,-999.809926342485,-0.180072884152549,exponential,mixed,advective,4
10,160,64,0,0.512676541666667,0.0230873333333333,0.036167875,0.572804,2.28524665778639e-08,3.39134812494953e-08,6.04442693013814e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235957309169e-09,-2.27373675443232e-13,2.53571533903596e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,advective,4
5,160,128,0,0.994527833333333,0.0261967083333333,0.04367475,1.06529141666667,2.28524394773752e-08,3.39134811160607e-08,6.04386786327359e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235335584276e-09,-1.25055521493778e-12,2.53571624853066e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,advective,4
20,160,32,0,0.29637875,0.029602375,0.0349369166666667,0.361725083333333,2.28533159470996e-08,3.39134850036238e-08,6.05486290428848e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22257295795703e-09,-9.09494701772928e-13,2.53576490649721e-06,2.92580989480484e-06,-999.809926342485,-0.180072884152549,exponential,mixed,split,4
10,160,64,0,0.60182125,0.0364977083333333,0.0361625,0.675326458333333,2.28524665816041e-08,3.39134812494953e-08,6.04442692965777e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235935104709e-09,-2.27373675443232e-13,2.53571533903596e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,split,4
5,160,128,0,1.217376375,0.032980125,0.037438625,1.28852354166667,2.28524394810691e-08,3.39134811158503e-08,6.04386786223185e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235335584276e-09,-1.25055521493778e-12,2.53571624853066e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,split,4
20,160,32,0,0.27583075,0.0243634583333333,0.0333392083333333,0.33439,2.28533159471278e-08,3.39134850036238e-08,6.05486290428848e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22257295795703e-09,-9.09494701772928e-13,2.53576490649721e-06,2.92580989480484e-06,-999.809926342485,-0.180072884152549,exponential,mixed,compatible,4
10,160,64,0,0.580460708333333,0.0224585,0.033236375,0.63683675,2.28524665816195e-08,3.39134812494953e-08,6.04442692965777e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235935104709e-09,-2.27373675443232e-13,2.53571533903596e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,compatible,4
