timeVelocity,timeDensity,timeSSH,spaceVelocity,spaceDensity,spaceSSH
7.10543106263393e-13,9.14456529431855e-14,6.67408550472646e-12,3.22916366996604e-09,4.75917701478359e-09,3.43074073776764e-10
