profile,amplitude,time,config,form,family,rmsError,referenceRMS
constant,0.1,901,7,split,Aio,1.03096482274983e-23,8.57869951530992e-09
constant,0.1,901,7,split,Amda,4.3611145897173e-21,2.35134144416994e-09
constant,0.1,901,7,compatible,Ag_q,9.05508741897398e-27,3.92953221289114e-15
constant,0.1,901,7,compatible,Ag_0,1.2333978997775e-21,1.32269602427891e-12
constant,0.1,901,7,compatible,Aw_p,6.25118330186183e-24,2.54949608749627e-09
constant,0.1,901,7,compatible,Aw_m,5.54403528875401e-24,1.30812820358165e-09
constant,0.1,901,7,compatible,Aio,1.84767608415935e-23,8.57869951530992e-09
constant,0.1,901,7,compatible,Amda,4.36157790896182e-21,2.35134144416994e-09
constant,0.4,327,1,divergence,Ag_q,4.10150035920041e-23,2.76940108781364e-13
constant,0.4,327,1,divergence,Ag_0,8.59396372392945e-19,6.01327810017366e-11
constant,0.4,327,1,divergence,Aw_p,1.4465610407848e-10,1.83074173227279e-07
constant,0.4,327,1,divergence,Aw_m,1.44656104593127e-10,9.3978515296501e-08
constant,0.4,327,1,divergence,Aio,4.22333675918132e-17,2.22084465140723e-07
constant,0.4,327,1,divergence,Amda,6.90642646372584e-18,1.66535423060376e-07
constant,0.4,327,1,advective,Ag_q,7.25828471125044e-23,2.76940108781364e-13
constant,0.4,327,1,advective,Ag_0,8.21176298994376e-19,6.01327810017366e-11
constant,0.4,327,1,advective,Aw_p,1.44656104080404e-10,1.83074173227279e-07
constant,0.4,327,1,advective,Aw_m,1.44656104600501e-10,9.3978515296501e-08
constant,0.4,327,1,advective,Aio,4.22111590750768e-17,2.22084465140723e-07
constant,0.4,327,1,advective,Amda,1.12318042453448e-18,1.66535423060376e-07
constant,0.4,327,1,split,Ag_q,2.01081139514908e-23,2.76940108781364e-13
constant,0.4,327,1,split,Ag_0,8.40005976394975e-19,6.01327810017366e-11
constant,0.4,327,1,split,Aw_p,1.44656104079444e-10,1.83074173227279e-07
constant,0.4,327,1,split,Aw_m,1.44656104596815e-10,9.3978515296501e-08
constant,0.4,327,1,split,Aio,4.22222562256266e-17,2.22084465140723e-07
constant,0.4,327,1,split,Amda,3.79977203304624e-18,1.66535423060376e-07
constant,0.4,327,1,compatible,Ag_q,3.6389702490433e-23,2.76940108781364e-13
constant,0.4,327,1,compatible,Ag_0,8.53428100436334e-19,6.01327810017366e-11
constant,0.4,327,1,compatible,Aw_p,1.44656104231655e-10,1.83074173227279e-07
constant,0.4,327,1,compatible,Aw_m,1.44656104177395e-10,9.3978515296501e-08
constant,0.4,327,1,compatible,Aio,8.80313569645163e-19,2.22084465140723e-07
constant,0.4,327,1,compatible,Amda,3.8001806667135e-18,1.66535423060376e-07
constant,0.4,327,2,divergence,Ag_q,4.0849649192983e-23,2.76940108781364e-13
constant,0.4,327,2,divergence,Ag_0,2.69734666644761e-20,6.01327810017366e-11
constant,0.4,327,2,divergence,Aw_p,2.27198156116898e-11,1.83074173227279e-07
constant,0.4,327,2,divergence,Aw_m,2.27198155424036e-11,9.3978515296501e-08
constant,0.4,327,2,divergence,Aio,1.36150376678868e-20,2.22084465140723e-07
constant,0.4,327,2,divergence,Amda,1.11572154591322e-18,1.66535423060376e-07
constant,0.4,327,2,advective,Ag_q,7.25842631441626e-23,2.76940108781364e-13
constant,0.4,327,2,advective,Ag_0,3.07370493094026e-20,6.01327810017366e-11
constant,0.4,327,2,advective,Aw_p,2.27198156243078e-11,1.83074173227279e-07
constant,0.4,327,2,advective,Aw_m,2.27198155888343e-11,9.3978515296501e-08
constant,0.4,327,2,advective,Aio,1.35014075517101e-20,2.22084465140723e-07
constant,0.4,327,2,advective,Amda,1.1242027161896e-18,1.66535423060376e-07
constant,0.4,327,2,split,Ag_q,1.99977370915829e-23,2.76940108781364e-13
constant,0.4,327,2,split,Ag_0,2.59368008903709e-20,6.01327810017366e-11
constant,0.4,327,2,split,Aw_p,2.27198156179973e-11,1.83074173227279e-07
constant,0.4,327,2,split,Aw_m,2.27198155656178e-11,9.3978515296501e-08
constant,0.4,327,2,split,Aio,1.35536831712359e-20,2.22084465140723e-07
constant,0.4,327,2,split,Amda,1.11998840396673e-18,1.66535423060376e-07
constant,0.4,327,2,compatible,Ag_q,1.99977396903363e-23,2.76940108781364e-13
constant,0.4,327,2,compatible,Ag_0,2.59367820775939e-20,6.01327810017366e-11
constant,0.4,327,2,compatible,Aw_p,2.27198156180053e-11,1.83074173227279e-07
constant,0.4,327,2,compatible,Aw_m,2.27198155656256e-11,9.3978515296501e-08
constant,0.4,327,2,compatible,Aio,1.35455786434812e-20,2.22084465140723e-07
constant,0.4,327,2,compatible,Amda,1.12002669903731e-18,1.66535423060376e-07
constant,0.4,327,3,divergence,Ag_q,8.21780213844864e-25,1.28198359571519e-13
constant,0.4,327,3,divergence,Ag_0,1.52188468003539e-20,2.78360686533207e-11
constant,0.4,327,3,divergence,Aw_p,1.12353834515169e-11,8.47468746925264e-08
constant,0.4,327,3,divergence,Aw_m,1.12353834515131e-11,4.35035992645272e-08
constant,0.4,327,3,divergence,Aio,1.36003098633057e-20,2.22084465140723e-07
constant,0.4,327,3,divergence,Amda,1.10726006640285e-18,1.66535423060376e-07
constant,0.4,327,3,advective,Ag_q,8.21162203041895e-25,1.28198359571519e-13
constant,0.4,327,3,advective,Ag_0,1.52870721343279e-20,2.78360686533207e-11
constant,0.4,327,3,advective,Aw_p,1.12353834515164e-11,8.47468746925264e-08
constant,0.4,327,3,advective,Aw_m,1.12353834515132e-11,4.35035992645272e-08
constant,0.4,327,3,advective,Aio,1.34894249057505e-20,2.22084465140723e-07
constant,0.4,327,3,advective,Amda,1.12424100481623e-18,1.66535423060376e-07
constant,0.4,327,3,split,Ag_q,8.21432852132893e-25,1.28198359571519e-13
constant,0.4,327,3,split,Ag_0,1.52517579123218e-20,2.78360686533207e-11
constant,0.4,327,3,split,Aw_p,1.12353834515166e-11,8.47468746925264e-08
constant,0.4,327,3,split,Aw_m,1.1235383451513e-11,4.35035992645272e-08
constant,0.4,327,3,split,Aio,1.35522352621782e-20,2.22084465140723e-07
constant,0.4,327,3,split,Amda,1.11575738580209e-18,1.66535423060376e-07
constant,0.4,327,3,compatible,Ag_q,8.21424821881772e-25,1.28198359571519e-13
constant,0.4,327,3,compatible,Ag_0,1.52517562792002e-20,2.78360686533207e-11
constant,0.4,327,3,compatible,Aw_p,1.12353834515208e-11,8.47468746925264e-08
constant,0.4,327,3,compatible,Aw_m,1.12353834515176e-11,4.35035992645272e-08
constant,0.4,327,3,compatible,Aio,1.35377251844624e-20,2.22084465140723e-07
constant,0.4,327,3,compatible,Amda,1.11576687217245e-18,1.66535423060376e-07
constant,0.4,327,4,divergence,Ag_q,8.17281157744068e-25,1.28198359571519e-13
constant,0.4,327,4,divergence,Ag_0,1.5360970742273e-20,2.78360686533207e-11
constant,0.4,327,4,divergence,Aw_p,1.23913828078777e-11,8.47468746925264e-08
constant,0.4,327,4,divergence,Aw_m,1.23913828078801e-11,4.35035992645272e-08
constant,0.4,327,4,divergence,Aio,1.43709673368345e-20,2.22084465140723e-07
constant,0.4,327,4,divergence,Amda,1.14322646859283e-18,1.66535423060376e-07
constant,0.4,327,4,advective,Ag_q,8.22876620022109e-25,1.28198359571519e-13
constant,0.4,327,4,advective,Ag_0,1.53424839679904e-20,2.78360686533207e-11
constant,0.4,327,4,advective,Aw_p,1.23913828078734e-11,8.47468746925264e-08
constant,0.4,327,4,advective,Aw_m,1.2391382807875e-11,4.35035992645272e-08
constant,0.4,327,4,advective,Aio,1.42590347413457e-20,2.22084465140723e-07
constant,0.4,327,4,advective,Amda,1.12436532841863e-18,1.66535423060376e-07
constant,0.4,327,4,split,Ag_q,8.20072289429436e-25,1.28198359571519e-13
constant,0.4,327,4,split,Ag_0,1.53434604555972e-20,2.78360686533207e-11
constant,0.4,327,4,split,Aw_p,1.23913828078757e-11,8.47468746925264e-08
constant,0.4,327,4,split,Aw_m,1.23913828078778e-11,4.35035992645272e-08
constant,0.4,327,4,split,Aio,1.42944811005911e-20,2.22084465140723e-07
constant,0.4,327,4,split,Amda,1.13378180850901e-18,1.66535423060376e-07
constant,0.4,327,4,compatible,Ag_q,8.20081334003507e-25,1.28198359571519e-13
constant,0.4,327,4,compatible,Ag_0,1.53434565656679e-20,2.78360686533207e-11
constant,0.4,327,4,compatible,Aw_p,1.23913828078762e-11,8.47468746925264e-08
constant,0.4,327,4,compatible,Aw_m,1.23913828078778e-11,4.35035992645272e-08
constant,0.4,327,4,compatible,Aio,1.43527423901821e-20,2.22084465140723e-07
constant,0.4,327,4,compatible,Amda,1.13382510473615e-18,1.66535423060376e-07
constant,0.4,327,5,divergence,Ag_q,4.07842652110235e-25,6.19256908931445e-14
constant,0.4,327,5,divergence,Ag_0,4.27455241780079e-20,1.34460985996021e-11
constant,0.4,327,5,divergence,Aw_p,2.34021133119699e-12,4.09366296523135e-08
constant,0.4,327,5,divergence,Aw_m,2.34021133119712e-12,2.10142349138586e-08
constant,0.4,327,5,divergence,Aio,1.26498534449028e-20,2.22084465140723e-07
constant,0.4,327,5,divergence,Amda,1.08060525790675e-18,1.66535423060376e-07
constant,0.4,327,5,advective,Ag_q,4.02974020166831e-25,6.19256908931445e-14
constant,0.4,327,5,advective,Ag_0,4.50922390182728e-20,1.34460985996021e-11
constant,0.4,327,5,advective,Aw_p,2.34021133119634e-12,4.09366296523135e-08
constant,0.4,327,5,advective,Aw_m,2.34021133119637e-12,2.10142349138586e-08
constant,0.4,327,5,advective,Aio,1.25915266239136e-20,2.22084465140723e-07
constant,0.4,327,5,advective,Amda,1.12474576683202e-18,1.66535423060376e-07
constant,0.4,327,5,split,Ag_q,4.04713288656235e-25,6.19256908931445e-14
constant,0.4,327,5,split,Ag_0,4.36424445355023e-20,1.34460985996021e-11
constant,0.4,327,5,split,Aw_p,2.34021133119647e-12,4.09366296523135e-08
constant,0.4,327,5,split,Aw_m,2.34021133119657e-12,2.10142349138586e-08
constant,0.4,327,5,split,Aio,1.261247068166e-20,2.22084465140723e-07
constant,0.4,327,5,split,Amda,1.10256655544768e-18,1.66535423060376e-07
constant,0.4,327,5,compatible,Ag_q,4.04703020837604e-25,6.19256908931445e-14
constant,0.4,327,5,compatible,Ag_0,4.36424459736674e-20,1.34460985996021e-11
constant,0.4,327,5,compatible,Aw_p,2.34021133119709e-12,4.09366296523135e-08
constant,0.4,327,5,compatible,Aw_m,2.34021133119719e-12,2.10142349138586e-08
constant,0.4,327,5,compatible,Aio,1.25521283062813e-20,2.22084465140723e-07
constant,0.4,327,5,compatible,Amda,1.10265737721488e-18,1.66535423060376e-07
constant,0.4,327,6,divergence,Ag_q,4.08535257356346e-25,6.19256908931445e-14
constant,0.4,327,6,divergence,Ag_0,4.9213075955289e-20,1.34460985996021e-11
constant,0.4,327,6,divergence,Aw_p,2.36099560994536e-12,4.09366296523135e-08
constant,0.4,327,6,divergence,Aw_m,2.3609956099455e-12,2.10142349138586e-08
constant,0.4,327,6,divergence,Aio,1.26787422956327e-20,2.22084465140723e-07
constant,0.4,327,6,divergence,Amda,1.09102311654888e-18,1.66535423060376e-07
constant,0.4,327,6,advective,Ag_q,4.02961940190712e-25,6.19256908931445e-14
constant,0.4,327,6,advective,Ag_0,4.50924032649068e-20,1.34460985996021e-11
constant,0.4,327,6,advective,Aw_p,2.36099560994498e-12,4.09366296523135e-08
constant,0.4,327,6,advective,Aw_m,2.36099560994514e-12,2.10142349138586e-08
constant,0.4,327,6,advective,Aio,1.25860985551856e-20,2.22084465140723e-07
constant,0.4,327,6,advective,Amda,1.12473382765457e-18,1.66535423060376e-07
constant,0.4,327,6,split,Ag_q,4.05140337856159e-25,6.19256908931445e-14
constant,0.4,327,6,split,Ag_0,4.69182985160067e-20,1.34460985996021e-11
constant,0.4,327,6,split,Aw_p,2.36099560994474e-12,4.09366296523135e-08
constant,0.4,327,6,split,Aw_m,2.36099560994491e-12,2.10142349138586e-08
constant,0.4,327,6,split,Aio,1.2638190246108e-20,2.22084465140723e-07
constant,0.4,327,6,split,Amda,1.10786178360133e-18,1.66535423060376e-07
constant,0.4,327,6,compatible,Ag_q,4.05117629982455e-25,6.19256908931445e-14
constant,0.4,327,6,compatible,Ag_0,4.69183001234584e-20,1.34460985996021e-11
constant,0.4,327,6,compatible,Aw_p,2.36099560994538e-12,4.09366296523135e-08
constant,0.4,327,6,compatible,Aw_m,2.36099560994555e-12,2.10142349138586e-08
constant,0.4,327,6,compatible,Aio,1.25659946552967e-20,2.22084465140723e-07
constant,0.4,327,6,compatible,Amda,1.10792254996844e-18,1.66535423060376e-07
constant,0.4,327,7,divergence,Ag_q,0,6.19256908931445e-14
constant,0.4,327,7,divergence,Ag_0,0,1.34460985996021e-11
constant,0.4,327,7,divergence,Aw_p,0,4.09366296523135e-08
constant,0.4,327,7,divergence,Aw_m,0,2.10142349138586e-08
constant,0.4,327,7,divergence,Aio,0,2.22084465140723e-07
constant,0.4,327,7,divergence,Amda,0,1.66535423060376e-07
constant,0.4,327,7,advective,Ag_q,3.94156023191016e-25,6.19256908931445e-14
constant,0.4,327,7,advective,Ag_0,4.50527843851289e-20,1.34460985996021e-11
constant,0.4,327,7,advective,Aw_p,1.19491626555488e-22,4.09366296523135e-08
constant,0.4,327,7,advective,Aw_m,1.33747673912519e-22,2.10142349138586e-08
constant,0.4,327,7,advective,Aio,1.39463013806622e-21,2.22084465140723e-07
constant,0.4,327,7,advective,Amda,1.12516059319788e-18,1.66535423060376e-07
constant,0.4,327,7,split,Ag_q,1.97100793295785e-25,6.19256908931445e-14
constant,0.4,327,7,split,Ag_0,2.25263807353806e-20,1.34460985996021e-11
constant,0.4,327,7,split,Aw_p,5.56935423151076e-23,4.09366296523135e-08
constant,0.4,327,7,split,Aw_m,4.99558956669144e-23,2.10142349138586e-08
constant,0.4,327,7,split,Aio,6.61889253612118e-22,2.22084465140723e-07
constant,0.4,327,7,split,Amda,5.6270716639256e-19,1.66535423060376e-07
constant,0.4,327,7,compatible,Ag_q,1.97121373836048e-25,6.19256908931445e-14
constant,0.4,327,7,compatible,Ag_0,2.25263811292309e-20,1.34460985996021e-11
constant,0.4,327,7,compatible,Aw_p,9.42499833204676e-23,4.09366296523135e-08
constant,0.4,327,7,compatible,Aw_m,9.40168394707913e-23,2.10142349138586e-08
constant,0.4,327,7,compatible,Aio,5.55045892099832e-22,2.22084465140723e-07
constant,0.4,327,7,compatible,Amda,5.6252512984561e-19,1.66535423060376e-07
constant,0.4,901,1,divergence,Ag_q,1.00461775337193e-23,1.00913177695855e-13
constant,0.4,901,1,divergence,Ag_0,3.45335920991398e-19,3.69429233353202e-11
constant,0.4,901,1,divergence,Aw_p,1.38923133568416e-10,4.3497770655188e-08
constant,0.4,901,1,divergence,Aw_m,1.38923133435008e-10,2.60870719621818e-08
constant,0.4,901,1,divergence,Aio,2.09273582172683e-18,1.31216659095148e-08
constant,0.4,901,1,divergence,Amda,1.85132947677309e-18,1.48391046124799e-08
constant,0.4,901,1,advective,Ag_q,1.0389383344241e-23,1.00913177695855e-13
constant,0.4,901,1,advective,Ag_0,3.53312408503833e-19,3.69429233353202e-11
constant,0.4,901,1,advective,Aw_p,1.38923133795159e-10,4.3497770655188e-08
constant,0.4,901,1,advective,Aw_m,1.38923133661776e-10,2.60870719621818e-08
constant,0.4,901,1,advective,Aio,2.08732960112869e-18,1.31216659095148e-08
constant,0.4,901,1,advective,Amda,6.36815601168446e-20,1.48391046124799e-08
constant,0.4,901,1,split,Ag_q,9.93957654492634e-24,1.00913177695855e-13
constant,0.4,901,1,split,Ag_0,3.49296708122731e-19,3.69429233353202e-11
constant,0.4,901,1,split,Aw_p,1.38923133681788e-10,4.3497770655188e-08
constant,0.4,901,1,split,Aw_m,1.38923133548392e-10,2.60870719621818e-08
constant,0.4,901,1,split,Aio,2.09002796849163e-18,1.31216659095148e-08
constant,0.4,901,1,split,Amda,9.5510971626408e-19,1.48391046124799e-08
constant,0.4,901,1,compatible,Ag_q,1.00676770478951e-23,1.00913177695855e-13
constant,0.4,901,1,compatible,Ag_0,4.25602705715326e-19,3.69429233353202e-11
constant,0.4,901,1,compatible,Aw_p,1.38923133644787e-10,4.3497770655188e-08
constant,0.4,901,1,compatible,Aw_m,1.38923133559073e-10,2.60870719621818e-08
constant,0.4,901,1,compatible,Aio,1.05593011847431e-20,1.31216659095148e-08
constant,0.4,901,1,compatible,Amda,9.55249528666554e-19,1.48391046124799e-08
constant,0.4,901,2,divergence,Ag_q,1.00270059358482e-23,1.00913177695855e-13
constant,0.4,901,2,divergence,Ag_0,1.00253476443061e-20,3.69429233353202e-11
constant,0.4,901,2,divergence,Aw_p,2.01685658006492e-11,4.3497770655188e-08
constant,0.4,901,2,divergence,Aw_m,2.01685657843104e-11,2.60870719621818e-08
constant,0.4,901,2,divergence,Aio,2.11998303719619e-21,1.31216659095148e-08
constant,0.4,901,2,divergence,Amda,6.31029571597865e-20,1.48391046124799e-08
constant,0.4,901,2,advective,Ag_q,1.03890664608665e-23,1.00913177695855e-13
constant,0.4,901,2,advective,Ag_0,1.03887121411504e-20,3.69429233353202e-11
constant,0.4,901,2,advective,Aw_p,2.01685673643192e-11,4.3497770655188e-08
constant,0.4,901,2,advective,Aw_m,2.01685673479018e-11,2.60870719621818e-08
constant,0.4,901,2,advective,Aio,2.11463502103346e-21,1.31216659095148e-08
constant,0.4,901,2,advective,Amda,6.39369096998716e-20,1.48391046124799e-08
constant,0.4,901,2,split,Ag_q,9.93605374567811e-24,1.00913177695855e-13
constant,0.4,901,2,split,Ag_0,1.01935506428007e-20,3.69429233353202e-11
constant,0.4,901,2,split,Aw_p,2.01685665824924e-11,4.3497770655188e-08
constant,0.4,901,2,split,Aw_m,2.01685665661137e-11,2.60870719621818e-08
constant,0.4,901,2,split,Aio,2.11537978116083e-21,1.31216659095148e-08
constant,0.4,901,2,split,Amda,6.35172944964949e-20,1.48391046124799e-08
constant,0.4,901,2,compatible,Ag_q,9.93605752783117e-24,1.00913177695855e-13
constant,0.4,901,2,compatible,Ag_0,1.01935530363417e-20,3.69429233353202e-11
constant,0.4,901,2,compatible,Aw_p,2.01685665824862e-11,4.3497770655188e-08
constant,0.4,901,2,compatible,Aw_m,2.01685665661082e-11,2.60870719621818e-08
constant,0.4,901,2,compatible,Aio,2.11314554495145e-21,1.31216659095148e-08
constant,0.4,901,2,compatible,Amda,6.35152023077542e-20,1.48391046124799e-08
constant,0.4,901,3,divergence,Ag_q,1.20336137087323e-25,4.67137241213756e-14
constant,0.4,901,3,divergence,Ag_0,8.01680449351709e-21,1.71012504841011e-11
constant,0.4,901,3,divergence,Aw_p,1.13930802100856e-11,2.01355553190988e-08
constant,0.4,901,3,divergence,Aw_m,1.13930802100859e-11,1.20759680087687e-08
constant,0.4,901,3,divergence,Aio,2.08117274995235e-21,1.31216659095148e-08
constant,0.4,901,3,divergence,Amda,5.39939621477855e-20,1.48391046124799e-08
constant,0.4,901,3,advective,Ag_q,1.22393091016742e-25,4.67137241213756e-14
constant,0.4,901,3,advective,Ag_0,8.03272264747053e-21,1.71012504841011e-11
constant,0.4,901,3,advective,Aw_p,1.13930802100881e-11,2.01355553190988e-08
constant,0.4,901,3,advective,Aw_m,1.13930802100891e-11,1.20759680087687e-08
constant,0.4,901,3,advective,Aio,2.10252557845286e-21,1.31216659095148e-08
constant,0.4,901,3,advective,Amda,6.39013282416544e-20,1.48391046124799e-08
constant,0.4,901,3,split,Ag_q,1.21347029702879e-25,4.67137241213756e-14
constant,0.4,901,3,split,Ag_0,8.02306532196451e-21,1.71012504841011e-11
constant,0.4,901,3,split,Aw_p,1.13930802100872e-11,2.01355553190988e-08
constant,0.4,901,3,split,Aw_m,1.13930802100876e-11,1.20759680087687e-08
constant,0.4,901,3,split,Aio,2.09109100473415e-21,1.31216659095148e-08
constant,0.4,901,3,split,Amda,5.89399312906617e-20,1.48391046124799e-08
constant,0.4,901,3,compatible,Ag_q,1.21353270879441e-25,4.67137241213756e-14
constant,0.4,901,3,compatible,Ag_0,8.0230640406131e-21,1.71012504841011e-11
constant,0.4,901,3,compatible,Aw_p,1.1393080210086e-11,2.01355553190988e-08
constant,0.4,901,3,compatible,Aw_m,1.13930802100865e-11,1.20759680087687e-08
constant,0.4,901,3,compatible,Aio,2.08987891721212e-21,1.31216659095148e-08
constant,0.4,901,3,compatible,Amda,5.89389037083156e-20,1.48391046124799e-08
constant,0.4,901,4,divergence,Ag_q,1.230576751038e-25,4.67137241213756e-14
constant,0.4,901,4,divergence,Ag_0,8.26666211150703e-21,1.71012504841011e-11
constant,0.4,901,4,divergence,Aw_p,1.25550855424406e-11,2.01355553190988e-08
constant,0.4,901,4,divergence,Aw_m,1.25550855424405e-11,1.20759680087687e-08
constant,0.4,901,4,divergence,Aio,2.279716246141e-21,1.31216659095148e-08
constant,0.4,901,4,divergence,Amda,1.30172695776236e-20,1.48391046124799e-08
constant,0.4,901,4,advective,Ag_q,1.23037087615357e-25,4.67137241213756e-14
constant,0.4,901,4,advective,Ag_0,8.03484170095718e-21,1.71012504841011e-11
constant,0.4,901,4,advective,Aw_p,1.25550855424382e-11,2.01355553190988e-08
constant,0.4,901,4,advective,Aw_m,1.25550855424379e-11,1.20759680087687e-08
constant,0.4,901,4,advective,Aio,2.28433545429433e-21,1.31216659095148e-08
constant,0.4,901,4,advective,Amda,6.38699226392579e-20,1.48391046124799e-08
constant,0.4,901,4,split,Ag_q,1.22918711294596e-25,4.67137241213756e-14
constant,0.4,901,4,split,Ag_0,8.12608384670936e-21,1.71012504841011e-11
constant,0.4,901,4,split,Aw_p,1.25550855424408e-11,2.01355553190988e-08
constant,0.4,901,4,split,Aw_m,1.25550855424408e-11,1.20759680087687e-08
constant,0.4,901,4,split,Aio,2.27957696485427e-21,1.31216659095148e-08
constant,0.4,901,4,split,Amda,3.77638349876354e-20,1.48391046124799e-08
constant,0.4,901,4,compatible,Ag_q,1.22920449623513e-25,4.67137241213756e-14
constant,0.4,901,4,compatible,Ag_0,8.1260863408682e-21,1.71012504841011e-11
constant,0.4,901,4,compatible,Aw_p,1.255508554244e-11,2.01355553190988e-08
constant,0.4,901,4,compatible,Aw_m,1.255508554244e-11,1.20759680087687e-08
constant,0.4,901,4,compatible,Aio,2.27558657813052e-21,1.31216659095148e-08
constant,0.4,901,4,compatible,Amda,3.77568819513821e-20,1.48391046124799e-08
constant,0.4,901,5,divergence,Ag_q,7.56026132070762e-26,2.2564872515347e-14
constant,0.4,901,5,divergence,Ag_0,3.75720542916117e-20,8.26068878653547e-12
constant,0.4,901,5,divergence,Aw_p,2.37724157717845e-12,9.72639731966695e-09
constant,0.4,901,5,divergence,Aw_m,2.3772415771784e-12,5.83324681454778e-09
constant,0.4,901,5,divergence,Aio,1.96691092874357e-21,1.31216659095148e-08
constant,0.4,901,5,divergence,Amda,2.67547666686433e-20,1.48391046124799e-08
constant,0.4,901,5,advective,Ag_q,8.04714878810766e-26,2.2564872515347e-14
constant,0.4,901,5,advective,Ag_0,3.8641512670995e-20,8.26068878653547e-12
constant,0.4,901,5,advective,Aw_p,2.37724157717815e-12,9.72639731966695e-09
constant,0.4,901,5,advective,Aw_m,2.37724157717807e-12,5.83324681454778e-09
constant,0.4,901,5,advective,Aio,1.99032337987957e-21,1.31216659095148e-08
constant,0.4,901,5,advective,Amda,6.38688660453012e-20,1.48391046124799e-08
constant,0.4,901,5,split,Ag_q,7.68198598733768e-26,2.2564872515347e-14
constant,0.4,901,5,split,Ag_0,3.78376797903454e-20,8.26068878653547e-12
constant,0.4,901,5,split,Aw_p,2.37724157717826e-12,9.72639731966695e-09
constant,0.4,901,5,split,Aw_m,2.37724157717823e-12,5.83324681454778e-09
constant,0.4,901,5,split,Aio,1.98063401303915e-21,1.31216659095148e-08
constant,0.4,901,5,split,Amda,4.52586367288202e-20,1.48391046124799e-08
constant,0.4,901,5,compatible,Ag_q,7.68216220151983e-26,2.2564872515347e-14
constant,0.4,901,5,compatible,Ag_0,3.78376773446112e-20,8.26068878653547e-12
constant,0.4,901,5,compatible,Aw_p,2.37724157717803e-12,9.72639731966695e-09
constant,0.4,901,5,compatible,Aw_m,2.37724157717796e-12,5.83324681454778e-09
constant,0.4,901,5,compatible,Aio,1.97660524755818e-21,1.31216659095148e-08
constant,0.4,901,5,compatible,Amda,4.52589519113317e-20,1.48391046124799e-08
constant,0.4,901,6,divergence,Ag_q,7.61702977318691e-26,2.2564872515347e-14
constant,0.4,901,6,divergence,Ag_0,3.93581449603254e-20,8.26068878653547e-12
constant,0.4,901,6,divergence,Aw_p,2.40478596155552e-12,9.72639731966695e-09
constant,0.4,901,6,divergence,Aw_m,2.40478596155552e-12,5.83324681454778e-09
constant,0.4,901,6,divergence,Aio,1.94723844252824e-21,1.31216659095148e-08
constant,0.4,901,6,divergence,Amda,3.04326485691638e-20,1.48391046124799e-08
constant,0.4,901,6,advective,Ag_q,8.0493371089716e-26,2.2564872515347e-14
constant,0.4,901,6,advective,Ag_0,3.86416857240077e-20,8.26068878653547e-12
constant,0.4,901,6,advective,Aw_p,2.40478596155466e-12,9.72639731966695e-09
constant,0.4,901,6,advective,Aw_m,2.40478596155466e-12,5.83324681454778e-09
constant,0.4,901,6,advective,Aio,1.97841752854334e-21,1.31216659095148e-08
constant,0.4,901,6,advective,Amda,6.38416605200044e-20,1.48391046124799e-08
constant,0.4,901,6,split,Ag_q,7.68413321555594e-26,2.2564872515347e-14
constant,0.4,901,6,split,Ag_0,3.87307654987619e-20,8.26068878653547e-12
constant,0.4,901,6,split,Aw_p,2.40478596155514e-12,9.72639731966695e-09
constant,0.4,901,6,split,Aw_m,2.40478596155511e-12,5.83324681454778e-09
constant,0.4,901,6,split,Aio,1.96413673165641e-21,1.31216659095148e-08
constant,0.4,901,6,split,Amda,4.71103971586028e-20,1.48391046124799e-08
constant,0.4,901,6,compatible,Ag_q,7.6839158194887e-26,2.2564872515347e-14
constant,0.4,901,6,compatible,Ag_0,3.87307659332636e-20,8.26068878653547e-12
constant,0.4,901,6,compatible,Aw_p,2.40478596155497e-12,9.72639731966695e-09
constant,0.4,901,6,compatible,Aw_m,2.40478596155489e-12,5.83324681454778e-09
constant,0.4,901,6,compatible,Aio,1.95805414651121e-21,1.31216659095148e-08
constant,0.4,901,6,compatible,Amda,4.71083433004498e-20,1.48391046124799e-08
constant,0.4,901,7,divergence,Ag_q,0,2.2564872515347e-14
constant,0.4,901,7,divergence,Ag_0,0,8.26068878653547e-12
constant,0.4,901,7,divergence,Aw_p,0,9.72639731966695e-09
constant,0.4,901,7,divergence,Aw_m,0,5.83324681454778e-09
constant,0.4,901,7,divergence,Aio,0,1.31216659095148e-08
constant,0.4,901,7,divergence,Amda,0,1.48391046124799e-08
constant,0.4,901,7,advective,Ag_q,7.83904508514472e-26,2.2564872515347e-14
constant,0.4,901,7,advective,Ag_0,3.8641960363197e-20,8.26068878653547e-12
constant,0.4,901,7,advective,Aw_p,6.71964386806895e-23,9.72639731966695e-09
constant,0.4,901,7,advective,Aw_m,6.53086865063983e-23,5.83324681454778e-09
constant,0.4,901,7,advective,Aio,1.97714046152112e-22,1.31216659095148e-08
constant,0.4,901,7,advective,Amda,6.38092334324546e-20,1.48391046124799e-08
constant,0.4,901,7,split,Ag_q,3.91939796145732e-26,2.2564872515347e-14
constant,0.4,901,7,split,Ag_0,1.93209733695434e-20,8.26068878653547e-12
constant,0.4,901,7,split,Aw_p,3.56337227266845e-23,9.72639731966695e-09
constant,0.4,901,7,split,Aw_m,3.58721751838759e-23,5.83324681454778e-09
constant,0.4,901,7,split,Aio,1.02866342908704e-22,1.31216659095148e-08
constant,0.4,901,7,split,Amda,3.1905135979667e-20,1.48391046124799e-08
