profile,amplitude,time,config,form,field,rmsError,maxError,referenceRMS
constant,0.4,327,7,compatible,u,4.7468998168354e-14,1.03680827880701e-13,4.70178739572452e-07
constant,0.4,327,7,compatible,v,3.19198135910517e-14,7.91715177615368e-14,1.1686376438541e-07
constant,0.4,327,7,compatible,w,3.21011221617953e-16,7.50675197167423e-16,4.43325108419975e-06
constant,0.4,327,7,compatible,eta,9.82037747469495e-13,2.32456427171009e-12,3.49419310207981e-06
constant,0.4,901,1,divergence,u,1.07352730316747e-14,1.45402030950115e-14,4.36220787350466e-07
constant,0.4,901,1,divergence,v,3.4073370672476e-15,5.33946903876838e-15,1.11783961654442e-07
constant,0.4,901,1,divergence,w,5.61998636107383e-15,1.0125059348887e-14,1.02859327811493e-05
constant,0.4,901,1,divergence,eta,2.50772477346477e-17,1.01882393445168e-16,6.95060541570671e-07
constant,0.4,901,1,advective,u,6.38029119247531e-18,2.73992923821901e-17,4.36220787350466e-07
constant,0.4,901,1,advective,v,2.14367218896258e-18,1.13926725499091e-17,1.11783961654442e-07
constant,0.4,901,1,advective,w,1.53798626620553e-16,1.35737196557113e-15,1.02859327811493e-05
constant,0.4,901,1,advective,eta,5.57369170802171e-18,5.46126610324578e-17,6.95060541570671e-07
constant,0.4,901,1,split,u,5.36801337603616e-15,7.27301939072061e-15,4.36220787350466e-07
constant,0.4,901,1,split,v,1.70379442711101e-15,2.67205685873243e-15,1.11783961654442e-07
constant,0.4,901,1,split,w,2.81332101043586e-15,5.3669424531509e-15,1.02859327811493e-05
constant,0.4,901,1,split,eta,1.40764667462961e-17,6.76500201030286e-17,6.95060541570671e-07
constant,0.4,901,1,compatible,u,7.03949157295088e-13,1.54717529696258e-12,4.36220787350466e-07
constant,0.4,901,1,compatible,v,6.11272903651551e-13,1.49743112564141e-12,1.11783961654442e-07
constant,0.4,901,1,compatible,w,5.55629060907372e-15,1.50699085621378e-14,1.02859327811493e-05
constant,0.4,901,1,compatible,eta,2.24929745216818e-11,6.53662286393372e-11,6.95060541570671e-07
constant,0.4,901,2,divergence,u,1.07251894660606e-14,1.45405406111712e-14,4.36204870653508e-07
constant,0.4,901,2,divergence,v,3.39649863069694e-15,5.33950667879497e-15,1.11779029384903e-07
constant,0.4,901,2,divergence,w,5.58550472604162e-15,1.01542279011901e-14,7.38269220758679e-06
constant,0.4,901,2,divergence,eta,3.0051072597087e-18,5.33944158960693e-17,7.0538042069492e-07
constant,0.4,901,2,advective,u,6.19902994153435e-18,2.8121811486198e-17,4.36204870653508e-07
constant,0.4,901,2,advective,v,2.05461328132892e-18,1.17688213529391e-17,1.11779029384903e-07
constant,0.4,901,2,advective,w,1.13885497552214e-16,1.39208203902574e-15,7.38269220758679e-06
constant,0.4,901,2,advective,eta,3.05833512470373e-18,5.46126610324578e-17,7.0538042069492e-07
constant,0.4,901,2,split,u,5.36297321787129e-15,7.27331709633179e-15,4.36204870653508e-07
constant,0.4,901,2,split,v,1.6983726721794e-15,2.67209354584696e-15,1.11779029384903e-07
constant,0.4,901,2,split,w,2.79474972177112e-15,5.39611099221911e-15,7.38269220758679e-06
constant,0.4,901,2,split,eta,3.0312816268351e-18,5.40030090686715e-17,7.0538042069492e-07
constant,0.4,901,2,compatible,u,1.61467594605975e-13,3.53346631091203e-13,4.36204870653508e-07
constant,0.4,901,2,compatible,v,1.37318040441797e-13,3.333870769002e-13,1.11779029384903e-07
constant,0.4,901,2,compatible,w,3.00136737184815e-15,6.62739003668066e-15,7.38269220758679e-06
constant,0.4,901,2,compatible,eta,5.06207585966132e-12,1.44046628506612e-11,7.0538042069492e-07
constant,0.4,901,3,divergence,u,1.78935588093658e-18,2.34756240122713e-17,4.36204870653575e-07
constant,0.4,901,3,divergence,v,6.89680954559676e-19,8.59231545183742e-18,1.11779029384907e-07
constant,0.4,901,3,divergence,w,1.14615761879517e-16,1.46354604996691e-15,7.38272334271644e-06
constant,0.4,901,3,divergence,eta,4.49214985949881e-18,9.85872367570019e-17,7.05380420694948e-07
constant,0.4,901,3,advective,u,1.79343819293371e-18,2.35421160986308e-17,4.36204870653575e-07
constant,0.4,901,3,advective,v,6.89989590822011e-19,8.59310954522547e-18,1.11779029384907e-07
constant,0.4,901,3,advective,w,1.14615679068577e-16,1.46354604996691e-15,7.38272334271644e-06
constant,0.4,901,3,advective,eta,4.54580117183178e-18,1.00667761433695e-16,7.05380420694948e-07
constant,0.4,901,3,split,u,1.79139553044172e-18,2.35088700554511e-17,4.36204870653575e-07
constant,0.4,901,3,split,v,6.89834273783219e-19,8.59271249853145e-18,1.11779029384907e-07
constant,0.4,901,3,split,w,1.14615725525736e-16,1.46354604996691e-15,7.38272334271644e-06
constant,0.4,901,3,split,eta,4.51869358768345e-18,9.9627604974467e-17,7.05380420694948e-07
constant,0.4,901,3,compatible,u,1.61378507362467e-13,3.48810260168338e-13,4.36204870653575e-07
constant,0.4,901,3,compatible,v,1.37307537231515e-13,3.32309919153321e-13,1.11779029384907e-07
constant,0.4,901,3,compatible,w,1.10033251345392e-15,2.64186113670572e-15,7.38272334271644e-06
constant,0.4,901,3,compatible,eta,5.0620758597884e-12,1.44046628498142e-11,7.05380420694948e-07
constant,0.4,901,4,divergence,u,1.3920040751661e-18,2.46303416776158e-17,4.3619654476531e-07
constant,0.4,901,4,divergence,v,5.45090114004948e-19,9.23420760717857e-18,1.11776449341826e-07
constant,0.4,901,4,divergence,w,8.24067825108349e-17,1.44381330572988e-15,5.45177826254239e-06
constant,0.4,901,4,divergence,eta,3.23292592710808e-18,9.51300717827835e-17,7.10718822826883e-07
constant,0.4,901,4,advective,u,1.393089826226e-18,2.4811818486565e-17,4.3619654476531e-07
constant,0.4,901,4,advective,v,5.45093460894754e-19,9.24114268943422e-18,1.11776449341826e-07
constant,0.4,901,4,advective,w,8.24067869093598e-17,1.44381330572988e-15,5.45177826254239e-06
constant,0.4,901,4,advective,eta,3.25833539606281e-18,1.00671573081958e-16,7.10718822826883e-07
constant,0.4,901,4,split,u,1.39253132771152e-18,2.47210800820904e-17,4.3619654476531e-07
constant,0.4,901,4,split,v,5.45085272178369e-19,9.2376751483064e-18,1.11776449341826e-07
constant,0.4,901,4,split,w,8.24067914995433e-17,1.44381330572988e-15,5.45177826254239e-06
constant,0.4,901,4,split,eta,3.24348208045227e-18,9.79007165532523e-17,7.10718822826883e-07
constant,0.4,901,4,compatible,u,3.87802272027362e-14,8.31823124962754e-14,4.3619654476531e-07
constant,0.4,901,4,compatible,v,3.27612089907962e-14,7.88201686029627e-14,1.11776449341826e-07
constant,0.4,901,4,compatible,w,2.75246639234547e-16,1.44381330572988e-15,5.45177826254239e-06
constant,0.4,901,4,compatible,eta,1.20848458969981e-12,3.40592864644131e-12,7.10718822826883e-07
constant,0.4,901,5,divergence,u,6.28597854991017e-19,1.6965117021438e-17,4.36192284947125e-07
constant,0.4,901,5,divergence,v,3.19433933754345e-19,9.20785694158508e-18,1.11775129296773e-07
constant,0.4,901,5,divergence,w,5.10254842634356e-17,1.24666914011352e-15,4.86028818429804e-06
constant,0.4,901,5,divergence,eta,2.07991191153459e-18,8.03413132750868e-17,7.13434651739802e-07
constant,0.4,901,5,advective,u,6.03893577411178e-19,1.58769973215714e-17,4.36192284947125e-07
constant,0.4,901,5,advective,v,3.19500202297902e-19,9.14366772605097e-18,1.11775129296773e-07
constant,0.4,901,5,advective,w,5.10259868035808e-17,1.24666962980444e-15,4.86028818429804e-06
constant,0.4,901,5,advective,eta,2.16246904959863e-18,1.00666292360927e-16,7.13434651739802e-07
constant,0.4,901,5,split,u,6.16032162856786e-19,1.64210042319455e-17,4.36192284947125e-07
constant,0.4,901,5,split,v,3.19331667954945e-19,9.17577556870783e-18,1.11775129296773e-07
constant,0.4,901,5,split,w,5.10257338681931e-17,1.24666937834153e-15,4.86028818429804e-06
constant,0.4,901,5,split,eta,2.08564864808773e-18,8.43981775759613e-17,7.13434651739802e-07
constant,0.4,901,5,compatible,u,9.51390783622354e-15,2.08158462725379e-14,4.36192284947125e-07
constant,0.4,901,5,compatible,v,8.01262607754443e-15,1.93977096290948e-14,1.11775129296773e-07
constant,0.4,901,5,compatible,w,8.21761384772429e-17,1.24666937834153e-15,4.86028818429804e-06
constant,0.4,901,5,compatible,eta,2.95636190966414e-13,8.29251578251153e-13,7.13434651739802e-07
constant,0.4,901,6,divergence,u,6.32810398876144e-19,1.6460708901348e-17,4.36192284947125e-07
constant,0.4,901,6,divergence,v,3.21162364620375e-19,8.66715875366122e-18,1.11775129296773e-07
constant,0.4,901,6,divergence,w,4.00243600189303e-08,2.14531651678849e-06,4.86027308734236e-06
constant,0.4,901,6,divergence,eta,2.12002293236119e-18,9.84598906473381e-17,7.13434651739802e-07
constant,0.4,901,6,advective,u,6.02626197421041e-19,1.60770029762418e-17,4.36192284947125e-07
constant,0.4,901,6,advective,v,3.21918765134746e-19,8.68359648679388e-18,1.11775129296773e-07
constant,0.4,901,6,advective,w,4.00243600189303e-08,2.14531651678848e-06,4.86027308734236e-06
constant,0.4,901,6,advective,eta,2.15486622885194e-18,1.15318559450108e-16,7.13434651739802e-07
constant,0.4,901,6,split,u,6.17385111384228e-19,1.62543504995732e-17,4.36192284947125e-07
constant,0.4,901,6,split,v,3.2134728618829e-19,8.66170597906327e-18,1.11775129296773e-07
constant,0.4,901,6,split,w,4.00243600189303e-08,2.14531651678849e-06,4.86027308734236e-06
constant,0.4,901,6,split,eta,2.08528391410023e-18,1.0011389453042e-16,7.13434651739802e-07
constant,0.4,901,6,compatible,u,9.51390796541327e-15,2.10095062210653e-14,4.36192284947125e-07
constant,0.4,901,6,compatible,v,8.01262608547105e-15,1.94997550896172e-14,1.11775129296773e-07
constant,0.4,901,6,compatible,w,4.00243600189229e-08,2.14531651678249e-06,4.86027308734236e-06
constant,0.4,901,6,compatible,eta,2.9563619054866e-13,8.29254538419545e-13,7.13434651739802e-07
constant,0.4,901,7,divergence,u,1.14326115329283e-22,6.35274710440725e-22,4.3619013015943e-07
constant,0.4,901,7,divergence,v,3.06823522614262e-23,1.65436122510606e-22,1.11774461563763e-07
constant,0.4,901,7,divergence,w,1.07705056686899e-21,4.74338450462408e-20,4.49631392241508e-06
constant,0.4,901,7,divergence,eta,1.74299758923972e-22,1.6940658945086e-21,7.14804487501779e-07
constant,0.4,901,7,advective,u,1.17583627815149e-19,5.34530729276667e-18,4.3619013015943e-07
constant,0.4,901,7,advective,v,4.38145938601796e-20,2.44924870654501e-18,1.11774461563763e-07
constant,0.4,901,7,advective,w,8.72714132205941e-21,4.98055372985529e-19,4.49631392241508e-06
constant,0.4,901,7,advective,eta,1.64240509704983e-18,1.00663539503849e-16,7.14804487501779e-07
constant,0.4,901,7,split,u,5.87921237207141e-20,2.67249482770572e-18,4.3619013015943e-07
constant,0.4,901,7,split,v,2.1907391405532e-20,1.22462435327251e-18,1.11774461563763e-07
constant,0.4,901,7,split,w,4.47310001298712e-21,2.57498015965307e-19,4.49631392241508e-06
constant,0.4,901,7,split,eta,8.21202833503311e-19,5.03322065032878e-17,7.14804487501779e-07
constant,0.4,901,7,compatible,u,2.35667946272816e-15,5.14619568137207e-15,4.3619013015943e-07
constant,0.4,901,7,compatible,v,1.98195739285823e-15,4.78918651422766e-15,1.11774461563763e-07
constant,0.4,901,7,compatible,w,1.59379703412756e-17,3.83710391881506e-17,4.49631392241508e-06
constant,0.4,901,7,compatible,eta,7.31346804207327e-14,2.04663798649674e-13,7.14804487501779e-07
exponential,0.0001,327,1,divergence,u,9.522211872223e-24,2.94915333872513e-23,1.44120241646645e-13
exponential,0.0001,327,1,divergence,v,8.22852618560155e-24,3.54352153439699e-23,7.48883244170899e-14
exponential,0.0001,327,1,divergence,w,4.37772899321018e-23,3.19291716445469e-22,2.70043314194075e-09
exponential,0.0001,327,1,divergence,eta,6.02919244078012e-22,1.91879426678146e-21,2.67523822775419e-12
exponential,0.0001,327,1,advective,u,3.79420510938728e-24,3.12411132790612e-23,1.44120241646645e-13
exponential,0.0001,327,1,advective,v,1.16147511549728e-24,9.35500681170735e-24,7.48883244170899e-14
exponential,0.0001,327,1,advective,w,4.38246261985367e-23,3.20946077670575e-22,2.70043314194075e-09
exponential,0.0001,327,1,advective,eta,1.0920782952646e-22,5.1428010832214e-22,2.67523822775419e-12
exponential,0.0001,327,1,split,u,5.23263427845889e-24,1.85881882560996e-23,1.44120241646645e-13
exponential,0.0001,327,1,split,v,4.29763631411992e-24,2.23951047669514e-23,7.48883244170899e-14
exponential,0.0001,327,1,split,w,4.37942970490552e-23,3.19291716445469e-22,2.70043314194075e-09
exponential,0.0001,327,1,split,eta,3.42184092650101e-22,1.21604153046783e-21,2.67523822775419e-12
exponential,0.0001,327,1,compatible,u,5.80598556554819e-17,1.07170659991102e-16,1.44120241646645e-13
exponential,0.0001,327,1,compatible,v,4.59788031517062e-17,1.0955876302974e-16,7.48883244170899e-14
exponential,0.0001,327,1,compatible,w,6.72544452924354e-19,1.78185944489856e-18,2.70043314194075e-09
exponential,0.0001,327,1,compatible,eta,2.6524093241362e-15,5.38627449001176e-15,2.67523822775419e-12
exponential,0.0001,327,2,divergence,u,2.66581910013121e-24,3.06511715397007e-23,1.4364233532565e-13
exponential,0.0001,327,2,divergence,v,8.09347062031701e-25,8.98352274510792e-24,7.44661902546528e-14
exponential,0.0001,327,2,divergence,w,3.05667032304877e-23,3.11019910319938e-22,1.93821047668486e-09
exponential,0.0001,327,2,divergence,eta,7.83059746916595e-23,5.13078414417112e-22,2.71546439930219e-12
exponential,0.0001,327,2,advective,u,2.65173426963639e-24,3.04610371288807e-23,1.4364233532565e-13
exponential,0.0001,327,2,advective,v,8.14772586125914e-25,9.17806215522266e-24,7.44661902546528e-14
exponential,0.0001,327,2,advective,w,3.05666385302322e-23,3.11019910319938e-22,1.93821047668486e-09
exponential,0.0001,327,2,advective,eta,7.83844313196162e-23,5.14280259783434e-22,2.71546439930219e-12
exponential,0.0001,327,2,split,u,2.65870741424282e-24,3.05561043342907e-23,1.4364233532565e-13
exponential,0.0001,327,2,split,v,8.11916041212211e-25,9.08078613927805e-24,7.44661902546528e-14
exponential,0.0001,327,2,split,w,3.05666709059165e-23,3.11019910319938e-22,1.93821047668486e-09
exponential,0.0001,327,2,split,eta,7.83451737001282e-23,5.13679362343822e-22,2.71546439930219e-12
exponential,0.0001,327,2,compatible,u,1.33196989792961e-17,2.42110064460557e-17,1.4364233532565e-13
exponential,0.0001,327,2,compatible,v,1.05516790798773e-17,2.47592360031678e-17,7.44661902546528e-14
exponential,0.0001,327,2,compatible,w,1.54461463068094e-19,4.06085084280573e-19,1.93821047668486e-09
exponential,0.0001,327,2,compatible,eta,6.0842560662116e-16,1.21962392162331e-15,2.71546439930219e-12
exponential,0.0001,327,3,divergence,u,2.65362842655988e-24,3.20604683914344e-23,1.43642335325654e-13
exponential,0.0001,327,3,divergence,v,8.09418066807798e-25,1.00760919433954e-23,7.44661902546521e-14
exponential,0.0001,327,3,divergence,w,3.0667856792432e-23,3.55096952519059e-22,1.93821047440183e-09
exponential,0.0001,327,3,divergence,eta,7.83188559926474e-23,6.31735060004562e-22,2.71546439930218e-12
exponential,0.0001,327,3,advective,u,2.63950681233643e-24,3.18322162216741e-23,1.43642335325654e-13
exponential,0.0001,327,3,advective,v,8.15359658066643e-25,1.01988765655712e-23,7.44661902546521e-14
exponential,0.0001,327,3,advective,w,3.06677932611071e-23,3.55094073176755e-22,1.93821047440183e-09
exponential,0.0001,327,3,advective,eta,7.83981017496855e-23,6.32321619108361e-22,2.71546439930218e-12
exponential,0.0001,327,3,split,u,2.64649712629294e-24,3.19463675501032e-23,1.43642335325654e-13
exponential,0.0001,327,3,split,v,8.12245385630753e-25,1.01374842544833e-23,7.44661902546521e-14
exponential,0.0001,327,3,split,w,3.06678250253292e-23,3.55095512847907e-22,1.93821047440183e-09
exponential,0.0001,327,3,split,eta,7.83584494017622e-23,6.32028289069364e-22,2.71546439930218e-12
exponential,0.0001,327,3,compatible,u,1.33196989792853e-17,2.95809873054679e-17,1.43642335325654e-13
exponential,0.0001,327,3,compatible,v,1.05516790799335e-17,2.72405713804789e-17,7.44661902546521e-14
exponential,0.0001,327,3,compatible,w,1.54461462267803e-19,4.57970957542621e-19,1.93821047440183e-09
exponential,0.0001,327,3,compatible,eta,6.08425606622745e-16,1.49882060465007e-15,2.71546439930218e-12
exponential,0.0001,327,4,divergence,u,1.6784459062724e-24,2.86794484169806e-23,1.43391719077767e-13
exponential,0.0001,327,4,divergence,v,5.27189006510659e-25,9.32835435716356e-24,7.42444255412958e-14
exponential,0.0001,327,4,divergence,w,1.96936461451627e-23,3.25794383661905e-22,1.38102411169274e-09
exponential,0.0001,327,4,divergence,eta,5.56699267571035e-23,6.29608745387968e-22,2.73627022373891e-12
exponential,0.0001,327,4,advective,u,1.67825976303087e-24,2.85559064883357e-23,1.43391719077767e-13
exponential,0.0001,327,4,advective,v,5.28978064077834e-25,9.33211564595965e-24,7.42444255412958e-14
exponential,0.0001,327,4,advective,w,1.96936172864608e-23,3.25793916656249e-22,1.38102411169274e-09
exponential,0.0001,327,4,advective,eta,5.59404206053165e-23,6.32322023005145e-22,2.73627022373891e-12
exponential,0.0001,327,4,split,u,1.67828431082277e-24,2.86176522091092e-23,1.43391719077767e-13
exponential,0.0001,327,4,split,v,5.27957269074265e-25,9.3302350015616e-24,7.42444255412958e-14
exponential,0.0001,327,4,split,w,1.96936317184757e-23,3.25794150159077e-22,1.38102411169274e-09
exponential,0.0001,327,4,split,eta,5.58049107434438e-23,6.30965333709458e-22,2.73627022373891e-12
exponential,0.0001,327,4,compatible,u,3.20164699748107e-18,7.05945873220651e-18,1.43391719077767e-13
exponential,0.0001,327,4,compatible,v,2.53660340747401e-18,6.50253662630691e-18,7.42444255412958e-14
exponential,0.0001,327,4,compatible,w,3.71433926659036e-20,1.09273910845039e-19,1.38102411169274e-09
exponential,0.0001,327,4,compatible,eta,1.46241864520612e-16,3.58105163563624e-16,2.73627022373891e-12
exponential,0.0001,327,5,divergence,u,6.98743508576096e-25,1.72866308713574e-23,1.43263327279176e-13
exponential,0.0001,327,5,divergence,v,2.69799459965872e-25,6.48737751437138e-24,7.41307079851425e-14
exponential,0.0001,327,5,divergence,w,9.34983292200329e-24,2.03400582900034e-22,9.80309363337182e-10
exponential,0.0001,327,5,divergence,eta,4.75499795793324e-23,7.35288244120411e-22,2.74685412469195e-12
exponential,0.0001,327,5,advective,u,7.13916583699087e-25,1.77489412271403e-23,1.43263327279176e-13
exponential,0.0001,327,5,advective,v,2.6157652802361e-25,6.23011261823889e-24,7.41307079851425e-14
exponential,0.0001,327,5,advective,w,9.34982539707316e-24,2.03425200093442e-22,9.80309363337182e-10
exponential,0.0001,327,5,advective,eta,4.16186824629284e-23,6.32321625419249e-22,2.74685412469195e-12
exponential,0.0001,327,5,split,u,7.0598256207141e-25,1.75177608056999e-23,1.43263327279176e-13
exponential,0.0001,327,5,split,v,2.65367453907381e-25,6.33593357550886e-24,7.41307079851425e-14
exponential,0.0001,327,5,split,w,9.34972186021925e-24,2.03412891496738e-22,9.80309363337182e-10
exponential,0.0001,327,5,split,eta,4.45537028467435e-23,6.8380493476983e-22,2.74685412469195e-12
exponential,0.0001,327,5,compatible,u,7.85547314678599e-19,1.72593948733041e-18,1.43263327279176e-13
exponential,0.0001,327,5,compatible,v,6.22406258865516e-19,1.58974814849863e-18,7.41307079851425e-14
exponential,0.0001,327,5,compatible,w,9.11502908221998e-21,2.67200666097596e-20,9.80309363337182e-10
exponential,0.0001,327,5,compatible,eta,3.58810272101255e-17,8.75093573278282e-17,2.74685412469195e-12
exponential,0.0001,327,6,divergence,u,6.95545110008345e-25,1.75066031570564e-23,1.43263327279176e-13
exponential,0.0001,327,6,divergence,v,2.69416646920667e-25,6.63780540038798e-24,7.41307079851425e-14
exponential,0.0001,327,6,divergence,w,6.95694653554323e-12,5.89938747320459e-10,9.80307621019783e-10
exponential,0.0001,327,6,divergence,eta,4.75503904933924e-23,7.36485791772522e-22,2.74685412469195e-12
exponential,0.0001,327,6,advective,u,7.13081354719669e-25,1.80035981491202e-23,1.43263327279176e-13
exponential,0.0001,327,6,advective,v,2.61300426791138e-25,6.23474165403073e-24,7.41307079851425e-14
exponential,0.0001,327,6,advective,w,6.95694653554323e-12,5.89938747320459e-10,9.80307621019783e-10
exponential,0.0001,327,6,advective,eta,4.16186242595122e-23,6.32455801192896e-22,2.74685412469195e-12
exponential,0.0001,327,6,split,u,7.03918318271063e-25,1.7706279629386e-23,1.43263327279176e-13
exponential,0.0001,327,6,split,v,2.65034937967929e-25,6.43627352720935e-24,7.41307079851425e-14
exponential,0.0001,327,6,split,w,6.95694653554323e-12,5.89938747320459e-10,9.80307621019783e-10
exponential,0.0001,327,6,split,eta,4.45538625750949e-23,6.84402190827503e-22,2.74685412469195e-12
exponential,0.0001,327,6,compatible,u,7.85547314687101e-19,1.73745251066774e-18,1.43263327279176e-13
exponential,0.0001,327,6,compatible,v,6.2240625887658e-19,1.59454698040302e-18,7.41307079851425e-14
exponential,0.0001,327,6,compatible,w,6.95694653554323e-12,5.89938747320459e-10,9.80307621019783e-10
exponential,0.0001,327,6,compatible,eta,3.58810272108012e-17,8.78725444386591e-17,2.74685412469195e-12
exponential,0.0001,327,7,divergence,u,3.69264756930125e-29,3.02922587604869e-28,1.43198338168947e-13
exponential,0.0001,327,7,divergence,v,1.73473122744331e-29,1.26217744835362e-28,7.40731189965423e-14
exponential,0.0001,327,7,divergence,w,1.57756224008469e-25,9.92616735063633e-24,6.94530907743601e-10
exponential,0.0001,327,7,divergence,eta,6.68333067435826e-28,6.46234853557053e-27,2.7521923475566e-12
exponential,0.0001,327,7,advective,u,1.43152180975326e-25,3.51117571292803e-24,1.43198338168947e-13
exponential,0.0001,327,7,advective,v,1.10663900163425e-25,3.704872619596e-24,7.40731189965423e-14
exponential,0.0001,327,7,advective,w,1.58181985681408e-25,9.92616735063633e-24,6.94530907743601e-10
exponential,0.0001,327,7,advective,eta,3.01033951072388e-23,6.32321726393444e-22,2.7521923475566e-12
exponential,0.0001,327,7,split,u,7.15760201214008e-26,1.75558785646402e-24,1.43198338168947e-13
exponential,0.0001,327,7,split,v,5.53320333725659e-26,1.85240948852722e-24,7.40731189965423e-14
exponential,0.0001,327,7,split,w,1.58469388197135e-25,9.92616735063633e-24,6.94530907743601e-10
exponential,0.0001,327,7,split,eta,1.505169751271e-23,3.16160815865068e-22,2.7521923475566e-12
exponential,0.0001,327,7,compatible,u,1.94597483294417e-19,4.26717999927275e-19,1.43198338168947e-13
exponential,0.0001,327,7,compatible,v,1.54187554122853e-19,3.93057556552486e-19,7.40731189965423e-14
exponential,0.0001,327,7,compatible,w,2.25820500109456e-21,6.60608886588489e-21,6.94530907743601e-10
exponential,0.0001,327,7,compatible,eta,8.88847237061142e-18,2.16347598218171e-17,2.7521923475566e-12
exponential,0.0001,901,1,divergence,u,1.38673942444915e-23,6.46991686709522e-23,1.09401783244155e-13
exponential,0.0001,901,1,divergence,v,8.78932081907422e-24,3.81339400551672e-23,6.53206066889229e-14
exponential,0.0001,901,1,divergence,w,1.422555572357e-22,1.32912755115381e-21,2.41090739746036e-09
exponential,0.0001,901,1,divergence,eta,6.21262947328816e-22,1.80326365608034e-21,2.26719432702715e-12
exponential,0.0001,901,1,advective,u,5.8043604575873e-24,4.27134006722764e-23,1.09401783244155e-13
exponential,0.0001,901,1,advective,v,2.56707108170307e-24,2.04902391836706e-23,6.53206066889229e-14
exponential,0.0001,901,1,advective,w,1.422817523166e-22,1.32921649995404e-21,2.41090739746036e-09
exponential,0.0001,901,1,advective,eta,1.13854859802233e-22,4.90045569250831e-22,2.26719432702715e-12
exponential,0.0001,901,1,split,u,9.2959072445294e-24,5.37062846716143e-23,1.09401783244155e-13
exponential,0.0001,901,1,split,v,5.00472429181095e-24,2.53229904156718e-23,6.53206066889229e-14
exponential,0.0001,901,1,split,w,1.42270209144928e-22,1.3291720239762e-21,2.41090739746036e-09
exponential,0.0001,901,1,split,eta,3.5307017199926e-22,1.14665463790914e-21,2.26719432702715e-12
exponential,0.0001,901,1,compatible,u,5.95088398947829e-17,9.92363659148407e-17,1.09401783244155e-13
exponential,0.0001,901,1,compatible,v,4.71538765344167e-17,1.0772321108889e-16,6.53206066889229e-14
exponential,0.0001,901,1,compatible,w,8.27682115856477e-19,2.06760808648701e-18,2.41090739746036e-09
exponential,0.0001,901,1,compatible,eta,2.73308099933417e-15,5.07669389396772e-15,2.26719432702715e-12
exponential,0.0001,901,2,divergence,u,4.05585393370001e-24,4.16256908571651e-23,1.0929586677214e-13
exponential,0.0001,901,2,divergence,v,1.79675511300772e-24,1.99802942509868e-23,6.49350509696189e-14
exponential,0.0001,901,2,divergence,w,9.98178637283854e-23,1.29848256112816e-21,1.73040610838848e-09
exponential,0.0001,901,2,divergence,eta,8.17087093438089e-23,4.89266629060354e-22,2.30128489951258e-12
exponential,0.0001,901,2,advective,u,4.07963830725949e-24,4.17881583383171e-23,1.0929586677214e-13
exponential,0.0001,901,2,advective,v,1.80082598931133e-24,2.00185634712208e-23,6.49350509696189e-14
exponential,0.0001,901,2,advective,w,9.98179316683536e-23,1.29848246330941e-21,1.73040610838848e-09
exponential,0.0001,901,2,advective,eta,8.17271762762207e-23,4.90045468276635e-22,2.30128489951258e-12
exponential,0.0001,901,2,split,u,4.06771672299323e-24,4.17069245977411e-23,1.0929586677214e-13
exponential,0.0001,901,2,split,v,1.7987150944158e-24,1.99994414828783e-23,6.49350509696189e-14
exponential,0.0001,901,2,split,w,9.98178976960706e-23,1.29848251064106e-21,1.73040610838848e-09
exponential,0.0001,901,2,split,eta,8.17179084316985e-23,4.8965603604672e-22,2.30128489951258e-12
exponential,0.0001,901,2,compatible,u,1.36521720051008e-17,2.24186726666444e-17,1.0929586677214e-13
exponential,0.0001,901,2,compatible,v,1.08211747791514e-17,2.43419334468445e-17,6.49350509696189e-14
exponential,0.0001,901,2,compatible,w,1.89519396129491e-19,4.66333561318528e-19,1.73040610838848e-09
exponential,0.0001,901,2,compatible,eta,6.26873163103305e-16,1.1484161824911e-15,2.30128489951258e-12
exponential,0.0001,901,3,divergence,u,4.02825873485467e-24,4.1622661631289e-23,1.0929586677214e-13
exponential,0.0001,901,3,divergence,v,1.79818821179871e-24,2.01386722772062e-23,6.49350509696213e-14
exponential,0.0001,901,3,divergence,w,9.99773200747218e-23,1.29848244753219e-21,1.73040610455775e-09
exponential,0.0001,901,3,divergence,eta,8.17546972797495e-23,6.60770972576507e-22,2.30128489951257e-12
exponential,0.0001,901,3,advective,u,4.05173125666403e-24,4.1788234068964e-23,1.0929586677214e-13
exponential,0.0001,901,3,advective,v,1.80210157717157e-24,2.01386722772062e-23,6.49350509696213e-14
exponential,0.0001,901,3,advective,w,9.99773872093458e-23,1.29848246330941e-21,1.73040610455775e-09
exponential,0.0001,901,3,advective,eta,8.17728817348915e-23,6.60972390853715e-22,2.30128489951257e-12
exponential,0.0001,901,3,split,u,4.0399652610407e-24,4.17054478501265e-23,1.0929586677214e-13
exponential,0.0001,901,3,split,v,1.80006886064868e-24,2.01386975207551e-23,6.49350509696213e-14
exponential,0.0001,901,3,split,w,9.99773536317471e-23,1.29848245384308e-21,1.73040610455775e-09
exponential,0.0001,901,3,split,eta,8.17637550728964e-23,6.60871694336886e-22,2.30128489951257e-12
exponential,0.0001,901,3,compatible,u,1.36521720050282e-17,3.06733283760111e-17,1.0929586677214e-13
exponential,0.0001,901,3,compatible,v,1.08211747791337e-17,2.80921151433152e-17,6.49350509696213e-14
exponential,0.0001,901,3,compatible,w,1.89519395729624e-19,5.44882415989581e-19,1.73040610455775e-09
