deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,profile,scenario,form,config
5,160,128,0,0.95939975,0.0203609166666667,0.0306054166666667,1.011865,6.93071039230971e-12,7.08753260271967e-13,5.31579459776315e-11,2.96656557784786e-20,6.97075989188265e-13,5.47611285936692e-20,8.29593142860354e-07,2.98917927086043e-18,1.02318153949454e-12,-7.27595761418343e-12,-5.0931703299284e-11,-999.9998,-0.000199999999675877,constant,linear,compatible,4
20,160,32,0,0.62160675,0.0589607916666667,0.0798327916666667,0.761602541666667,6.05670641768816e-15,3.39498798436231e-14,5.79876752631494e-14,0,0,0,8.29593199635862e-07,2.61627301583172e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,divergence,5
10,160,64,0,1.196689125,0.0667619166666667,0.093570125,1.35829966666667,1.06816372280768e-15,2.043700176678e-14,1.11841910726549e-14,0,0,0,8.29593199635862e-07,2.61521422464765e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,divergence,5
5,160,128,0,2.37050191666667,0.0557954166666667,0.0763633333333333,2.50390333333333,3.64451730820537e-16,1.63821811895003e-14,3.28979491129897e-15,0,0,0,8.29593199635862e-07,2.63956642188121e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,divergence,5
20,160,32,0,0.589074375,0.0617597916666667,0.0889585833333333,0.740894583333333,6.05670641779178e-15,3.39498798436231e-14,5.79876752631494e-14,0,0,0,8.29593199635862e-07,2.61627301583172e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,advective,5
10,160,64,0,1.18874408333333,0.0540492916666667,0.072762375,1.31670095833333,1.0681637244855e-15,2.043700176678e-14,1.11841910726549e-14,0,0,0,8.29593199635862e-07,2.61521422464765e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,advective,5
5,160,128,0,2.351546875,0.0653737916666667,0.0815950833333333,2.499667,3.64451730413309e-16,1.63821811895003e-14,3.28979491129897e-15,0,0,0,8.29593199635862e-07,2.63956642188121e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,advective,5
20,160,32,0,0.68174975,0.0613041666666667,0.077788875,0.822072958333333,6.05670641768864e-15,3.39498798436231e-14,5.79876752631494e-14,0,0,0,8.29593199635862e-07,2.61627301583172e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,split,5
10,160,64,0,1.35088241666667,0.0635180416666667,0.0790381666666667,1.49471733333333,1.06816372441254e-15,2.043700176678e-14,1.11841910726549e-14,0,0,0,8.29593199635862e-07,2.61521422464765e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,split,5
5,160,128,0,2.90741141666667,0.0569750833333333,0.0760024166666667,3.041616875,3.64451730821222e-16,1.63821811895003e-14,3.28979491129897e-15,0,0,0,8.29593199635862e-07,2.63956642188121e-19,6.82121026329696e-13,-1.2732925824821e-11,-2.11002770811319e-10,-999.9998,-0.00019999999990903,constant,linear,split,5
