policy,tolerance,status,largestDenseQuadraticCount,largestSampledQuadraticCount,falseAcceptance,retainedCountLoss,worstMissedError,limitingInteraction
linear,0.1,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
fixed,0.1,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
targeted,0.1,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
linear,0.03,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
fixed,0.03,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
targeted,0.03,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
linear,0.01,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
fixed,0.01,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
targeted,0.01,diagnostic-linear-gate-ignored,16,16,0,0,0.000105977393104695,"wave mode 15 sign 1 [-3,0] x wave mode 16 sign 1 [-1,0] -> wave [-4,0], w*eta*dlogN2"
