policy,tolerance,status,largestDenseCount,largestJointCount,largestSampledCount,falseAcceptance,retainedCountLoss,additionalQuadraticLoss,worstMissedError,productEvaluations,candidatePlanEvaluations,densePlanEvaluations,limitingInteraction
linear,0.1,inconclusive-reference,16,4,4,NaN,NaN,NaN,0.02257703,0,0,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
fixed,0.1,inconclusive-reference,16,4,4,NaN,NaN,NaN,0.02257703,43200,213528,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
targeted,0.1,inconclusive-reference,16,4,4,NaN,NaN,NaN,0.02257703,64180,321892,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
linear,0.03,inconclusive-reference,6,4,4,NaN,NaN,NaN,0.02257703,0,0,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
fixed,0.03,inconclusive-reference,6,4,4,NaN,NaN,NaN,0.02257703,43200,213528,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
targeted,0.03,inconclusive-reference,6,4,4,NaN,NaN,NaN,0.02257703,64180,321892,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
linear,0.01,inconclusive-reference,0,0,4,NaN,NaN,NaN,0.02257703,0,0,8126480,"wave mode 3 sign 1 [-2,0] x wave mode 1 sign 1 [1,0] -> wave [-1,0], w*dz(u)"
fixed,0.01,inconclusive-reference,0,0,0,NaN,NaN,NaN,0,5952,213528,8126480,""
targeted,0.01,inconclusive-reference,0,0,0,NaN,NaN,NaN,0,8404,321892,8126480,""
