policy,tolerance,status,largestDenseQuadraticCount,largestSampledQuadraticCount,falseAcceptance,retainedCountLoss,worstMissedError,limitingInteraction
linear,0.1,diagnostic-linear-gate-ignored,14,16,1,0,0.479536801576614,"wave mode 16 sign 1 [-2,0] x wave mode 15 sign 1 [2,-1] -> wave [0,-1], w*dz(v)"
fixed,0.1,diagnostic-linear-gate-ignored,14,14,0,0,0.0654236972332001,"wave mode 14 sign 1 [-2,-1] x wave mode 13 sign 1 [2,-1] -> wave [0,-2], w*dz(v)"
targeted,0.1,diagnostic-linear-gate-ignored,14,14,0,0,0.0654236972332001,"wave mode 14 sign 1 [-2,-1] x wave mode 13 sign 1 [2,-1] -> wave [0,-2], w*dz(v)"
linear,0.03,diagnostic-linear-gate-ignored,13,16,1,0,0.479536801576614,"wave mode 16 sign 1 [-2,0] x wave mode 15 sign 1 [2,-1] -> wave [0,-1], w*dz(v)"
fixed,0.03,diagnostic-linear-gate-ignored,13,13,0,0,0.011803412809968,"wave mode 13 sign 1 [-2,-1] x wave mode 13 sign 1 [2,-1] -> wave [0,-2], w*dz(v)"
targeted,0.03,diagnostic-linear-gate-ignored,13,13,0,0,0.011803412809968,"wave mode 13 sign 1 [-2,-1] x wave mode 13 sign 1 [2,-1] -> wave [0,-2], w*dz(v)"
linear,0.01,diagnostic-linear-gate-ignored,12,16,1,0,0.479536801576614,"wave mode 16 sign 1 [-2,0] x wave mode 15 sign 1 [2,-1] -> wave [0,-1], w*dz(v)"
fixed,0.01,diagnostic-linear-gate-ignored,12,12,0,0,0.000204673226107843,"wave mode 12 sign 1 [-2,-1] x wave mode 11 sign 1 [2,-1] -> wave [0,-2], w*dz(v)"
targeted,0.01,diagnostic-linear-gate-ignored,12,12,0,0,0.000204673226107843,"wave mode 12 sign 1 [-2,-1] x wave mode 11 sign 1 [2,-1] -> wave [0,-2], w*dz(v)"
