family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,direction,count,status,referenceNz,withoutBuoyancyError,minimumGamma,maximumSSHOverDepth
Amda,1.56695898427208e-18,1.42893612473107e-07,1.09659134313438e-11,2.73495140705639e-18,3.01056869286752e-08,1.91397735740731e-06,constant,0.1,327,vertical,97,assessed,257,1.09659134313438e-11,0.999717802557793,0.00028219744220725
Ag_q,3.18235744691079e-23,1.85408499472393e-12,1.71640321558432e-11,7.36550329868233e-23,5.68591777497658e-08,3.97043980175067e-06,constant,0.1,327,vertical,129,assessed,257,1.71640321558432e-11,0.999717802557793,0.00028219744220725
Ag_0,3.80089378403572e-19,2.59124699102155e-10,1.46682033677434e-09,9.5378821899454e-19,5.14760829211407e-06,0.000368079361599147,constant,0.1,327,vertical,129,assessed,257,1.46682033677434e-09,0.999717802557793,0.00028219744220725
Aw_p,9.84106154796598e-12,7.03495316641637e-07,1.39888089020201e-05,2.36186548128549e-12,0.017346138237508,0.335732935537268,constant,0.1,327,vertical,129,assessed,257,5.12042290583087e-15,0.999717802557793,0.00028219744220725
Aw_m,9.84106154796333e-12,3.58376418862161e-07,2.74601258062919e-05,2.36186548129235e-12,0.0340505857889567,0.659046005928841,constant,0.1,327,vertical,129,assessed,257,1.06535085859054e-14,0.999717802557793,0.00028219744220725
Aio,9.0372888900908e-22,6.07381962827541e-07,1.48790867085015e-15,2.19903331133703e-21,5.10842004723589e-12,3.62051137883545e-10,constant,0.1,327,vertical,129,assessed,257,1.48790867085015e-15,0.999717802557793,0.00028219744220725
Amda,1.60300312387271e-18,1.42893612473107e-07,1.12181580137069e-11,2.73495140705639e-18,3.03579315092729e-08,1.91397735740731e-06,constant,0.1,327,vertical,129,assessed,257,1.12181580137069e-11,0.999717802557793,0.00028219744220725
Ag_q,3.52017468954206e-23,1.85408499472393e-12,1.89860481022134e-11,7.36550329868233e-23,5.86802115222994e-08,3.97043980175067e-06,constant,0.1,327,vertical,193,assessed,257,1.89860481022134e-11,0.999717802557793,0.00028219744220725
Ag_0,4.1972066779605e-19,2.59124699102155e-10,1.61976326166647e-09,9.5378821899454e-19,5.30055062677943e-06,0.000368079361599147,constant,0.1,327,vertical,193,assessed,257,1.61976326166647e-09,0.999717802557793,0.00028219744220725
Aw_p,7.70731400644085e-12,7.03495316641637e-07,1.09557431643386e-05,2.36186548128549e-12,0.014313072504138,0.335732935537268,constant,0.1,327,vertical,193,assessed,257,5.61696462793361e-15,0.999717802557793,0.00028219744220725
Aw_m,7.70731400643715e-12,3.58376418862161e-07,2.15061973968816e-05,2.36186548129235e-12,0.0280966573961599,0.659046005928841,constant,0.1,327,vertical,193,assessed,257,1.24361313640413e-14,0.999717802557793,0.00028219744220725
Aio,3.86905754097027e-22,6.07381962827541e-07,6.37005669868541e-16,2.19903331133703e-21,4.25751704765522e-12,3.62051137883545e-10,constant,0.1,327,vertical,193,assessed,257,6.37005669868541e-16,0.999717802557793,0.00028219744220725
Amda,1.74823783723803e-18,1.42893612473107e-07,1.22345415374467e-11,2.73495140705639e-18,3.13743150258999e-08,1.91397735740731e-06,constant,0.1,327,vertical,193,assessed,257,1.22345415374467e-11,0.999717802557793,0.00028219744220725
Ag_q,0,1.85408499472393e-12,0,7.36550329868233e-23,3.97043980175067e-08,3.97043980175067e-06,constant,0.1,327,vertical,257,assessed,257,0,0.999717802557793,0.00028219744220725
Ag_0,0,2.59124699102155e-10,0,9.5378821899454e-19,3.68079361599147e-06,0.000368079361599147,constant,0.1,327,vertical,257,assessed,257,0,0.999717802557793,0.00028219744220725
Aw_p,0,7.03495316641637e-07,0,2.36186548128549e-12,0.00335732935537268,0.335732935537268,constant,0.1,327,vertical,257,assessed,257,0,0.999717802557793,0.00028219744220725
Aw_m,0,3.58376418862161e-07,0,2.36186548129235e-12,0.00659046005928841,0.659046005928841,constant,0.1,327,vertical,257,assessed,257,0,0.999717802557793,0.00028219744220725
Aio,0,6.07381962827541e-07,0,2.19903331133703e-21,3.62051137883545e-12,3.62051137883545e-10,constant,0.1,327,vertical,257,assessed,257,0,0.999717802557793,0.00028219744220725
Amda,0,1.42893612473107e-07,0,2.73495140705639e-18,1.91397735740731e-08,1.91397735740731e-06,constant,0.1,327,vertical,257,assessed,257,0,0.999717802557793,0.00028219744220725
Ag_q,4.88457351667324e-24,1.8602628430823e-12,2.62574374091132e-12,7.83641034353473e-23,4.47269859071375e-08,4.21026528985957e-06,constant,0.1,901,horizontal,8,assessed,257,2.62574374091132e-12,0.999745535162806,0.000254464837194387
Ag_0,3.12321646011168e-21,2.85651752072307e-10,1.09336506338708e-11,1.0164854264189e-18,3.5693989834935e-06,0.000355846537113565,constant,0.1,901,horizontal,8,assessed,257,1.09336506338708e-11,0.999745535162806,0.000254464837194387
Aw_p,1.82302746702226e-12,6.99906341519964e-07,2.60467345254116e-06,2.08353266214556e-12,0.00558154697541749,0.297687352659779,constant,0.1,901,horizontal,8,assessed,257,2.50185294335634e-12,0.999745535162806,0.000254464837194387
Aw_m,1.82302746839032e-12,3.54635318624624e-07,5.14056940369203e-06,2.0835326621541e-12,0.011015710828463,0.587514143926635,constant,0.1,901,horizontal,8,assessed,257,5.99567116183434e-12,0.999745535162806,0.000254464837194387
Aio,1.34935686872366e-22,5.86099703415918e-07,2.30226505978303e-16,1.40366874173723e-21,2.62515817192384e-12,2.39493166633834e-10,constant,0.1,901,horizontal,8,assessed,257,2.30226505978303e-16,0.999745535162806,0.000254464837194387
Amda,1.58252995338069e-20,7.84022806770212e-08,2.0184743858408e-13,1.45472727200099e-18,1.87565022353909e-08,1.85546547993813e-06,constant,0.1,901,horizontal,8,assessed,257,2.0184743858408e-13,0.999745535162806,0.000254464837194387
Ag_q,1.34822618676019e-25,1.8602628430823e-12,7.24750371579909e-14,7.83641034353473e-23,4.21750889971173e-08,4.21026528985957e-06,constant,0.1,901,horizontal,12,assessed,257,7.24750371579909e-14,0.999747036630149,0.000252963369850833
Ag_0,2.36963311893563e-21,2.85651752072307e-10,8.29553154057257e-12,1.0164854264189e-18,3.56676087363561e-06,0.000355846537113565,constant,0.1,901,horizontal,12,assessed,257,8.29553154057257e-12,0.999747036630149,0.000252963369850833
Aw_p,1.08845007544617e-12,6.99906341519964e-07,1.5551367531296e-06,2.08353266214556e-12,0.00453201027750546,0.297687352659779,constant,0.1,901,horizontal,12,assessed,257,1.11346323302335e-15,0.999747036630149,0.000252963369850833
Aw_m,1.088450075446e-12,3.54635318624624e-07,3.06920946189825e-06,2.0835326621541e-12,0.00894435089251004,0.587514143926635,constant,0.1,901,horizontal,12,assessed,257,2.19467305792892e-15,0.999747036630149,0.000252963369850833
Aio,1.56847479486298e-22,5.86099703415918e-07,2.67612282640916e-16,1.40366874173723e-21,2.66254394852266e-12,2.39493166633834e-10,constant,0.1,901,horizontal,12,assessed,257,2.67612282640916e-16,0.999747036630149,0.000252963369850833
Amda,3.2231488005376e-20,7.84022806770212e-08,4.11103959311514e-13,1.45472727200099e-18,1.89657587534493e-08,1.85546547993813e-06,constant,0.1,901,horizontal,12,assessed,257,4.11103959311514e-13,0.999747036630149,0.000252963369850833
Ag_q,5.74733962533586e-26,1.8602628430823e-12,3.08953094811753e-14,7.83641034353473e-23,4.21335316089654e-08,4.21026528985957e-06,constant,0.1,901,horizontal,16,assessed,257,3.08953094811753e-14,0.999745535162806,0.000254464837194387
Ag_0,1.48440247228191e-21,2.85651752072307e-10,5.19654600930356e-12,1.0164854264189e-18,3.56366189895313e-06,0.000355846537113565,constant,0.1,901,horizontal,16,assessed,257,5.19654600930356e-12,0.999745535162806,0.000254464837194387
Aw_p,2.93520045722114e-13,6.99906341519964e-07,4.19370461888781e-07,2.08353266214556e-12,0.00339624398788739,0.297687352659779,constant,0.1,901,horizontal,16,assessed,257,6.99750933578708e-16,0.999745535162806,0.000254464837194387
Aw_m,2.93520045720899e-13,3.54635318624624e-07,8.27667269180216e-07,2.0835326621541e-12,0.00670280870611271,0.587514143926635,constant,0.1,901,horizontal,16,assessed,257,1.58110278963859e-15,0.999745535162806,0.000254464837194387
Aio,1.22926921744691e-22,5.86099703415918e-07,2.0973721881831e-16,1.40366874173723e-21,2.6046688847988e-12,2.39493166633834e-10,constant,0.1,901,horizontal,16,assessed,257,2.0973721881831e-16,0.999745535162806,0.000254464837194387
Amda,3.12193349146794e-21,7.84022806770212e-08,3.98194218906561e-14,1.45472727200099e-18,1.85944742207641e-08,1.85546547993813e-06,constant,0.1,901,horizontal,16,assessed,257,3.98194218906561e-14,0.999745535162806,0.000254464837194387
Ag_q,9.69087598891659e-26,1.8602628430823e-12,5.20941222094166e-14,7.83641034353473e-23,4.21547190322153e-08,4.21026528985957e-06,constant,0.1,901,horizontal,24,assessed,257,5.20941222094166e-14,0.999745535162806,0.000254464837194387
Ag_0,1.31759896148789e-21,2.85651752072307e-10,4.61260591587189e-12,1.0164854264189e-18,3.56307796090393e-06,0.000355846537113565,constant,0.1,901,horizontal,24,assessed,257,4.61260591587189e-12,0.999745535162806,0.000254464837194387
Aw_p,1.1766187749783e-13,6.99906341519964e-07,1.68110889297427e-07,2.08353266214556e-12,0.00314498441565502,0.297687352659779,constant,0.1,901,horizontal,24,assessed,257,1.1094683028125e-15,0.999745535162806,0.000254464837194387
Aw_m,1.17661877497558e-13,3.54635318624624e-07,3.31782739389534e-07,2.0835326621541e-12,0.00620692417772032,0.587514143926635,constant,0.1,901,horizontal,24,assessed,257,2.01900756008262e-15,0.999745535162806,0.000254464837194387
Aio,8.86803406840557e-23,5.86099703415918e-07,1.51305895852202e-16,1.40366874173723e-21,2.54623756193239e-12,2.39493166633834e-10,constant,0.1,901,horizontal,24,assessed,257,1.51305895852202e-16,0.999745535162806,0.000254464837194387
Amda,2.20272466112419e-21,7.84022806770212e-08,2.80951605247088e-14,1.45472727200099e-18,1.85827499595477e-08,1.85546547993813e-06,constant,0.1,901,horizontal,24,assessed,257,2.80951605247088e-14,0.999745535162806,0.000254464837194387
Ag_q,2.91417105367119e-26,1.8602628430823e-12,1.56653725816652e-14,7.83641034353473e-23,4.21183098546484e-08,4.21026528985957e-06,constant,0.1,901,horizontal,32,assessed,257,1.56653725816652e-14,0.999745303051247,0.000254696948753084
Ag_0,6.65300388687069e-22,2.85651752072307e-10,2.32906111676382e-12,1.0164854264189e-18,3.56079442409895e-06,0.000355846537113565,constant,0.1,901,horizontal,32,assessed,257,2.32906111676382e-12,0.999745303051247,0.000254696948753084
Aw_p,5.52535604448699e-14,6.99906341519964e-07,7.89442203436499e-08,2.08353266214556e-12,0.00305581774682864,0.297687352659779,constant,0.1,901,horizontal,32,assessed,257,3.82459389094632e-16,0.999745303051247,0.000254696948753084
Aw_m,5.52535604448926e-14,3.54635318624624e-07,1.55803885126787e-07,2.0835326621541e-12,0.0060309453239538,0.587514143926635,constant,0.1,901,horizontal,32,assessed,257,1.07047324386226e-15,0.999745303051247,0.000254696948753084
Aio,1.18311099781545e-22,5.86099703415918e-07,2.01861729483913e-16,1.40366874173723e-21,2.59679339547784e-12,2.39493166633834e-10,constant,0.1,901,horizontal,32,assessed,257,2.01861729483913e-16,0.999745303051247,0.000254696948753084
Amda,9.86870498267123e-21,7.84022806770212e-08,1.25872677394749e-13,1.45472727200099e-18,1.86805274751706e-08,1.85546547993813e-06,constant,0.1,901,horizontal,32,assessed,257,1.25872677394749e-13,0.999745303051247,0.000254696948753084
Ag_q,9.67873924191483e-26,1.8602628430823e-12,5.20288801010399e-14,7.83641034353473e-23,4.21546538251596e-08,4.21026528985957e-06,constant,0.1,901,horizontal,48,assessed,257,5.20288801010399e-14,0.999744285523716,0.000255714476283622
Ag_0,1.0073447448184e-21,2.85651752072307e-10,3.52647843925497e-12,1.0164854264189e-18,3.56199183722957e-06,0.000355846537113565,constant,0.1,901,horizontal,48,assessed,257,3.52647843925497e-12,0.999744285523716,0.000255714476283622
Aw_p,1.22846025997202e-14,6.99906341519964e-07,1.75517806754574e-08,2.08353266214556e-12,0.00299442530724817,0.297687352659779,constant,0.1,901,horizontal,48,assessed,257,7.61301002030241e-16,0.999744285523716,0.000255714476283622
Aw_m,1.22846025991662e-14,3.54635318624624e-07,3.4640099149767e-08,2.0835326621541e-12,0.00590978153831844,0.587514143926635,constant,0.1,901,horizontal,48,assessed,257,1.65298528556439e-15,0.999744285523716,0.000255714476283622
Aio,2.25205237962686e-22,5.86099703415918e-07,3.84243903639843e-16,1.40366874173723e-21,2.77917556932259e-12,2.39493166633834e-10,constant,0.1,901,horizontal,48,assessed,257,3.84243903639843e-16,0.999744285523716,0.000255714476283622
Amda,4.146267817291e-20,7.84022806770212e-08,5.28845306729224e-13,1.45472727200099e-18,1.90835000993653e-08,1.85546547993813e-06,constant,0.1,901,horizontal,48,assessed,257,5.28845306729224e-13,0.999744285523716,0.000255714476283622
Ag_q,0,1.8602628430823e-12,0,7.83641034353473e-23,4.21026528985957e-08,4.21026528985957e-06,constant,0.1,901,horizontal,64,assessed,257,0,0.99974418729895,0.000255812701050015
Ag_0,0,2.85651752072307e-10,0,1.0164854264189e-18,3.55846537113565e-06,0.000355846537113565,constant,0.1,901,horizontal,64,assessed,257,0,0.99974418729895,0.000255812701050015
Aw_p,0,6.99906341519964e-07,0,2.08353266214556e-12,0.00297687352659779,0.297687352659779,constant,0.1,901,horizontal,64,assessed,257,0,0.99974418729895,0.000255812701050015
Aw_m,0,3.54635318624624e-07,0,2.0835326621541e-12,0.00587514143926635,0.587514143926635,constant,0.1,901,horizontal,64,assessed,257,0,0.99974418729895,0.000255812701050015
Aio,0,5.86099703415918e-07,0,1.40366874173723e-21,2.39493166633834e-12,2.39493166633834e-10,constant,0.1,901,horizontal,64,assessed,257,0,0.99974418729895,0.000255812701050015
Amda,0,7.84022806770212e-08,0,1.45472727200099e-18,1.85546547993813e-08,1.85546547993813e-06,constant,0.1,901,horizontal,64,assessed,257,0,0.99974418729895,0.000255812701050015
Ag_q,7.3589911513498e-16,1.8602628430823e-12,0.000395588783526772,7.83641034353473e-23,0.395376287789863,4.21026528985957e-06,constant,0.1,901,vertical,9,rejected,257,0.000395588783526772,0.99974418729895,0.000255812701050015
Ag_0,8.68294433762279e-12,2.85651752072307e-10,0.0303969580954115,1.0164854264189e-18,30.3968552416058,0.000355846537113565,constant,0.1,901,vertical,9,rejected,257,0.0303969580954115,0.99974418729895,0.000255812701050015
Aw_p,1.68407504350173e-09,6.99906341519964e-07,0.00240614342748271,2.08353266214556e-12,2.4091202975715,0.297687352659779,constant,0.1,901,vertical,9,rejected,257,0.000565728391998336,0.99974418729895,0.000255812701050015
Aw_m,1.72536289631181e-09,3.54635318624624e-07,0.00486517502826073,2.0835326621541e-12,4.87105015598119,0.587514143926635,constant,0.1,901,vertical,9,rejected,257,0.00153111265072476,0.99974418729895,0.000255812701050015
Aio,1.65592821609726e-10,5.86099703415918e-07,0.000282533535923349,1.40366874173723e-21,0.282533535443687,2.39493166633834e-10,constant,0.1,901,vertical,9,rejected,257,0.000282533535923349,0.99974418729895,0.000255812701050015
Amda,1.18425687393636e-11,7.84022806770212e-08,0.000151048778646493,1.45472727200099e-18,0.151048795274561,1.85546547993813e-06,constant,0.1,901,vertical,9,rejected,257,0.000151048778646493,0.99974418729895,0.000255812701050015
Ag_q,3.05387487898459e-19,1.8602628430823e-12,1.64163622917103e-07,7.83641034353473e-23,0.000164117525440972,4.21026528985957e-06,constant,0.1,901,vertical,13,rejected,257,1.64163622917103e-07,0.99974418729895,0.000255812701050015
Ag_0,4.01712124956423e-15,2.85651752072307e-10,1.40630023111057e-05,1.0164854264189e-18,0.0140665115453659,0.000355846537113565,constant,0.1,901,vertical,13,rejected,257,1.40630023111057e-05,0.99974418729895,0.000255812701050015
Aw_p,7.080234339322e-10,6.99906341519964e-07,0.00101159739800987,2.08353266214556e-12,1.01457427009113,0.297687352659779,constant,0.1,901,vertical,13,rejected,257,8.66903134507983e-07,0.99974418729895,0.000255812701050015
Aw_m,7.08025182370971e-10,3.54635318624624e-07,0.00199648806869235,2.0835326621541e-12,2.00236320450192,0.587514143926635,constant,0.1,901,vertical,13,rejected,257,2.35409200594281e-06,0.99974418729895,0.000255812701050015
Aio,2.76383960409077e-13,5.86099703415918e-07,4.71564750499362e-07,1.40366874173723e-21,0.000471564752089713,2.39493166633834e-10,constant,0.1,901,vertical,13,rejected,257,4.71564750499362e-07,0.99974418729895,0.000255812701050015
Amda,6.51777604873315e-15,7.84022806770212e-08,8.31324802346398e-08,1.45472727200099e-18,8.31510338291068e-05,1.85546547993813e-06,constant,0.1,901,vertical,13,rejected,257,8.31324802346398e-08,0.99974418729895,0.000255812701050015
Ag_q,1.3608937448448e-23,1.8602628430823e-12,7.3155992439752e-12,7.83641034353473e-23,4.94143216932681e-08,4.21026528985957e-06,constant,0.1,901,vertical,17,rejected,257,7.3155992439752e-12,0.99974418729895,0.000255812701050015
Ag_0,1.31621943061719e-18,2.85651752072307e-10,4.60777650082124e-09,1.0164854264189e-18,8.16622574126511e-06,0.000355846537113565,constant,0.1,901,vertical,17,rejected,257,4.60777650082124e-09,0.99974418729895,0.000255812701050015
Aw_p,3.87746516931813e-10,6.99906341519964e-07,0.000553997719308782,2.08353266214556e-12,0.556974592043848,0.297687352659779,constant,0.1,901,vertical,17,rejected,257,5.6525342776526e-10,0.99974418729895,0.000255812701050015
Aw_m,3.87746518002824e-10,3.54635318624624e-07,0.00109336689731472,2.0835326621541e-12,1.09924203567092,0.587514143926635,constant,0.1,901,vertical,17,rejected,257,1.5256768655486e-09,0.99974418729895,0.000255812701050015
Aio,1.8285167651518e-16,5.86099703415918e-07,3.11980496576743e-10,1.40366874173723e-21,3.1198289097611e-07,2.39493166633834e-10,constant,0.1,901,vertical,17,rejected,257,3.11980496576743e-10,0.99974418729895,0.000255812701050015
Amda,1.24447924604202e-17,7.84022806770212e-08,1.58729980211757e-10,1.45472727200099e-18,1.7728463298658e-07,1.85546547993813e-06,constant,0.1,901,vertical,17,rejected,257,1.58729980211757e-10,0.99974418729895,0.000255812701050015
Ag_q,3.42487942869682e-23,1.8602628430823e-12,1.84107285775923e-11,7.83641034353473e-23,6.05034899508475e-08,4.21026528985957e-06,constant,0.1,901,vertical,25,assessed,257,1.84107285775923e-11,0.99974418729895,0.000255812701050015
Ag_0,4.08445457499051e-19,2.85651752072307e-10,1.42987205412156e-09,1.0164854264189e-18,4.98833241962697e-06,0.000355846537113565,constant,0.1,901,vertical,25,assessed,257,1.42987205412156e-09,0.99974418729895,0.000255812701050015
Aw_p,1.60410946713472e-10,6.99906341519964e-07,0.000229189160316955,2.08353266214556e-12,0.232166033516095,0.297687352659779,constant,0.1,901,vertical,25,assessed,257,5.15482891403724e-15,0.99974418729895,0.000255812701050015
Aw_m,1.6041094671345e-10,3.54635318624624e-07,0.000452326483824478,2.0835326621541e-12,0.458201623988275,0.587514143926635,constant,0.1,901,vertical,25,assessed,257,1.05886299532487e-14,0.99974418729895,0.000255812701050015
Aio,1.3685206898885e-21,5.86099703415918e-07,2.33496226309698e-15,1.40366874173723e-21,4.72989392545143e-12,2.39493166633834e-10,constant,0.1,901,vertical,25,assessed,257,2.33496226309698e-15,0.99974418729895,0.000255812701050015
Amda,7.95820684484323e-19,7.84022806770212e-08,1.01504787566412e-11,1.45472727200099e-18,2.87051334265559e-08,1.85546547993813e-06,constant,0.1,901,vertical,25,assessed,257,1.01504787566412e-11,0.99974418729895,0.000255812701050015
Ag_q,3.41992848146425e-23,1.8602628430823e-12,1.83841143426685e-11,7.83641034353473e-23,6.04768900149439e-08,4.21026528985957e-06,constant,0.1,901,vertical,33,assessed,257,1.83841143426685e-11,0.99974418729895,0.000255812701050015
Ag_0,4.07860431315011e-19,2.85651752072307e-10,1.42782401422754e-09,1.0164854264189e-18,4.98628438690264e-06,0.000355846537113565,constant,0.1,901,vertical,33,assessed,257,1.42782401422754e-09,0.99974418729895,0.000255812701050015
Aw_p,8.14802119445157e-11,6.99906341519964e-07,0.000116415878969703,2.08353266214556e-12,0.11939275232997,0.297687352659779,constant,0.1,901,vertical,33,assessed,257,8.16236471237246e-15,0.99974418729895,0.000255812701050015
Aw_m,8.1480211944475e-11,3.54635318624624e-07,0.000229757747368418,2.0835326621541e-12,0.235632888159814,0.587514143926635,constant,0.1,901,vertical,33,assessed,257,9.93999443253417e-15,0.99974418729895,0.000255812701050015
Aio,1.41347419228444e-21,5.86099703415918e-07,2.41166167470551e-15,1.40366874173723e-21,4.80659333692909e-12,2.39493166633834e-10,constant,0.1,901,vertical,33,assessed,257,2.41166167470551e-15,0.99974418729895,0.000255812701050015
Amda,7.98123784761063e-19,7.84022806770212e-08,1.01798541811423e-11,1.45472727200099e-18,2.87345088506823e-08,1.85546547993813e-06,constant,0.1,901,vertical,33,assessed,257,1.01798541811423e-11,0.99974418729895,0.000255812701050015
Ag_q,3.43253345883159e-23,1.8602628430823e-12,1.84518734629144e-11,7.83641034353473e-23,6.05446127302723e-08,4.21026528985957e-06,constant,0.1,901,vertical,49,assessed,257,1.84518734629144e-11,0.99974418729895,0.000255812701050015
Ag_0,4.09273292201623e-19,2.85651752072307e-10,1.43277010987149e-09,1.0164854264189e-18,4.99123046523153e-06,0.000355846537113565,constant,0.1,901,vertical,49,assessed,257,1.43277010987149e-09,0.99974418729895,0.000255812701050015
Aw_p,2.70650926022663e-11,6.99906341519964e-07,3.86695919106689e-05,2.08353266214556e-12,0.041646465382017,0.297687352659779,constant,0.1,901,vertical,49,assessed,257,4.56948616514509e-15,0.99974418729895,0.000255812701050015
Aw_m,2.70650926022321e-11,3.54635318624624e-07,7.63180968753992e-05,2.0835326621541e-12,0.0821932380994639,0.587514143926635,constant,0.1,901,vertical,49,assessed,257,1.13078900599622e-14,0.99974418729895,0.000255812701050015
Aio,9.64023066629462e-22,5.86099703415918e-07,1.64481070543275e-15,1.40366874173723e-21,4.03974236896473e-12,2.39493166633834e-10,constant,0.1,901,vertical,49,assessed,257,1.64481070543275e-15,0.99974418729895,0.000255812701050015
Amda,8.05146711608766e-19,7.84022806770212e-08,1.02694297239333e-11,1.45472727200099e-18,2.88240843923308e-08,1.85546547993813e-06,constant,0.1,901,vertical,49,assessed,257,1.02694297239333e-11,0.99974418729895,0.000255812701050015
Ag_q,3.39823562607673e-23,1.8602628430823e-12,1.82675025667134e-11,7.83641034353473e-23,6.03603408909546e-08,4.21026528985957e-06,constant,0.1,901,vertical,65,assessed,257,1.82675025667134e-11,0.99974418729895,0.000255812701050015
Ag_0,4.05140481755063e-19,2.85651752072307e-10,1.41830210672928e-09,1.0164854264189e-18,4.97676251273823e-06,0.000355846537113565,constant,0.1,901,vertical,65,assessed,257,1.41830210672928e-09,0.99974418729895,0.000255812701050015
Aw_p,1.35190681605941e-11,6.99906341519964e-07,1.93155388922969e-05,2.08353266214556e-12,0.0222924123912973,0.297687352659779,constant,0.1,901,vertical,65,assessed,257,6.30107328023676e-15,0.99974418729895,0.000255812701050015
Aw_m,1.35190681605647e-11,3.54635318624624e-07,3.8121042802492e-05,2.0835326621541e-12,0.0439961841342647,0.587514143926635,constant,0.1,901,vertical,65,assessed,257,8.48440026199576e-15,0.99974418729895,0.000255812701050015
Aio,1.12097095956106e-21,5.86099703415918e-07,1.91259431292626e-15,1.40366874173723e-21,4.30752597600135e-12,2.39493166633834e-10,constant,0.1,901,vertical,65,assessed,257,1.91259431292626e-15,0.99974418729895,0.000255812701050015
Amda,7.99366047895317e-19,7.84022806770212e-08,1.01956989132537e-11,1.45472727200099e-18,2.87503535825916e-08,1.85546547993813e-06,constant,0.1,901,vertical,65,assessed,257,1.01956989132537e-11,0.99974418729895,0.000255812701050015
Ag_q,3.44480206032752e-23,1.8602628430823e-12,1.85178243662588e-11,7.83641034353473e-23,6.06105282001992e-08,4.21026528985957e-06,constant,0.1,901,vertical,97,assessed,257,1.85178243662588e-11,0.99974418729895,0.000255812701050015
Ag_0,4.11357444615295e-19,2.85651752072307e-10,1.44006624020695e-09,1.0164854264189e-18,4.99852657002503e-06,0.000355846537113565,constant,0.1,901,vertical,97,assessed,257,1.44006624020695e-09,0.99974418729895,0.000255812701050015
Aw_p,1.64621103908513e-11,6.99906341519964e-07,2.35204475431685e-05,2.08353266214556e-12,0.0264973210361612,0.297687352659779,constant,0.1,901,vertical,97,assessed,257,9.2067235669519e-15,0.99974418729895,0.000255812701050015
Aw_m,1.64621103908758e-11,3.54635318624624e-07,4.641982771124e-05,2.0835326621541e-12,0.0522949690196118,0.587514143926635,constant,0.1,901,vertical,97,assessed,257,1.51503476533069e-14,0.99974418729895,0.000255812701050015
Aio,8.06638988790948e-22,5.86099703415918e-07,1.37628288171736e-15,1.40366874173723e-21,3.77121454570749e-12,2.39493166633834e-10,constant,0.1,901,vertical,97,assessed,257,1.37628288171736e-15,0.99974418729895,0.000255812701050015
Amda,8.09204574516488e-19,7.84022806770212e-08,1.03211866737654e-11,1.45472727200099e-18,2.88758413415028e-08,1.85546547993813e-06,constant,0.1,901,vertical,97,assessed,257,1.03211866737654e-11,0.99974418729895,0.000255812701050015
Ag_q,3.3989530398657e-23,1.8602628430823e-12,1.82713590851168e-11,7.83641034353473e-23,6.03641953373678e-08,4.21026528985957e-06,constant,0.1,901,vertical,129,assessed,257,1.82713590851168e-11,0.99974418729895,0.000255812701050015
Ag_0,4.06239019315116e-19,2.85651752072307e-10,1.42214782989423e-09,1.0164854264189e-18,4.98060822244025e-06,0.000355846537113565,constant,0.1,901,vertical,129,assessed,257,1.42214782989423e-09,0.99974418729895,0.000255812701050015
Aw_p,8.35531218240969e-12,6.99906341519964e-07,1.19377575066183e-05,2.08353266214556e-12,0.0149146310161599,0.297687352659779,constant,0.1,901,vertical,129,assessed,257,6.92003075349466e-15,0.99974418729895,0.000255812701050015
Aw_m,8.35531218241922e-12,3.54635318624624e-07,2.35602934722449e-05,2.0835326621541e-12,0.029435434845076,0.587514143926635,constant,0.1,901,vertical,129,assessed,257,1.56625465351593e-14,0.99974418729895,0.000255812701050015
Aio,1.32940238717652e-21,5.86099703415918e-07,2.2682188361954e-15,1.40366874173723e-21,4.66315049866372e-12,2.39493166633834e-10,constant,0.1,901,vertical,129,assessed,257,2.2682188361954e-15,0.99974418729895,0.000255812701050015
Amda,8.09630036132342e-19,7.84022806770212e-08,1.03266133222274e-11,1.45472727200099e-18,2.88812679898956e-08,1.85546547993813e-06,constant,0.1,901,vertical,129,assessed,257,1.03266133222274e-11,0.99974418729895,0.000255812701050015
Ag_q,3.74487004927044e-23,1.8602628430823e-12,2.01308651795975e-11,7.83641034353473e-23,6.22227023756961e-08,4.21026528985957e-06,constant,0.1,901,vertical,193,assessed,257,2.01308651795975e-11,0.99974418729895,0.000255812701050015
Ag_0,4.46660622116678e-19,2.85651752072307e-10,1.56365441092626e-09,1.0164854264189e-18,5.12211430809256e-06,0.000355846537113565,constant,0.1,901,vertical,193,assessed,257,1.56365441092626e-09,0.99974418729895,0.000255812701050015
Aw_p,6.67376212313875e-12,6.99906341519964e-07,9.53522168215473e-06,2.08353266214556e-12,0.0125120951951289,0.297687352659779,constant,0.1,901,vertical,193,assessed,257,4.21108974540047e-15,0.99974418729895,0.000255812701050015
Aw_m,6.67376212313063e-12,3.54635318624624e-07,1.88186617988681e-05,2.0835326621541e-12,0.0246938031850696,0.587514143926635,constant,0.1,901,vertical,193,assessed,257,8.46334589594573e-15,0.99974418729895,0.000255812701050015
Aio,4.9005271202272e-22,5.86099703415918e-07,8.3612516636092e-16,1.40366874173723e-21,3.23105683127267e-12,2.39493166633834e-10,constant,0.1,901,vertical,193,assessed,257,8.3612516636092e-16,0.99974418729895,0.000255812701050015
