family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,direction,count,status,referenceNz,withoutBuoyancyError,minimumGamma,maximumSSHOverDepth
Aw_p,0,7.00121522931272e-05,0,9.69140229290018e-12,0.000138424573096764,0.0138424573096764,constant,1,901,horizontal,64,assessed,257,0,0.9974418729895,0.00255812701050015
Aw_m,0,3.54654183520701e-05,0,9.69140228250257e-12,0.000273263441756739,0.0273263441756739,constant,1,901,horizontal,64,assessed,257,0,0.9974418729895,0.00255812701050015
Aio,0,5.86103569109323e-05,0,1.48939220455504e-19,2.54117579729636e-12,2.54117579729636e-10,constant,1,901,horizontal,64,assessed,257,0,0.9974418729895,0.00255812701050015
Amda,0,7.84254806204507e-06,0,1.42453162709128e-16,1.81641427714523e-08,1.81641427714523e-06,constant,1,901,horizontal,64,assessed,257,0,0.9974418729895,0.00255812701050015
Ag_q,7.35899800306968e-14,1.86038204490668e-10,0.000395563804930122,7.83803572801791e-21,0.395561720822258,4.21310967732668e-06,constant,1,901,vertical,9,rejected,257,0.000395563804930122,0.9974418729895,0.00255812701050015
Ag_0,8.68304054727383e-10,2.85674871653756e-08,0.0303948348589717,1.01673914957931e-16,30.3948373540836,0.00035590778709471,constant,1,901,vertical,9,rejected,257,0.0303948348589717,0.9974418729895,0.00255812701050015
Aw_p,4.23622902753836e-08,7.00121522931272e-05,0.000605070532584414,9.69140229290018e-12,0.605208957148868,0.0138424573096764,constant,1,901,vertical,9,rejected,257,0.000565643584767152,0.9974418729895,0.00255812701050015
Aw_m,5.6410631705825e-08,3.54654183520701e-05,0.00159058131348766,9.69140228250257e-12,1.59085457688456,0.0273263441756739,constant,1,901,vertical,9,rejected,257,0.00153147716360418,0.9974418729895,0.00255812701050015
Aio,1.65593037902645e-08,5.86103569109323e-05,0.000282532041485926,1.48939220455504e-19,0.282532041483647,2.54117579729636e-10,constant,1,901,vertical,9,rejected,257,0.000282532041485926,0.9974418729895,0.00255812701050015
Amda,1.18410815356659e-09,7.84254806204507e-06,0.000150985131898295,1.42453162709128e-16,0.150985150043185,1.81641427714523e-06,constant,1,901,vertical,9,rejected,257,0.000150985131898295,0.9974418729895,0.00255812701050015
Ag_q,3.05387383372496e-17,1.86038204490668e-10,1.64153048137924e-07,7.83803572801791e-21,0.000164194296877408,4.21310967732668e-06,constant,1,901,vertical,13,assessed,257,1.64153048137924e-07,0.9974418729895,0.00255812701050015
Ag_0,4.01733496372156e-13,2.85674871653756e-08,1.40626122993088e-05,1.01673914957931e-16,0.0140661708849204,0.00035590778709471,constant,1,901,vertical,13,assessed,257,1.40626122993088e-05,0.9974418729895,0.00255812701050015
Aw_p,5.30835178445494e-09,7.00121522931272e-05,7.58204341759115e-05,9.69140229290018e-12,0.0759588587479253,0.0138424573096764,constant,1,901,vertical,13,assessed,257,8.66791475756399e-07,0.9974418729895,0.00255812701050015
Aw_m,5.3093495286822e-09,3.54654183520701e-05,0.00014970497389811,9.69140228250257e-12,0.149978237335645,0.0273263441756739,constant,1,901,vertical,13,assessed,257,2.35463091664935e-06,0.9974418729895,0.00255812701050015
Aio,2.76384318023952e-11,5.86103569109323e-05,4.71562250412434e-07,1.48939220455504e-19,0.000471562252945564,2.54117579729636e-10,constant,1,901,vertical,13,assessed,257,4.71562250412434e-07,0.9974418729895,0.00255812701050015
Amda,6.51818335178059e-13,7.84254806204507e-06,8.31130813635188e-08,1.42453162709128e-16,8.31312454956926e-05,1.81641427714523e-06,constant,1,901,vertical,13,assessed,257,8.31130813635188e-08,0.9974418729895,0.00255812701050015
Ag_q,1.36313534001642e-21,1.86038204490668e-10,7.32717961747903e-12,7.83803572801791e-21,4.94582370056085e-08,4.21310967732668e-06,constant,1,901,vertical,17,assessed,257,7.32717961747903e-12,0.9974418729895,0.00255812701050015
Ag_0,1.32058422793232e-16,2.85674871653756e-08,4.62268249316972e-09,1.01673914957931e-16,8.18176020230061e-06,0.00035590778709471,constant,1,901,vertical,17,assessed,257,4.62268249316972e-09,0.9974418729895,0.00255812701050015
Aw_p,2.2846781926124e-09,7.00121522931272e-05,3.26325947393661e-05,9.69140229290018e-12,0.0327710193119968,0.0138424573096764,constant,1,901,vertical,17,assessed,257,5.65194617489287e-10,0.9974418729895,0.00255812701050015
Aw_m,2.28467912995132e-09,3.54654183520701e-05,6.44199120188289e-05,9.69140228250257e-12,0.0646931754587692,0.0273263441756739,constant,1,901,vertical,17,assessed,257,1.52600702255361e-09,0.9974418729895,0.00255812701050015
Aio,1.82851827669502e-14,5.86103569109323e-05,3.11978696781141e-10,1.48939220455504e-19,3.11981237951615e-07,2.54117579729636e-10,constant,1,901,vertical,17,assessed,257,3.11978696781141e-10,0.9974418729895,0.00255812701050015
Amda,1.24734982956631e-15,7.84254806204507e-06,1.59049051366737e-10,1.42453162709128e-16,1.77213194117909e-07,1.81641427714523e-06,constant,1,901,vertical,17,assessed,257,1.59049051366737e-10,0.9974418729895,0.00255812701050015
Ag_q,3.4208872545968e-21,1.86038204490668e-10,1.83880900375406e-11,7.83803572801791e-21,6.05190879709415e-08,4.21310967732668e-06,constant,1,901,vertical,25,assessed,257,1.83880900375406e-11,0.9974418729895,0.00255812701050015
Ag_0,4.08005719892324e-17,2.85674871653756e-08,1.4282170410383e-09,1.01673914957931e-16,4.98729486199091e-06,0.00035590778709471,constant,1,901,vertical,25,assessed,257,1.4282170410383e-09,0.9974418729895,0.00255812701050015
Aw_p,1.18167457939621e-09,7.00121522931272e-05,1.68781353049791e-05,9.69140229290018e-12,0.0170165598778348,0.0138424573096764,constant,1,901,vertical,25,assessed,257,5.00273296683218e-15,0.9974418729895,0.00255812701050015
Aw_m,1.18167457938257e-09,3.54654183520701e-05,3.33190650016283e-05,9.69140228250257e-12,0.0335923284424455,0.0273263441756739,constant,1,901,vertical,25,assessed,257,8.78225200938693e-15,0.9974418729895,0.00255812701050015
Aio,1.39381341047013e-19,5.86103569109323e-05,2.37810087488163e-15,1.48939220455504e-19,4.91927667213742e-12,2.54117579729636e-10,constant,1,901,vertical,25,assessed,257,2.37810087488163e-15,0.9974418729895,0.00255812701050015
Amda,7.70646164552137e-17,7.84254806204507e-06,9.82647678350572e-12,1.42453162709128e-16,2.79906195537051e-08,1.81641427714523e-06,constant,1,901,vertical,25,assessed,257,9.82647678350572e-12,0.9974418729895,0.00255812701050015
Ag_q,3.4157863902763e-21,1.86038204490668e-10,1.83606716675641e-11,7.83803572801791e-21,6.04916697483444e-08,4.21310967732668e-06,constant,1,901,vertical,33,assessed,257,1.83606716675641e-11,0.9974418729895,0.00255812701050015
Ag_0,4.07394702102043e-17,2.85674871653756e-08,1.42607818371864e-09,1.01673914957931e-16,4.98515600474611e-06,0.00035590778709471,constant,1,901,vertical,33,assessed,257,1.42607818371864e-09,0.9974418729895,0.00255812701050015
Aw_p,1.47469785434899e-09,7.00121522931272e-05,2.10634555009067e-05,9.69140229290018e-12,0.0212018800737026,0.0138424573096764,constant,1,901,vertical,33,assessed,257,8.30174590134826e-15,0.9974418729895,0.00255812701050015
Aw_m,1.47469785432599e-09,3.54654183520701e-05,4.15812902497431e-05,9.69140228250257e-12,0.0418545536903274,0.0273263441756739,constant,1,901,vertical,33,assessed,257,9.53263655397445e-15,0.9974418729895,0.00255812701050015
Aio,1.50651014157004e-19,5.86103569109323e-05,2.57038213205121e-15,1.48939220455504e-19,5.11155792930371e-12,2.54117579729636e-10,constant,1,901,vertical,33,assessed,257,2.57038213205121e-15,0.9974418729895,0.00255812701050015
Amda,7.69411972265418e-17,7.84254806204507e-06,9.81073964964367e-12,1.42453162709128e-16,2.7974882419845e-08,1.81641427714523e-06,constant,1,901,vertical,33,assessed,257,9.81073964964367e-12,0.9974418729895,0.00255812701050015
Ag_q,3.42824922049056e-21,1.86038204490668e-10,1.84276623711584e-11,7.83803572801791e-21,6.05586600918496e-08,4.21310967732668e-06,constant,1,901,vertical,49,assessed,257,1.84276623711584e-11,0.9974418729895,0.00255812701050015
Ag_0,4.08793768231677e-17,2.85674871653756e-08,1.4309755907658e-09,1.01673914957931e-16,4.99005341162184e-06,0.00035590778709471,constant,1,901,vertical,49,assessed,257,1.4309755907658e-09,0.9974418729895,0.00255812701050015
Aw_p,6.51098981553657e-10,7.00121522931272e-05,9.2997995380521e-06,9.69140229290018e-12,0.00943822411101603,0.0138424573096764,constant,1,901,vertical,49,assessed,257,4.59095225303901e-15,0.9974418729895,0.00255812701050015
Aw_m,6.5109898158078e-10,3.54654183520701e-05,1.83587001601738e-05,9.69140228250257e-12,0.0186319636014129,0.0273263441756739,constant,1,901,vertical,49,assessed,257,9.02451005202348e-15,0.9974418729895,0.00255812701050015
Aio,7.84053772451626e-20,5.86103569109323e-05,1.33773929007653e-15,1.48939220455504e-19,3.87891508735007e-12,2.54117579729636e-10,constant,1,901,vertical,49,assessed,257,1.33773929007653e-15,0.9974418729895,0.00255812701050015
Amda,7.74546436502783e-17,7.84254806204507e-06,9.87620898686348e-12,1.42453162709128e-16,2.80403517570565e-08,1.81641427714523e-06,constant,1,901,vertical,49,assessed,257,9.87620898686348e-12,0.9974418729895,0.00255812701050015
Ag_q,3.39405310587467e-21,1.86038204490668e-10,1.82438500477192e-11,7.83803572801791e-21,6.03748487564404e-08,4.21310967732668e-06,constant,1,901,vertical,65,assessed,257,1.82438500477192e-11,0.9974418729895,0.00255812701050015
Ag_0,4.04674919665888e-17,2.85674871653756e-08,1.41655763183947e-09,1.01673914957931e-16,4.97563545320021e-06,0.00035590778709471,constant,1,901,vertical,65,assessed,257,1.41655763183947e-09,0.9974418729895,0.00255812701050015
Aw_p,4.92863182617049e-10,7.00121522931272e-05,7.0396804908029e-06,9.69140229290018e-12,0.00717810506379912,0.0138424573096764,constant,1,901,vertical,65,assessed,257,6.48839314171368e-15,0.9974418729895,0.00255812701050015
Aw_m,4.92863182596068e-10,3.54654183520701e-05,1.38970074370291e-05,9.69140228250257e-12,0.014170270878394,0.0273263441756739,constant,1,901,vertical,65,assessed,257,7.89666731461948e-15,0.9974418729895,0.00255812701050015
Aio,1.12711350761303e-19,5.86103569109323e-05,1.9230620098865e-15,1.48939220455504e-19,4.46423780715005e-12,2.54117579729636e-10,constant,1,901,vertical,65,assessed,257,1.9230620098865e-15,0.9974418729895,0.00255812701050015
Amda,7.74647117769774e-17,7.84254806204507e-06,9.87749276945804e-12,1.42453162709128e-16,2.80416355396509e-08,1.81641427714523e-06,constant,1,901,vertical,65,assessed,257,9.87749276945804e-12,0.9974418729895,0.00255812701050015
Ag_q,3.44236386171528e-21,1.86038204490668e-10,1.85035319553836e-11,7.83803572801791e-21,6.06345292682598e-08,4.21310967732668e-06,constant,1,901,vertical,97,assessed,257,1.85035319553836e-11,0.9974418729895,0.00255812701050015
Ag_0,4.11096199002515e-17,2.85674871653756e-08,1.43903521028189e-09,1.01673914957931e-16,4.99811303085581e-06,0.00035590778709471,constant,1,901,vertical,97,assessed,257,1.43903521028189e-09,0.9974418729895,0.00255812701050015
Aw_p,1.95197638441274e-10,7.00121522931272e-05,2.7880536742253e-06,9.69140229290018e-12,0.00292647824728224,0.0138424573096764,constant,1,901,vertical,97,assessed,257,8.84303938588842e-15,0.9974418729895,0.00255812701050015
Aw_m,1.95197638453251e-10,3.54654183520701e-05,5.5038865329459e-06,9.69140228250257e-12,0.00577714997454745,0.0273263441756739,constant,1,901,vertical,97,assessed,257,1.39539625180719e-14,0.9974418729895,0.00255812701050015
Aio,8.12517992688455e-20,5.86103569109323e-05,1.38630446138249e-15,1.48939220455504e-19,3.9274802586552e-12,2.54117579729636e-10,constant,1,901,vertical,97,assessed,257,1.38630446138249e-15,0.9974418729895,0.00255812701050015
Amda,7.92304677209639e-17,7.84254806204507e-06,1.01026435661146e-11,1.42453162709128e-16,2.82667863362787e-08,1.81641427714523e-06,constant,1,901,vertical,97,assessed,257,1.01026435661146e-11,0.9974418729895,0.00255812701050015
Ag_q,3.39462439037711e-21,1.86038204490668e-10,1.82469208390333e-11,7.83803572801791e-21,6.03779195312484e-08,4.21310967732668e-06,constant,1,901,vertical,129,assessed,257,1.82469208390333e-11,0.9974418729895,0.00255812701050015
Ag_0,4.05757710890963e-17,2.85674871653756e-08,1.42034792399505e-09,1.01673914957931e-16,4.97942574522311e-06,0.00035590778709471,constant,1,901,vertical,129,assessed,257,1.42034792399505e-09,0.9974418729895,0.00255812701050015
Aw_p,8.45744848967236e-11,7.00121522931272e-05,1.20799721372122e-06,9.69140229290018e-12,0.00134642178680073,0.0138424573096764,constant,1,901,vertical,129,assessed,257,6.17608632445313e-15,0.9974418729895,0.00255812701050015
Aw_m,8.45744848903491e-11,3.54654183520701e-05,2.38470286888389e-06,9.69140228250257e-12,0.00265796631057339,0.0273263441756739,constant,1,901,vertical,129,assessed,257,1.40971993755117e-14,0.9974418729895,0.00255812701050015
Aio,1.14080926649545e-19,5.86103569109323e-05,1.94642948212905e-15,1.48939220455504e-19,4.4876052793922e-12,2.54117579729636e-10,constant,1,901,vertical,129,assessed,257,1.94642948212905e-15,0.9974418729895,0.00255812701050015
Amda,7.7271766942403e-17,7.84254806204507e-06,9.85289045487254e-12,1.42453162709128e-16,2.80170332250685e-08,1.81641427714523e-06,constant,1,901,vertical,129,assessed,257,9.85289045487254e-12,0.9974418729895,0.00255812701050015
Ag_q,3.74055395010066e-21,1.86038204490668e-10,2.01063752487908e-11,7.83803572801791e-21,6.22373639460459e-08,4.21310967732668e-06,constant,1,901,vertical,193,assessed,257,2.01063752487908e-11,0.9974418729895,0.00255812701050015
Ag_0,4.46174980190405e-17,2.85674871653756e-08,1.56182788359201e-09,1.01673914957931e-16,5.12090569986759e-06,0.00035590778709471,constant,1,901,vertical,193,assessed,257,1.56182788359201e-09,0.9974418729895,0.00255812701050015
Aw_p,1.63067279254749e-11,7.00121522931272e-05,2.32912821437081e-07,9.69140229290018e-12,0.000371337394530518,0.0138424573096764,constant,1,901,vertical,193,assessed,257,4.07721332454125e-15,0.9974418729895,0.00255812701050015
Aw_m,1.63067279165784e-11,3.54654183520701e-05,4.59792346299125e-07,9.69140228250257e-12,0.0007330557880429,0.0273263441756739,constant,1,901,vertical,193,assessed,257,8.54915896576106e-15,0.9974418729895,0.00255812701050015
Aio,2.29355893117128e-20,5.86103569109323e-05,3.91323146974981e-16,1.48939220455504e-19,2.93249894426467e-12,2.54117579729636e-10,constant,1,901,vertical,193,assessed,257,3.91323146974981e-16,0.9974418729895,0.00255812701050015
Amda,7.70355816832279e-17,7.84254806204507e-06,9.82277457195966e-12,1.42453162709128e-16,2.79869173421595e-08,1.81641427714523e-06,constant,1,901,vertical,193,assessed,257,9.82277457195966e-12,0.9974418729895,0.00255812701050015
Ag_q,0,1.86038204490668e-10,0,7.83803572801791e-21,4.21310967732668e-08,4.21310967732668e-06,constant,1,901,vertical,257,assessed,257,0,0.9974418729895,0.00255812701050015
Ag_0,0,2.85674871653756e-08,0,1.01673914957931e-16,3.5590778709471e-06,0.00035590778709471,constant,1,901,vertical,257,assessed,257,0,0.9974418729895,0.00255812701050015
Aw_p,0,7.00121522931272e-05,0,9.69140229290018e-12,0.000138424573096764,0.0138424573096764,constant,1,901,vertical,257,assessed,257,0,0.9974418729895,0.00255812701050015
Aw_m,0,3.54654183520701e-05,0,9.69140228250257e-12,0.000273263441756739,0.0273263441756739,constant,1,901,vertical,257,assessed,257,0,0.9974418729895,0.00255812701050015
Aio,0,5.86103569109323e-05,0,1.48939220455504e-19,2.54117579729636e-12,2.54117579729636e-10,constant,1,901,vertical,257,assessed,257,0,0.9974418729895,0.00255812701050015
Amda,0,7.84254806204507e-06,0,1.42453162709128e-16,1.81641427714523e-08,1.81641427714523e-06,constant,1,901,vertical,257,assessed,257,0,0.9974418729895,0.00255812701050015
Ag_q,1.0600497198772e-26,4.10297183730787e-14,2.58361441879344e-13,2.34885984023026e-24,5.61379050053388e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,8,assessed,513,2.58361441879344e-13,0.999972891887064,2.71081129356212e-05
Ag_0,2.30144390491334e-22,1.42834663228379e-11,1.61126427779897e-11,3.62801346238748e-20,2.55594281152763e-06,0.000253983129673317,exponential,0.01,327,horizontal,8,assessed,513,1.61126427779897e-11,0.999972891887064,2.71081129356212e-05
Aw_p,3.10427453425572e-14,1.90150733365513e-08,1.63253355867347e-06,3.98876948984658e-14,0.00373022155925409,0.209768808643532,exponential,0.01,327,horizontal,8,assessed,513,3.17727519836598e-15,0.999972891887064,2.71081129356212e-05
Aw_m,3.10427453424802e-14,1.19362601386212e-08,2.60070951721616e-06,3.98876948990421e-14,0.00594243368319232,0.334172438385925,exponential,0.01,327,horizontal,8,assessed,513,6.5059389298809e-15,0.999972891887064,2.71081129356212e-05
Aio,8.96940671647956e-24,1.81032914314043e-08,4.95457234971098e-16,1.77891463984943e-22,1.03219274289172e-11,9.82647022131448e-10,exponential,0.01,327,horizontal,8,assessed,513,4.95457234971098e-16,0.999972891887064,2.71081129356212e-05
Amda,7.95751242429716e-22,1.75967967059638e-09,4.52213693052455e-13,8.82418983466194e-20,5.05987541244475e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,8,assessed,513,4.52213693052455e-13,0.999972891887064,2.71081129356212e-05
Ag_q,1.50182143530961e-26,4.10297183730787e-14,3.66032596581268e-13,2.34885984023026e-24,5.62430143737888e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,12,assessed,513,3.66032596581268e-13,0.999971908084174,2.80919158256622e-05
Ag_0,2.77892602590981e-22,1.42834663228379e-11,1.945554365516e-11,3.62801346238748e-20,2.55928547838129e-06,0.000253983129673317,exponential,0.01,327,horizontal,12,assessed,513,1.945554365516e-11,0.999971908084174,2.80919158256622e-05
Aw_p,1.21672589459934e-14,1.90150733365513e-08,6.3987441597741e-07,3.98876948984658e-14,0.00273756246876183,0.209768808643532,exponential,0.01,327,horizontal,12,assessed,513,5.48181258585174e-16,0.999971908084174,2.80919158256622e-05
Aw_m,1.21672589460003e-14,1.19362601386212e-08,1.01935269545874e-06,3.98876948990421e-14,0.00436107699391832,0.334172438385925,exponential,0.01,327,horizontal,12,assessed,513,7.17071584333028e-16,0.999971908084174,2.80919158256622e-05
Aio,8.16257411772108e-24,1.81032914314043e-08,4.50888952909481e-16,1.77891463984943e-22,1.02773591493175e-11,9.82647022131448e-10,exponential,0.01,327,horizontal,12,assessed,513,4.50888952909481e-16,0.999971908084174,2.80919158256622e-05
Amda,2.27075108895283e-22,1.75967967059638e-09,1.2904343483057e-13,8.82418983466194e-20,5.02755840498784e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,12,assessed,513,1.2904343483057e-13,0.999971908084174,2.80919158256622e-05
Ag_q,6.0810331799798e-27,4.10297183730787e-14,1.48210453815101e-13,2.34885984023026e-24,5.60303748054294e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,16,assessed,513,1.48210453815101e-13,0.999971949909256,2.80500907442885e-05
Ag_0,1.50827773330149e-22,1.42834663228379e-11,1.05596057652329e-11,3.62801346238748e-20,2.55039016326142e-06,0.000253983129673317,exponential,0.01,327,horizontal,16,assessed,513,1.05596057652329e-11,0.999971949909256,2.80500907442885e-05
Aw_p,3.79390289775289e-15,1.90150733365513e-08,1.99520813336025e-07,3.98876948984658e-14,0.00229720888927858,0.209768808643532,exponential,0.01,327,horizontal,16,assessed,513,4.06213932601897e-16,0.999971949909256,2.80500907442885e-05
Aw_m,3.7939028977466e-15,1.19362601386212e-08,3.17846867753071e-07,3.98876948990421e-14,0.00365957122498364,0.334172438385925,exponential,0.01,327,horizontal,16,assessed,513,5.06731856285109e-16,0.999971949909256,2.80500907442885e-05
Aio,8.19404847617849e-24,1.81032914314043e-08,4.52627551582361e-16,1.77891463984943e-22,1.02790977478943e-11,9.82647022131448e-10,exponential,0.01,327,horizontal,16,assessed,513,4.52627551582361e-16,0.999971949909256,2.80500907442885e-05
Amda,1.11139443871547e-21,1.75967967059638e-09,6.31589065490992e-13,8.82418983466194e-20,5.07781293949497e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,16,assessed,513,6.31589065490992e-13,0.999971949909256,2.80500907442885e-05
Ag_q,1.01453682590449e-26,4.10297183730787e-14,2.47268776421866e-13,2.34885984023026e-24,5.6127076264216e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,24,assessed,513,2.47268776421866e-13,0.99997178290057,2.82170994299324e-05
Ag_0,1.76467337304347e-22,1.42834663228379e-11,1.23546577081357e-11,3.62801346238748e-20,2.55218508953971e-06,0.000253983129673317,exponential,0.01,327,horizontal,24,assessed,513,1.23546577081357e-11,0.99997178290057,2.82170994299324e-05
Aw_p,2.03563610353778e-15,1.90150733365513e-08,1.07053812915085e-07,3.98876948984658e-14,0.00220474189372046,0.209768808643532,exponential,0.01,327,horizontal,24,assessed,513,2.9942930613181e-16,0.99997178290057,2.82170994299324e-05
Aw_m,2.0356361035329e-15,1.19362601386212e-08,1.70542203327686e-07,3.98876948990421e-14,0.00351226657289919,0.334172438385925,exponential,0.01,327,horizontal,24,assessed,513,5.12025722557579e-16,0.99997178290057,2.82170994299324e-05
Aio,4.5367180651892e-24,1.81032914314043e-08,2.5060183571476e-16,1.77891463984943e-22,1.00770720431864e-11,9.82647022131448e-10,exponential,0.01,327,horizontal,24,assessed,513,2.5060183571476e-16,0.99997178290057,2.82170994299324e-05
Amda,3.93702423795291e-21,1.75967967059638e-09,2.23735279990966e-12,8.82418983466194e-20,5.2383892216837e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,24,assessed,513,2.23735279990966e-12,0.99997178290057,2.82170994299324e-05
Ag_q,3.79746541729982e-27,4.10297183730787e-14,9.25540210334833e-14,2.34885984023026e-24,5.597604258882e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,32,assessed,513,9.25540210334833e-14,0.999971839957078,2.81600429223301e-05
Ag_0,6.87635646370802e-23,1.42834663228379e-11,4.81420707571058e-12,3.62801346238748e-20,2.54464516678494e-06,0.000253983129673317,exponential,0.01,327,horizontal,32,assessed,513,4.81420707571058e-12,0.999971839957078,2.81600429223301e-05
Aw_p,5.20114685661499e-16,1.90150733365513e-08,2.73527572813364e-08,3.98876948984658e-14,0.00212504084227818,0.209768808643532,exponential,0.01,327,horizontal,32,assessed,513,2.44887361258429e-16,0.999971839957078,2.81600429223301e-05
Aw_m,5.20114685660296e-16,1.19362601386212e-08,4.35743423501136e-08,3.98876948990421e-14,0.00338529872255878,0.334172438385925,exponential,0.01,327,horizontal,32,assessed,513,3.82201253543975e-16,0.999971839957078,2.81600429223301e-05
Aio,9.53508035506448e-24,1.81032914314043e-08,5.26704240010393e-16,1.77891463984943e-22,1.03531744322305e-11,9.82647022131448e-10,exponential,0.01,327,horizontal,32,assessed,513,5.26704240010393e-16,0.999971839957078,2.81600429223301e-05
Amda,6.88615222352853e-22,1.75967967059638e-09,3.91329873191904e-13,8.82418983466194e-20,5.05378703391863e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,32,assessed,513,3.91329873191904e-13,0.999971839957078,2.81600429223301e-05
Ag_q,5.57328443705888e-27,4.10297183730787e-14,1.35835308114514e-13,2.34885984023026e-24,5.60182940977165e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,48,assessed,513,1.35835308114514e-13,0.99997178290057,2.82170994299324e-05
Ag_0,9.95779658619415e-23,1.42834663228379e-11,6.97155463605677e-12,3.62801346238748e-20,2.54680236331777e-06,0.000253983129673317,exponential,0.01,327,horizontal,48,assessed,513,6.97155463605677e-12,0.99997178290057,2.82170994299324e-05
Aw_p,2.00352397021836e-16,1.90150733365513e-08,1.05365040394934e-08,3.98876948984658e-14,0.0021082245899207,0.209768808643532,exponential,0.01,327,horizontal,48,assessed,513,3.39410931392177e-16,0.99997178290057,2.82170994299324e-05
Aw_m,2.00352397026848e-16,1.19362601386212e-08,1.67851902270949e-08,3.98876948990421e-14,0.00335850957268011,0.334172438385925,exponential,0.01,327,horizontal,48,assessed,513,3.66431909053014e-16,0.99997178290057,2.82170994299324e-05
Aio,7.50265630134425e-24,1.81032914314043e-08,4.1443603389874e-16,1.77891463984943e-22,1.02409062323204e-11,9.82647022131448e-10,exponential,0.01,327,horizontal,48,assessed,513,4.1443603389874e-16,0.99997178290057,2.82170994299324e-05
Amda,1.17713196172708e-21,1.75967967059638e-09,6.68946730133067e-13,8.82418983466194e-20,5.08154870383619e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,48,assessed,513,6.68946730133067e-13,0.99997178290057,2.82170994299324e-05
Ag_q,0,4.10297183730787e-14,0,2.34885984023026e-24,5.5885690676785e-08,5.5885690676785e-06,exponential,0.01,327,horizontal,64,assessed,513,0,0.999971779360341,2.82206396592614e-05
Ag_0,0,1.42834663228379e-11,0,3.62801346238748e-20,2.53983129673317e-06,0.000253983129673317,exponential,0.01,327,horizontal,64,assessed,513,0,0.999971779360341,2.82206396592614e-05
Aw_p,0,1.90150733365513e-08,0,3.98876948984658e-14,0.00209768808643532,0.209768808643532,exponential,0.01,327,horizontal,64,assessed,513,0,0.999971779360341,2.82206396592614e-05
Aw_m,0,1.19362601386212e-08,0,3.98876948990421e-14,0.00334172438385925,0.334172438385925,exponential,0.01,327,horizontal,64,assessed,513,0,0.999971779360341,2.82206396592614e-05
Aio,0,1.81032914314043e-08,0,1.77891463984943e-22,9.82647022131448e-12,9.82647022131448e-10,exponential,0.01,327,horizontal,64,assessed,513,0,0.999971779360341,2.82206396592614e-05
Amda,0,1.75967967059638e-09,0,8.82418983466194e-20,5.01465406883812e-08,5.01465406883812e-06,exponential,0.01,327,horizontal,64,assessed,513,0,0.999971779360341,2.82206396592614e-05
Ag_q,3.55241452133671e-17,4.10297183730787e-14,0.000865814990255355,2.34885984023026e-24,0.845214979717334,5.5885690676785e-06,exponential,0.01,327,vertical,9,rejected,513,0.000865814990255355,0.999971779360341,2.82206396592614e-05
Ag_0,4.121905927161e-13,1.42834663228379e-11,0.0288578824915241,3.62801346238748e-20,28.8558648030991,0.000253983129673317,exponential,0.01,327,vertical,9,rejected,513,0.0288578824915241,0.999971779360341,2.82206396592614e-05
Aw_p,1.29652811955566e-10,1.90150733365513e-08,0.00681842292484583,3.98876948984658e-14,6.82052025435239,0.209768808643532,exponential,0.01,327,vertical,9,rejected,513,0.000625241990605682,0.999971779360341,2.82206396592614e-05
Aw_m,1.29706945806398e-10,1.19362601386212e-08,0.0108666319517212,3.98876948990421e-14,10.8699727657168,0.334172438385925,exponential,0.01,327,vertical,9,rejected,513,0.00106231778514437,0.999971779360341,2.82206396592614e-05
Aio,4.97750630501963e-12,1.81032914314043e-08,0.000274950349436733,1.77891463984943e-22,0.274950334258695,9.82647022131448e-10,exponential,0.01,327,vertical,9,rejected,513,0.000274950349436733,0.999971779360341,2.82206396592614e-05
Amda,3.2158131162717e-15,1.75967967059638e-09,1.8274991579472e-06,8.82418983466194e-20,0.00182754826594767,5.01465406883812e-06,exponential,0.01,327,vertical,9,rejected,513,1.8274991579472e-06,0.999971779360341,2.82206396592614e-05
Ag_q,1.58063123342452e-20,4.10297183730787e-14,3.85240575880149e-07,2.34885984023026e-24,0.000376130552523791,5.5885690676785e-06,exponential,0.01,327,vertical,13,rejected,513,3.85240575880149e-07,0.999971779360341,2.82206396592614e-05
Ag_0,1.87849850681579e-16,1.42834663228379e-11,1.31515590428652e-05,3.62801346238748e-20,0.0131531781845999,0.000253983129673317,exponential,0.01,327,vertical,13,rejected,513,1.31515590428652e-05,0.999971779360341,2.82206396592614e-05
Aw_p,5.68533762735274e-11,1.90150733365513e-08,0.00298991096522579,3.98876948984658e-14,2.99200849607324,0.209768808643532,exponential,0.01,327,vertical,13,rejected,513,1.91439637784366e-06,0.999971779360341,2.82206396592614e-05
