profile,amplitude,time,direction,count,field,absoluteError,referenceNorm
constant,1,901,horizontal,8,w,6.01361576300943e-06,0.000172245404976991
constant,1,901,horizontal,8,eta,1.057117240878e-12,0.00161220678379995
constant,1,901,horizontal,12,u,6.52354131742087e-18,0.000106960771201189
constant,1,901,horizontal,12,v,6.13927407432628e-18,4.28914953634254e-05
constant,1,901,horizontal,12,w,2.01394418850603e-06,0.000172245404976991
constant,1,901,horizontal,12,eta,9.85289215958871e-17,0.00161220678379995
constant,1,901,horizontal,16,u,4.51646631090835e-18,0.000106960771201189
constant,1,901,horizontal,16,v,4.117841140273e-18,4.28914953634254e-05
constant,1,901,horizontal,16,w,6.49089122122691e-07,0.000172245404976991
constant,1,901,horizontal,16,eta,6.71976849963963e-17,0.00161220678379995
constant,1,901,horizontal,24,u,7.05817531707328e-18,0.000106960771201189
constant,1,901,horizontal,24,v,3.1997868441146e-18,4.28914953634254e-05
constant,1,901,horizontal,24,w,2.54476115903203e-07,0.000172245404976991
constant,1,901,horizontal,24,eta,7.10422249831445e-17,0.00161220678379995
constant,1,901,horizontal,32,u,2.29630111200273e-18,0.000106960771201189
constant,1,901,horizontal,32,v,1.47297083457828e-18,4.28914953634254e-05
constant,1,901,horizontal,32,w,1.1921137063542e-07,0.000172245404976991
constant,1,901,horizontal,32,eta,3.36440889410737e-17,0.00161220678379995
constant,1,901,horizontal,48,u,3.8648050758634e-18,0.000106960771201189
constant,1,901,horizontal,48,v,1.76238822892929e-18,4.28914953634254e-05
constant,1,901,horizontal,48,w,4.76980968515981e-08,0.000172245404976991
constant,1,901,horizontal,48,eta,4.24164306015259e-17,0.00161220678379995
constant,1,901,horizontal,64,u,0,0.000106960771201189
constant,1,901,horizontal,64,v,0,4.28914953634254e-05
constant,1,901,horizontal,64,w,0,0.000172245404976991
constant,1,901,horizontal,64,eta,0,0.00161220678379995
constant,1,901,vertical,9,u,6.53653176213875e-08,0.000106960771201189
constant,1,901,vertical,9,v,4.90257361937485e-08,4.28914953634254e-05
constant,1,901,vertical,9,w,0.000263066885904924,0.000172245404976991
constant,1,901,vertical,9,eta,2.16508334572293e-06,0.00161220678379995
constant,1,901,vertical,13,u,3.63451496929628e-11,0.000106960771201189
constant,1,901,vertical,13,v,2.81764906563746e-11,4.28914953634254e-05
constant,1,901,vertical,13,w,0.000189825646479364,0.000172245404976991
constant,1,901,vertical,13,eta,8.51858401979886e-10,0.00161220678379995
constant,1,901,vertical,17,u,5.28233804853542e-15,0.000106960771201189
constant,1,901,vertical,17,v,5.66594254682682e-15,4.28914953634254e-05
constant,1,901,vertical,17,w,0.000142002049487793,0.000172245404976991
constant,1,901,vertical,17,eta,1.20341520743784e-13,0.00161220678379995
constant,1,901,vertical,25,u,1.69164709568834e-16,0.000106960771201189
constant,1,901,vertical,25,v,1.49856470658148e-16,4.28914953634254e-05
constant,1,901,vertical,25,w,8.2016815686688e-05,0.000172245404976991
constant,1,901,vertical,25,eta,2.01117807309626e-14,0.00161220678379995
constant,1,901,vertical,33,u,1.67545403127953e-16,0.000106960771201189
constant,1,901,vertical,33,v,1.49229935009188e-16,4.28914953634254e-05
constant,1,901,vertical,33,w,5.41311565314467e-05,0.000172245404976991
constant,1,901,vertical,33,eta,2.00818394769431e-14,0.00161220678379995
constant,1,901,vertical,49,u,1.65935165011933e-16,0.000106960771201189
constant,1,901,vertical,49,v,1.48793844322609e-16,4.28914953634254e-05
constant,1,901,vertical,49,w,2.04871707685543e-05,0.000172245404976991
constant,1,901,vertical,49,eta,2.01555021153251e-14,0.00161220678379995
constant,1,901,vertical,65,u,1.63625493164429e-16,0.000106960771201189
constant,1,901,vertical,65,v,1.48185168936028e-16,4.28914953634254e-05
constant,1,901,vertical,65,w,1.36942465288393e-05,0.000172245404976991
constant,1,901,vertical,65,eta,1.99559603697193e-14,0.00161220678379995
constant,1,901,vertical,97,u,1.87530563642262e-16,0.000106960771201189
constant,1,901,vertical,97,v,1.56255398674362e-16,4.28914953634254e-05
constant,1,901,vertical,97,w,6.17744680578059e-06,0.000172245404976991
constant,1,901,vertical,97,eta,2.02631089099626e-14,0.00161220678379995
constant,1,901,vertical,129,u,2.08914174524115e-16,0.000106960771201189
constant,1,901,vertical,129,v,1.79917105923377e-16,4.28914953634254e-05
constant,1,901,vertical,129,w,3.4168378243841e-06,0.000172245404976991
constant,1,901,vertical,129,eta,1.99748574723947e-14,0.00161220678379995
constant,1,901,vertical,193,u,1.92351239757963e-16,0.000106960771201189
constant,1,901,vertical,193,v,1.51420000460023e-16,4.28914953634254e-05
constant,1,901,vertical,193,w,1.3209872625003e-06,0.000172245404976991
constant,1,901,vertical,193,eta,2.20133177850935e-14,0.00161220678379995
constant,1,901,vertical,257,u,0,0.000106960771201189
constant,1,901,vertical,257,v,0,4.28914953634254e-05
constant,1,901,vertical,257,w,0,0.000172245404976991
constant,1,901,vertical,257,eta,0,0.00161220678379995
exponential,0.01,327,horizontal,8,u,1.20047650301499e-20,2.38238079512419e-08
exponential,0.01,327,horizontal,8,v,6.78388777500212e-21,1.41898476306197e-08
exponential,0.01,327,horizontal,8,w,3.81236807112705e-08,1.11206770838721e-06
exponential,0.01,327,horizontal,8,eta,5.69147631332376e-20,4.92558140026517e-07
exponential,0.01,327,horizontal,12,u,1.54745794651914e-20,2.38238079512419e-08
exponential,0.01,327,horizontal,12,v,1.01365368468149e-20,1.41898476306197e-08
exponential,0.01,327,horizontal,12,w,1.34674075804997e-08,1.11206770838721e-06
exponential,0.01,327,horizontal,12,eta,7.65951806086042e-20,4.92558140026517e-07
exponential,0.01,327,horizontal,16,u,8.09932210689657e-21,2.38238079512419e-08
exponential,0.01,327,horizontal,16,v,2.72986849709335e-21,1.41898476306197e-08
exponential,0.01,327,horizontal,16,w,5.31712994911956e-09,1.11206770838721e-06
exponential,0.01,327,horizontal,16,eta,3.45668723739703e-20,4.92558140026517e-07
exponential,0.01,327,horizontal,24,u,1.17306511405581e-20,2.38238079512419e-08
exponential,0.01,327,horizontal,24,v,7.27263657970393e-21,1.41898476306197e-08
exponential,0.01,327,horizontal,24,w,1.72206942523828e-09,1.11206770838721e-06
exponential,0.01,327,horizontal,24,eta,6.14910844227106e-20,4.92558140026517e-07
exponential,0.01,327,horizontal,32,u,4.15958281790261e-21,2.38238079512419e-08
exponential,0.01,327,horizontal,32,v,1.66700458591148e-21,1.41898476306197e-08
exponential,0.01,327,horizontal,32,w,7.59156867475215e-10,1.11206770838721e-06
exponential,0.01,327,horizontal,32,eta,2.06095895735511e-20,4.92558140026517e-07
exponential,0.01,327,horizontal,48,u,5.89760173223493e-21,2.38238079512419e-08
exponential,0.01,327,horizontal,48,v,3.22493388317742e-21,1.41898476306197e-08
exponential,0.01,327,horizontal,48,w,3.61755698291952e-10,1.11206770838721e-06
exponential,0.01,327,horizontal,48,eta,3.26469760517548e-20,4.92558140026517e-07
exponential,0.01,327,horizontal,64,u,0,2.38238079512419e-08
exponential,0.01,327,horizontal,64,v,0,1.41898476306197e-08
exponential,0.01,327,horizontal,64,w,0,1.11206770838721e-06
exponential,0.01,327,horizontal,64,eta,0,4.92558140026517e-07
exponential,0.01,327,vertical,9,u,1.4553520109377e-11,2.38238079512419e-08
exponential,0.01,327,vertical,9,v,1.48276059671849e-11,1.41898476306197e-08
exponential,0.01,327,vertical,9,w,5.06073003917596e-06,1.11206770838721e-06
exponential,0.01,327,vertical,9,eta,1.2281718746983e-09,4.92558140026517e-07
exponential,0.01,327,vertical,13,u,7.94000875681716e-15,2.38238079512419e-08
exponential,0.01,327,vertical,13,v,8.07295875894698e-15,1.41898476306197e-08
exponential,0.01,327,vertical,13,w,4.10806645132353e-06,1.11206770838721e-06
exponential,0.01,327,vertical,13,eta,5.31149965564451e-13,4.92558140026517e-07
exponential,0.01,327,vertical,17,u,1.12472913091933e-18,2.38238079512419e-08
exponential,0.01,327,vertical,17,v,1.14649215704059e-18,1.41898476306197e-08
exponential,0.01,327,vertical,17,w,3.52666348344681e-06,1.11206770838721e-06
exponential,0.01,327,vertical,17,eta,6.30615874859501e-17,4.92558140026517e-07
exponential,0.01,327,vertical,25,u,1.53494353328523e-19,2.38238079512419e-08
exponential,0.01,327,vertical,25,v,6.56312174857677e-20,1.41898476306197e-08
exponential,0.01,327,vertical,25,w,2.81992104006284e-06,1.11206770838721e-06
exponential,0.01,327,vertical,25,eta,2.08792582054153e-17,4.92558140026517e-07
exponential,0.01,327,vertical,33,u,1.50713154086383e-19,2.38238079512419e-08
exponential,0.01,327,vertical,33,v,6.5379943928473e-20,1.41898476306197e-08
exponential,0.01,327,vertical,33,w,2.38605523462366e-06,1.11206770838721e-06
exponential,0.01,327,vertical,33,eta,2.08779885984886e-17,4.92558140026517e-07
exponential,0.01,327,vertical,49,u,1.4522443117073e-19,2.38238079512419e-08
exponential,0.01,327,vertical,49,v,6.47385267046797e-20,1.41898476306197e-08
exponential,0.01,327,vertical,49,w,1.85157433430592e-06,1.11206770838721e-06
exponential,0.01,327,vertical,49,eta,2.08787162642099e-17,4.92558140026517e-07
exponential,0.01,327,vertical,65,u,1.33615095281709e-19,2.38238079512419e-08
exponential,0.01,327,vertical,65,v,6.40502361845686e-20,1.41898476306197e-08
exponential,0.01,327,vertical,65,w,1.51633664919752e-06,1.11206770838721e-06
exponential,0.01,327,vertical,65,eta,2.08841345753023e-17,4.92558140026517e-07
exponential,0.01,327,vertical,97,u,1.06910428536077e-19,2.38238079512419e-08
exponential,0.01,327,vertical,97,v,6.22562957087866e-20,1.41898476306197e-08
exponential,0.01,327,vertical,97,w,1.0907211862743e-06,1.11206770838721e-06
exponential,0.01,327,vertical,97,eta,2.09250650029938e-17,4.92558140026517e-07
exponential,0.01,327,vertical,129,u,1.00647049250252e-19,2.38238079512419e-08
exponential,0.01,327,vertical,129,v,6.23862470439719e-20,1.41898476306197e-08
exponential,0.01,327,vertical,129,w,8.14765852114835e-07,1.11206770838721e-06
exponential,0.01,327,vertical,129,eta,2.07143363296067e-17,4.92558140026517e-07
exponential,0.01,327,vertical,193,u,1.02768172993147e-19,2.38238079512419e-08
exponential,0.01,327,vertical,193,v,6.56476747941182e-20,1.41898476306197e-08
exponential,0.01,327,vertical,193,w,4.66804898002775e-07,1.11206770838721e-06
exponential,0.01,327,vertical,193,eta,2.07059376726674e-17,4.92558140026517e-07
exponential,0.01,327,vertical,257,u,1.01326762646804e-19,2.38238079512419e-08
exponential,0.01,327,vertical,257,v,6.36895217304433e-20,1.41898476306197e-08
exponential,0.01,327,vertical,257,w,2.99325838227378e-07,1.11206770838721e-06
exponential,0.01,327,vertical,257,eta,2.29242511045796e-17,4.92558140026517e-07
exponential,0.01,901,horizontal,8,u,2.28245229069401e-20,2.46838335525947e-08
exponential,0.01,901,horizontal,8,v,1.482027936121e-20,1.78614543390406e-08
exponential,0.01,901,horizontal,8,w,4.28893167485156e-08,1.23976007101121e-06
exponential,0.01,901,horizontal,8,eta,1.59324325270976e-19,5.26817907701344e-07
exponential,0.01,901,horizontal,12,u,3.90336857059407e-20,2.46838335525947e-08
exponential,0.01,901,horizontal,12,v,4.78891219710967e-20,1.78614543390406e-08
exponential,0.01,901,horizontal,12,w,1.29187939075785e-08,1.23976007101121e-06
exponential,0.01,901,horizontal,12,eta,3.27471288144049e-19,5.26817907701344e-07
exponential,0.01,901,horizontal,16,u,2.12511429618585e-20,2.46838335525947e-08
exponential,0.01,901,horizontal,16,v,1.57369047441069e-20,1.78614543390406e-08
exponential,0.01,901,horizontal,16,w,4.61042609738968e-09,1.23976007101121e-06
exponential,0.01,901,horizontal,16,eta,1.22392650127141e-19,5.26817907701344e-07
exponential,0.01,901,horizontal,24,u,2.34233442667891e-20,2.46838335525947e-08
exponential,0.01,901,horizontal,24,v,1.77237310256872e-20,1.78614543390406e-08
exponential,0.01,901,horizontal,24,w,1.78184511439993e-09,1.23976007101121e-06
exponential,0.01,901,horizontal,24,eta,1.5821171093878e-19,5.26817907701344e-07
exponential,0.01,901,horizontal,32,u,1.28762469917698e-20,2.46838335525947e-08
exponential,0.01,901,horizontal,32,v,5.52075066622952e-21,1.78614543390406e-08
exponential,0.01,901,horizontal,32,w,8.48215481067558e-10,1.23976007101121e-06
exponential,0.01,901,horizontal,32,eta,6.86413750253646e-20,5.26817907701344e-07
exponential,0.01,901,horizontal,48,u,1.97269433424481e-20,2.46838335525947e-08
exponential,0.01,901,horizontal,48,v,2.86979366997525e-20,1.78614543390406e-08
exponential,0.01,901,horizontal,48,w,2.86926388152864e-10,1.23976007101121e-06
exponential,0.01,901,horizontal,48,eta,1.98337932454195e-19,5.26817907701344e-07
exponential,0.01,901,horizontal,64,u,0,2.46838335525947e-08
exponential,0.01,901,horizontal,64,v,0,1.78614543390406e-08
exponential,0.01,901,horizontal,64,w,0,1.23976007101121e-06
exponential,0.01,901,horizontal,64,eta,0,5.26817907701344e-07
exponential,0.01,901,vertical,9,u,2.05684415637197e-11,2.46838335525947e-08
exponential,0.01,901,vertical,9,v,2.09192738842388e-11,1.78614543390406e-08
exponential,0.01,901,vertical,9,w,6.34671711774074e-06,1.23976007101121e-06
exponential,0.01,901,vertical,9,eta,1.7327838516634e-09,5.26817907701344e-07
exponential,0.01,901,vertical,13,u,1.1201903310209e-14,2.46838335525947e-08
exponential,0.01,901,vertical,13,v,1.13830402474239e-14,1.78614543390406e-08
exponential,0.01,901,vertical,13,w,5.1541023503624e-06,1.23976007101121e-06
exponential,0.01,901,vertical,13,eta,7.49208770700028e-13,5.26817907701344e-07
exponential,0.01,901,vertical,17,u,1.9024848395536e-18,2.46838335525947e-08
exponential,0.01,901,vertical,17,v,1.92566257065748e-18,1.78614543390406e-08
exponential,0.01,901,vertical,17,w,4.42656703269054e-06,1.23976007101121e-06
exponential,0.01,901,vertical,17,eta,1.06494951162165e-16,5.26817907701344e-07
exponential,0.01,901,vertical,25,u,8.38059266736862e-19,2.46838335525947e-08
exponential,0.01,901,vertical,25,v,9.07292381394717e-19,1.78614543390406e-08
exponential,0.01,901,vertical,25,w,3.54274121143215e-06,1.23976007101121e-06
exponential,0.01,901,vertical,25,eta,7.02417152163874e-17,5.26817907701344e-07
exponential,0.01,901,vertical,33,u,8.35554280489141e-19,2.46838335525947e-08
exponential,0.01,901,vertical,33,v,9.07066536894059e-19,1.78614543390406e-08
exponential,0.01,901,vertical,33,w,3.00066639123949e-06,1.23976007101121e-06
exponential,0.01,901,vertical,33,eta,7.02447228938995e-17,5.26817907701344e-07
exponential,0.01,901,vertical,49,u,8.30709701308755e-19,2.46838335525947e-08
exponential,0.01,901,vertical,49,v,9.07163514977101e-19,1.78614543390406e-08
exponential,0.01,901,vertical,49,w,2.33382109083384e-06,1.23976007101121e-06
exponential,0.01,901,vertical,49,eta,7.02300626618281e-17,5.26817907701344e-07
exponential,0.01,901,vertical,65,u,8.17643182157968e-19,2.46838335525947e-08
exponential,0.01,901,vertical,65,v,9.05637027246034e-19,1.78614543390406e-08
exponential,0.01,901,vertical,65,w,1.91645134462562e-06,1.23976007101121e-06
exponential,0.01,901,vertical,65,eta,7.02518963955794e-17,5.26817907701344e-07
exponential,0.01,901,vertical,97,u,7.79719830439086e-19,2.46838335525947e-08
exponential,0.01,901,vertical,97,v,9.01826273184005e-19,1.78614543390406e-08
exponential,0.01,901,vertical,97,w,1.38831096828522e-06,1.23976007101121e-06
exponential,0.01,901,vertical,97,eta,7.02105901252251e-17,5.26817907701344e-07
exponential,0.01,901,vertical,129,u,7.63919621200654e-19,2.46838335525947e-08
exponential,0.01,901,vertical,129,v,9.02766028462813e-19,1.78614543390406e-08
exponential,0.01,901,vertical,129,w,1.04752338707005e-06,1.23976007101121e-06
exponential,0.01,901,vertical,129,eta,6.99440829442712e-17,5.26817907701344e-07
exponential,0.01,901,vertical,193,u,7.63247346254203e-19,2.46838335525947e-08
exponential,0.01,901,vertical,193,v,9.04997165160279e-19,1.78614543390406e-08
exponential,0.01,901,vertical,193,w,6.19130700452157e-07,1.23976007101121e-06
exponential,0.01,901,vertical,193,eta,7.02817711744335e-17,5.26817907701344e-07
exponential,0.01,901,vertical,257,u,7.3982053177105e-19,2.46838335525947e-08
exponential,0.01,901,vertical,257,v,8.87753159614586e-19,1.78614543390406e-08
exponential,0.01,901,vertical,257,w,4.06069415469234e-07,1.23976007101121e-06
exponential,0.01,901,vertical,257,eta,7.27710071327029e-17,5.26817907701344e-07
exponential,0.1,327,horizontal,8,u,5.15499620073491e-18,1.68663970909629e-06
exponential,0.1,327,horizontal,8,v,1.96878396387808e-18,1.00483475868781e-06
exponential,0.1,327,horizontal,8,w,4.83858133497514e-07,1.71059042148707e-05
exponential,0.1,327,horizontal,8,eta,2.65538096432797e-17,3.48307079325988e-05
exponential,0.1,327,horizontal,12,u,3.24880850806125e-19,1.68663970909629e-06
exponential,0.1,327,horizontal,12,v,1.22446442357238e-19,1.00483475868781e-06
exponential,0.1,327,horizontal,12,w,1.431974563346e-07,1.71059042148707e-05
exponential,0.1,327,horizontal,12,eta,1.41821190617562e-18,3.48307079325988e-05
exponential,0.1,327,horizontal,16,u,2.18435020522077e-19,1.68663970909629e-06
exponential,0.1,327,horizontal,16,v,7.09856865316743e-20,1.00483475868781e-06
exponential,0.1,327,horizontal,16,w,5.96711372398642e-08,1.71059042148707e-05
exponential,0.1,327,horizontal,16,eta,9.30615436760137e-19,3.48307079325988e-05
exponential,0.1,327,horizontal,24,u,1.89478099183749e-19,1.68663970909629e-06
exponential,0.1,327,horizontal,24,v,9.01998604649508e-20,1.00483475868781e-06
exponential,0.1,327,horizontal,24,w,1.35242164091904e-08,1.71059042148707e-05
exponential,0.1,327,horizontal,24,eta,1.02466265993921e-18,3.48307079325988e-05
exponential,0.1,327,horizontal,32,u,1.71753224329304e-19,1.68663970909629e-06
exponential,0.1,327,horizontal,32,v,6.19533019158992e-20,1.00483475868781e-06
exponential,0.1,327,horizontal,32,w,9.56711780631965e-09,1.71059042148707e-05
exponential,0.1,327,horizontal,32,eta,6.1886349967515e-19,3.48307079325988e-05
exponential,0.1,327,horizontal,48,u,1.52641703760695e-19,1.68663970909629e-06
exponential,0.1,327,horizontal,48,v,7.6998915370458e-20,1.00483475868781e-06
exponential,0.1,327,horizontal,48,w,4.26550864942538e-09,1.71059042148707e-05
exponential,0.1,327,horizontal,48,eta,7.73062625315243e-19,3.48307079325988e-05
exponential,0.1,327,horizontal,64,u,0,1.68663970909629e-06
exponential,0.1,327,horizontal,64,v,0,1.00483475868781e-06
exponential,0.1,327,horizontal,64,w,0,1.71059042148707e-05
exponential,0.1,327,horizontal,64,eta,0,3.48307079325988e-05
exponential,0.1,327,vertical,9,u,1.03409081617426e-09,1.68663970909629e-06
exponential,0.1,327,vertical,9,v,1.05368935343194e-09,1.00483475868781e-06
exponential,0.1,327,vertical,9,w,3.39486760094447e-05,1.71059042148707e-05
exponential,0.1,327,vertical,9,eta,8.72744674941635e-08,3.48307079325988e-05
exponential,0.1,327,vertical,13,u,5.64570308529312e-13,1.68663970909629e-06
exponential,0.1,327,vertical,13,v,5.74135040802967e-13,1.00483475868781e-06
exponential,0.1,327,vertical,13,w,2.67687283238256e-05,1.71059042148707e-05
exponential,0.1,327,vertical,13,eta,3.77702685430781e-11,3.48307079325988e-05
exponential,0.1,327,vertical,17,u,7.89996459848708e-17,1.68663970909629e-06
exponential,0.1,327,vertical,17,v,8.1178808160296e-17,1.00483475868781e-06
exponential,0.1,327,vertical,17,w,2.22679608772658e-05,1.71059042148707e-05
exponential,0.1,327,vertical,17,eta,4.3581989183132e-15,3.48307079325988e-05
exponential,0.1,327,vertical,25,u,8.19225426333952e-18,1.68663970909629e-06
exponential,0.1,327,vertical,25,v,2.54786665592129e-18,1.00483475868781e-06
exponential,0.1,327,vertical,25,w,1.65892397824543e-05,1.71059042148707e-05
exponential,0.1,327,vertical,25,eta,3.42778322561766e-16,3.48307079325988e-05
exponential,0.1,327,vertical,33,u,7.90119257187347e-18,1.68663970909629e-06
exponential,0.1,327,vertical,33,v,2.50503735665198e-18,1.00483475868781e-06
exponential,0.1,327,vertical,33,w,1.29333277851235e-05,1.71059042148707e-05
exponential,0.1,327,vertical,33,eta,3.42507615143344e-16,3.48307079325988e-05
exponential,0.1,327,vertical,49,u,7.28197273607211e-18,1.68663970909629e-06
exponential,0.1,327,vertical,49,v,2.39512815242914e-18,1.00483475868781e-06
exponential,0.1,327,vertical,49,w,8.22867967430874e-06,1.71059042148707e-05
exponential,0.1,327,vertical,49,eta,3.44242663293789e-16,3.48307079325988e-05
exponential,0.1,327,vertical,65,u,5.95827949078496e-18,1.68663970909629e-06
exponential,0.1,327,vertical,65,v,2.24645154122084e-18,1.00483475868781e-06
exponential,0.1,327,vertical,65,w,5.3753129237755e-06,1.71059042148707e-05
exponential,0.1,327,vertical,65,eta,3.41540954601303e-16,3.48307079325988e-05
exponential,0.1,327,vertical,97,u,2.26593812049305e-18,1.68663970909629e-06
exponential,0.1,327,vertical,97,v,1.87820480336773e-18,1.00483475868781e-06
exponential,0.1,327,vertical,97,w,2.55891437512299e-06,1.71059042148707e-05
exponential,0.1,327,vertical,97,eta,3.44526659616688e-16,3.48307079325988e-05
exponential,0.1,327,vertical,129,u,1.75636063497532e-18,1.68663970909629e-06
exponential,0.1,327,vertical,129,v,1.8884298500363e-18,1.00483475868781e-06
exponential,0.1,327,vertical,129,w,1.33501385393094e-06,1.71059042148707e-05
exponential,0.1,327,vertical,129,eta,3.93135416153027e-16,3.48307079325988e-05
exponential,0.1,327,vertical,193,u,1.87595889295089e-18,1.68663970909629e-06
exponential,0.1,327,vertical,193,v,2.16945314877365e-18,1.00483475868781e-06
exponential,0.1,327,vertical,193,w,6.64953030847497e-07,1.71059042148707e-05
exponential,0.1,327,vertical,193,eta,3.5593647703272e-16,3.48307079325988e-05
exponential,0.1,327,vertical,257,u,0,1.68663970909629e-06
exponential,0.1,327,vertical,257,v,0,1.00483475868781e-06
exponential,0.1,327,vertical,257,w,0,1.71059042148707e-05
exponential,0.1,327,vertical,257,eta,0,3.48307079325988e-05
exponential,0.1,901,horizontal,8,u,2.36948006122822e-18,1.23612016366853e-06
exponential,0.1,901,horizontal,8,v,1.06058391773909e-18,8.95062724228224e-07
exponential,0.1,901,horizontal,8,w,4.00742907620802e-07,1.53548513227629e-05
exponential,0.1,901,horizontal,8,eta,1.78359747095418e-17,2.6342055466935e-05
exponential,0.1,901,horizontal,12,u,1.8866286524997e-19,1.23612016366853e-06
exponential,0.1,901,horizontal,12,v,8.85539863826231e-20,8.95062724228224e-07
exponential,0.1,901,horizontal,12,w,1.27352554309579e-07,1.53548513227629e-05
exponential,0.1,901,horizontal,12,eta,1.62365216923939e-18,2.6342055466935e-05
exponential,0.1,901,horizontal,16,u,1.05318883439336e-19,1.23612016366853e-06
exponential,0.1,901,horizontal,16,v,6.78394303013388e-20,8.95062724228224e-07
exponential,0.1,901,horizontal,16,w,3.76313542375742e-08,1.53548513227629e-05
exponential,0.1,901,horizontal,16,eta,8.38543144189666e-19,2.6342055466935e-05
exponential,0.1,901,horizontal,24,u,2.77088816676507e-19,1.23612016366853e-06
exponential,0.1,901,horizontal,24,v,2.3574791948542e-19,8.95062724228224e-07
exponential,0.1,901,horizontal,24,w,1.62229883239533e-08,1.53548513227629e-05
exponential,0.1,901,horizontal,24,eta,1.86378109842589e-18,2.6342055466935e-05
exponential,0.1,901,horizontal,32,u,5.63778223374367e-20,1.23612016366853e-06
exponential,0.1,901,horizontal,32,v,3.2933265298673e-20,8.95062724228224e-07
exponential,0.1,901,horizontal,32,w,7.95960845387671e-09,1.53548513227629e-05
exponential,0.1,901,horizontal,32,eta,5.09447052066089e-19,2.6342055466935e-05
exponential,0.1,901,horizontal,48,u,1.07544994782588e-19,1.23612016366853e-06
exponential,0.1,901,horizontal,48,v,7.79240812946988e-20,8.95062724228224e-07
exponential,0.1,901,horizontal,48,w,3.15095521885289e-09,1.53548513227629e-05
exponential,0.1,901,horizontal,48,eta,9.22489700955846e-19,2.6342055466935e-05
exponential,0.1,901,horizontal,64,u,0,1.23612016366853e-06
exponential,0.1,901,horizontal,64,v,0,8.95062724228224e-07
exponential,0.1,901,horizontal,64,w,0,1.53548513227629e-05
exponential,0.1,901,horizontal,64,eta,0,2.6342055466935e-05
exponential,0.1,901,vertical,9,u,1.03594469116563e-09,1.23612016366853e-06
exponential,0.1,901,vertical,9,v,1.05380273959225e-09,8.95062724228224e-07
exponential,0.1,901,vertical,9,w,3.02162503532745e-05,1.53548513227629e-05
exponential,0.1,901,vertical,9,eta,8.72844248153082e-08,2.6342055466935e-05
exponential,0.1,901,vertical,13,u,5.64791476920573e-13,1.23612016366853e-06
exponential,0.1,901,vertical,13,v,5.74090755319613e-13,8.95062724228224e-07
exponential,0.1,901,vertical,13,w,2.38878288239473e-05,1.53548513227629e-05
exponential,0.1,901,vertical,13,eta,3.7779543050611e-11,2.6342055466935e-05
exponential,0.1,901,vertical,17,u,8.34256365287976e-17,1.23612016366853e-06
exponential,0.1,901,vertical,17,v,8.14688792393087e-17,8.95062724228224e-07
exponential,0.1,901,vertical,17,w,1.99294865843721e-05,1.53548513227629e-05
exponential,0.1,901,vertical,17,eta,4.37469839493057e-15,2.6342055466935e-05
exponential,0.1,901,vertical,25,u,1.06395782343295e-17,1.23612016366853e-06
exponential,0.1,901,vertical,25,v,4.82493659287508e-18,8.95062724228224e-07
exponential,0.1,901,vertical,25,w,1.49490486614725e-05,1.53548513227629e-05
exponential,0.1,901,vertical,25,eta,3.47390207788813e-16,2.6342055466935e-05
exponential,0.1,901,vertical,33,u,1.03809038097015e-17,1.23612016366853e-06
exponential,0.1,901,vertical,33,v,4.7046024107018e-18,8.95062724228224e-07
exponential,0.1,901,vertical,33,w,1.17517366827043e-05,1.53548513227629e-05
exponential,0.1,901,vertical,33,eta,3.47109041563044e-16,2.6342055466935e-05
exponential,0.1,901,vertical,49,u,9.86469880731573e-18,1.23612016366853e-06
exponential,0.1,901,vertical,49,v,4.46495156173506e-18,8.95062724228224e-07
exponential,0.1,901,vertical,49,w,7.63355095701306e-06,1.53548513227629e-05
exponential,0.1,901,vertical,49,eta,3.48853327113857e-16,2.6342055466935e-05
exponential,0.1,901,vertical,65,u,8.55031514481544e-18,1.23612016366853e-06
exponential,0.1,901,vertical,65,v,3.88849952867518e-18,8.95062724228224e-07
exponential,0.1,901,vertical,65,w,5.07712124325313e-06,1.53548513227629e-05
exponential,0.1,901,vertical,65,eta,3.46033634608115e-16,2.6342055466935e-05
exponential,0.1,901,vertical,97,u,4.58039258132759e-18,1.23612016366853e-06
exponential,0.1,901,vertical,97,v,2.32205379769322e-18,8.95062724228224e-07
exponential,0.1,901,vertical,97,w,2.56901074726126e-06,1.53548513227629e-05
exponential,0.1,901,vertical,97,eta,3.49469842685537e-16,2.6342055466935e-05
exponential,0.1,901,vertical,129,u,2.80751353545312e-18,1.23612016366853e-06
exponential,0.1,901,vertical,129,v,2.1151794737502e-18,8.95062724228224e-07
exponential,0.1,901,vertical,129,w,1.31566399993651e-06,1.53548513227629e-05
exponential,0.1,901,vertical,129,eta,3.98719016554469e-16,2.6342055466935e-05
exponential,0.1,901,vertical,193,u,2.724640396693e-18,1.23612016366853e-06
exponential,0.1,901,vertical,193,v,2.21797677708452e-18,8.95062724228224e-07
exponential,0.1,901,vertical,193,w,6.8470591675758e-07,1.53548513227629e-05
exponential,0.1,901,vertical,193,eta,3.59460184714379e-16,2.6342055466935e-05
exponential,0.1,901,vertical,257,u,0,1.23612016366853e-06
exponential,0.1,901,vertical,257,v,0,8.95062724228224e-07
exponential,0.1,901,vertical,257,w,0,1.53548513227629e-05
exponential,0.1,901,vertical,257,eta,0,2.6342055466935e-05
exponential,1,327,horizontal,8,u,5.14429120631018e-13,0.000168688486940628
