family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,count,order,status
Amda,2.96039964376934e-19,8.75747377113448e-08,3.38042650327669e-12,4.97670591696437e-20,3.94870745417115e-09,5.68280989494938e-08,exponential,0.1,901,17,0,assessed
Ag_q,1.675392339931e-22,3.54672655826918e-12,4.72377081346977e-11,7.88954022587897e-24,4.94482230627621e-08,2.22382985168057e-07,exponential,0.1,901,17,8,assessed
Ag_0,2.12031840605238e-18,9.83208245655281e-10,2.156530333652e-09,1.04436589784897e-19,2.26274824577605e-06,1.06220105482525e-05,exponential,0.1,901,17,8,assessed
Aw_p,1.89640424880111e-15,6.3017880485601e-07,3.00931137986213e-09,3.38347496473026e-16,3.54621850894927e-06,5.36907133862472e-05,exponential,0.1,901,17,8,assessed
Aw_m,3.2449374930406e-16,2.71027411724653e-07,1.19727280439709e-09,3.38347496418584e-16,2.44566126746762e-06,0.000124838846748806,exponential,0.1,901,17,8,assessed
Aio,5.70412993510561e-16,1.78520765313402e-06,3.19521929288826e-10,1.46337904818918e-21,3.19522748834677e-07,8.19724834139276e-11,exponential,0.1,901,17,8,assessed
Amda,2.96039964376934e-19,8.75747377113448e-08,3.38042650327669e-12,4.97670591696437e-20,3.94870745417115e-09,5.68280989494938e-08,exponential,0.1,901,17,8,assessed
Ag_q,1.675392339931e-22,3.54672655826918e-12,4.72377081346977e-11,7.88954022587897e-24,4.94482230627621e-08,2.22382985168057e-07,exponential,0.1,901,17,16,assessed
Ag_0,2.12031840605238e-18,9.83208245655281e-10,2.156530333652e-09,1.04436589784897e-19,2.26274824577605e-06,1.06220105482525e-05,exponential,0.1,901,17,16,assessed
Aw_p,1.89640424878467e-15,6.3017880485601e-07,3.00931137983605e-09,3.38347496473026e-16,3.54621850892319e-06,5.36907133862472e-05,exponential,0.1,901,17,16,assessed
Aw_m,3.24493749297867e-16,2.71027411724653e-07,1.19727280437424e-09,3.38347496418584e-16,2.44566126744477e-06,0.000124838846748806,exponential,0.1,901,17,16,assessed
Aio,5.70412993510561e-16,1.78520765313402e-06,3.19521929288826e-10,1.46337904818918e-21,3.19522748834677e-07,8.19724834139276e-11,exponential,0.1,901,17,16,assessed
Amda,2.96039964376934e-19,8.75747377113448e-08,3.38042650327669e-12,4.97670591696437e-20,3.94870745417115e-09,5.68280989494938e-08,exponential,0.1,901,17,16,assessed
Ag_q,1.08945710081016e-23,3.54672655826918e-12,3.07172566847618e-12,7.88954022587897e-24,5.29468969083816e-09,2.22382985168057e-07,exponential,0.1,901,25,0,assessed
Ag_0,1.26214173106325e-19,9.83208245655281e-10,1.28369726010797e-10,1.04436589784897e-19,2.34589700931362e-07,1.06220105482525e-05,exponential,0.1,901,25,0,assessed
Aw_p,1.05847139275847e-10,6.3017880485601e-07,0.000167963661202524,3.38347496473026e-16,0.167964197843125,5.36907133862472e-05,exponential,0.1,901,25,0,assessed
Aw_m,1.05847139275973e-10,2.71027411724653e-07,0.000390540346463212,3.38347496418584e-16,0.390541593410716,0.000124838846748806,exponential,0.1,901,25,0,assessed
Aio,7.21724303201614e-21,1.78520765313402e-06,4.04280309875767e-15,1.46337904818918e-21,4.86252793063234e-12,8.19724834139276e-11,exponential,0.1,901,25,0,assessed
Amda,1.20944736066365e-20,8.75747377113448e-08,1.38104594118239e-13,4.97670591696437e-20,7.06385582036185e-10,5.68280989494938e-08,exponential,0.1,901,25,0,assessed
Ag_q,1.08945710081016e-23,3.54672655826918e-12,3.07172566847618e-12,7.88954022587897e-24,5.29468969083816e-09,2.22382985168057e-07,exponential,0.1,901,25,8,assessed
Ag_0,1.26214173106325e-19,9.83208245655281e-10,1.28369726010797e-10,1.04436589784897e-19,2.34589700931362e-07,1.06220105482525e-05,exponential,0.1,901,25,8,assessed
Aw_p,1.29465690991721e-20,6.3017880485601e-07,2.05442788608707e-14,3.38347496473026e-16,5.369276781413e-07,5.36907133862472e-05,exponential,0.1,901,25,8,assessed
Aw_m,8.50625814553068e-21,2.71027411724653e-07,3.13852318162287e-14,3.38347496418584e-16,1.24841985271976e-06,0.000124838846748806,exponential,0.1,901,25,8,assessed
Aio,7.21724303201614e-21,1.78520765313402e-06,4.04280309875767e-15,1.46337904818918e-21,4.86252793063234e-12,8.19724834139276e-11,exponential,0.1,901,25,8,assessed
Amda,1.20944736066365e-20,8.75747377113448e-08,1.38104594118239e-13,4.97670591696437e-20,7.06385582036185e-10,5.68280989494938e-08,exponential,0.1,901,25,8,assessed
Ag_q,1.08945710081016e-23,3.54672655826918e-12,3.07172566847618e-12,7.88954022587897e-24,5.29468969083816e-09,2.22382985168057e-07,exponential,0.1,901,25,16,assessed
Ag_0,1.26214173106325e-19,9.83208245655281e-10,1.28369726010797e-10,1.04436589784897e-19,2.34589700931362e-07,1.06220105482525e-05,exponential,0.1,901,25,16,assessed
Aw_p,1.29466163724721e-20,6.3017880485601e-07,2.0544353876564e-14,3.38347496473026e-16,5.36927678216316e-07,5.36907133862472e-05,exponential,0.1,901,25,16,assessed
Aw_m,8.50641659543006e-21,2.71027411724653e-07,3.13858164430691e-14,3.38347496418584e-16,1.24841985330439e-06,0.000124838846748806,exponential,0.1,901,25,16,assessed
Aio,7.21724303201614e-21,1.78520765313402e-06,4.04280309875767e-15,1.46337904818918e-21,4.86252793063234e-12,8.19724834139276e-11,exponential,0.1,901,25,16,assessed
Amda,1.20944736066365e-20,8.75747377113448e-08,1.38104594118239e-13,4.97670591696437e-20,7.06385582036185e-10,5.68280989494938e-08,exponential,0.1,901,25,16,assessed
Ag_q,1.09569592616714e-23,3.54672655826918e-12,3.08931604443125e-12,7.88954022587897e-24,5.31227510858249e-09,2.22382985168057e-07,exponential,0.1,901,33,0,assessed
Ag_0,1.26964366225799e-19,9.83208245655281e-10,1.29132731328124e-10,1.04436589784897e-19,2.35352705472653e-07,1.06220105482525e-05,exponential,0.1,901,33,0,assessed
Aw_p,5.10934482045407e-11,6.3017880485601e-07,8.1077700187354e-05,3.38347496473026e-16,0.0810782369658297,5.36907133862472e-05,exponential,0.1,901,33,0,assessed
Aw_m,5.10934482046366e-11,2.71027411724653e-07,0.000188517640630921,3.38347496418584e-16,0.188518888323821,0.000124838846748806,exponential,0.1,901,33,0,assessed
Aio,5.36534945797081e-21,1.78520765313402e-06,3.00544838498293e-15,1.46337904818918e-21,3.82517321743867e-12,8.19724834139276e-11,exponential,0.1,901,33,0,assessed
Amda,1.28156452421235e-20,8.75747377113448e-08,1.46339521842077e-13,4.97670591696437e-20,7.1462050966599e-10,5.68280989494938e-08,exponential,0.1,901,33,0,assessed
Ag_q,1.09569592616714e-23,3.54672655826918e-12,3.08931604443125e-12,7.88954022587897e-24,5.31227510858249e-09,2.22382985168057e-07,exponential,0.1,901,33,8,assessed
Ag_0,1.26964366225799e-19,9.83208245655281e-10,1.29132731328124e-10,1.04436589784897e-19,2.35352705472653e-07,1.06220105482525e-05,exponential,0.1,901,33,8,assessed
Aw_p,8.21581288805728e-21,6.3017880485601e-07,1.3037272635557e-14,3.38347496473026e-16,5.36920171135087e-07,5.36907133862472e-05,exponential,0.1,901,33,8,assessed
Aw_m,4.93837507056474e-21,2.71027411724653e-07,1.82209431848238e-14,3.38347496418584e-16,1.24840668843118e-06,0.000124838846748806,exponential,0.1,901,33,8,assessed
Aio,5.36534945797081e-21,1.78520765313402e-06,3.00544838498293e-15,1.46337904818918e-21,3.82517321743867e-12,8.19724834139276e-11,exponential,0.1,901,33,8,assessed
Amda,1.28156452421235e-20,8.75747377113448e-08,1.46339521842077e-13,4.97670591696437e-20,7.1462050966599e-10,5.68280989494938e-08,exponential,0.1,901,33,8,assessed
Ag_q,1.09569592616714e-23,3.54672655826918e-12,3.08931604443125e-12,7.88954022587897e-24,5.31227510858249e-09,2.22382985168057e-07,exponential,0.1,901,33,16,assessed
Ag_0,1.26964366225799e-19,9.83208245655281e-10,1.29132731328124e-10,1.04436589784897e-19,2.35352705472653e-07,1.06220105482525e-05,exponential,0.1,901,33,16,assessed
Aw_p,8.21669792016499e-21,6.3017880485601e-07,1.30386770498294e-14,3.38347496473026e-16,5.36920172539501e-07,5.36907133862472e-05,exponential,0.1,901,33,16,assessed
Aw_m,4.94154869984264e-21,2.71027411724653e-07,1.82326528095356e-14,3.38347496418584e-16,1.24840670014081e-06,0.000124838846748806,exponential,0.1,901,33,16,assessed
Aio,5.36534945797081e-21,1.78520765313402e-06,3.00544838498293e-15,1.46337904818918e-21,3.82517321743867e-12,8.19724834139276e-11,exponential,0.1,901,33,16,assessed
Amda,1.28156452421235e-20,8.75747377113448e-08,1.46339521842077e-13,4.97670591696437e-20,7.1462050966599e-10,5.68280989494938e-08,exponential,0.1,901,33,16,assessed
Ag_q,1.06015004982211e-23,3.54672655826918e-12,2.98909440128778e-12,7.88954022587897e-24,5.21208171497896e-09,2.22382985168057e-07,exponential,0.1,901,49,0,assessed
Ag_0,1.22379470405907e-19,9.83208245655281e-10,1.24469532214251e-10,1.04436589784897e-19,2.30689511101615e-07,1.06220105482525e-05,exponential,0.1,901,49,0,assessed
Aw_p,1.52099433679727e-11,6.3017880485601e-07,2.41359170615838e-05,3.38347496473026e-16,0.0241364539304175,5.36907133862472e-05,exponential,0.1,901,49,0,assessed
Aw_m,1.52099433681665e-11,2.71027411724653e-07,5.61195757705086e-05,3.38347496418584e-16,0.0561208239519137,0.000124838846748806,exponential,0.1,901,49,0,assessed
Aio,2.26363725568512e-21,1.78520765313402e-06,1.267996611885e-15,1.46337904818918e-21,2.087721445314e-12,8.19724834139276e-11,exponential,0.1,901,49,0,assessed
Amda,2.02946969512058e-20,8.75747377113448e-08,2.3174145286166e-13,4.97670591696437e-20,8.00022439710384e-10,5.68280989494938e-08,exponential,0.1,901,49,0,assessed
Ag_q,1.06015004982211e-23,3.54672655826918e-12,2.98909440128778e-12,7.88954022587897e-24,5.21208171497896e-09,2.22382985168057e-07,exponential,0.1,901,49,8,assessed
Ag_0,1.22379470405907e-19,9.83208245655281e-10,1.24469532214251e-10,1.04436589784897e-19,2.30689511101615e-07,1.06220105482525e-05,exponential,0.1,901,49,8,assessed
Aw_p,9.09330629375667e-21,6.3017880485601e-07,1.44297241095476e-14,3.38347496473026e-16,5.36921563586559e-07,5.36907133862472e-05,exponential,0.1,901,49,8,assessed
Aw_m,6.92716562732956e-21,2.71027411724653e-07,2.5558911488876e-14,3.38347496418584e-16,1.24841402639946e-06,0.000124838846748806,exponential,0.1,901,49,8,assessed
Aio,2.26363725568512e-21,1.78520765313402e-06,1.267996611885e-15,1.46337904818918e-21,2.087721445314e-12,8.19724834139276e-11,exponential,0.1,901,49,8,assessed
Amda,2.02946969512058e-20,8.75747377113448e-08,2.3174145286166e-13,4.97670591696437e-20,8.00022439710384e-10,5.68280989494938e-08,exponential,0.1,901,49,8,assessed
Ag_q,1.06015004982211e-23,3.54672655826918e-12,2.98909440128778e-12,7.88954022587897e-24,5.21208171497896e-09,2.22382985168057e-07,exponential,0.1,901,49,16,assessed
Ag_0,1.22379470405907e-19,9.83208245655281e-10,1.24469532214251e-10,1.04436589784897e-19,2.30689511101615e-07,1.06220105482525e-05,exponential,0.1,901,49,16,assessed
Aw_p,9.09334387214467e-21,6.3017880485601e-07,1.44297837408581e-14,3.38347496473026e-16,5.3692156364619e-07,5.36907133862472e-05,exponential,0.1,901,49,16,assessed
Aw_m,6.92718432480115e-21,2.71027411724653e-07,2.5558980476258e-14,3.38347496418584e-16,1.24841402646845e-06,0.000124838846748806,exponential,0.1,901,49,16,assessed
Aio,2.26363725568512e-21,1.78520765313402e-06,1.267996611885e-15,1.46337904818918e-21,2.087721445314e-12,8.19724834139276e-11,exponential,0.1,901,49,16,assessed
Amda,2.02946969512058e-20,8.75747377113448e-08,2.3174145286166e-13,4.97670591696437e-20,8.00022439710384e-10,5.68280989494938e-08,exponential,0.1,901,49,16,assessed
Ag_q,1.12409593113653e-23,3.54672655826918e-12,3.16938989422714e-12,7.88954022587897e-24,5.39232638791009e-09,2.22382985168057e-07,exponential,0.1,901,65,0,assessed
Ag_0,1.30020444587518e-19,9.83208245655281e-10,1.32241003024606e-10,1.04436589784897e-19,2.38460974007783e-07,1.06220105482525e-05,exponential,0.1,901,65,0,assessed
Aw_p,1.16796283744072e-11,6.3017880485601e-07,1.85338324367731e-05,3.38347496473026e-16,0.0185343693144965,5.36907133862472e-05,exponential,0.1,901,65,0,assessed
Aw_m,1.16796283744843e-11,2.71027411724653e-07,4.30939007245144e-05,3.38347496418584e-16,0.0430951489539799,0.000124838846748806,exponential,0.1,901,65,0,assessed
Aio,1.0881218370321e-21,1.78520765313402e-06,6.09521158573259e-16,1.46337904818918e-21,1.42924599237111e-12,8.19724834139276e-11,exponential,0.1,901,65,0,assessed
Amda,1.90149950370073e-20,8.75747377113448e-08,2.17128769482389e-13,4.97670591696437e-20,7.85409756497973e-10,5.68280989494938e-08,exponential,0.1,901,65,0,assessed
Ag_q,1.12409593113653e-23,3.54672655826918e-12,3.16938989422714e-12,7.88954022587897e-24,5.39232638791009e-09,2.22382985168057e-07,exponential,0.1,901,65,8,assessed
Ag_0,1.30020444587518e-19,9.83208245655281e-10,1.32241003024606e-10,1.04436589784897e-19,2.38460974007783e-07,1.06220105482525e-05,exponential,0.1,901,65,8,assessed
Aw_p,2.79286930784991e-21,6.3017880485601e-07,4.431868044956e-15,3.38347496473026e-16,5.3691156573051e-07,5.36907133862472e-05,exponential,0.1,901,65,8,assessed
Aw_m,5.15115486470883e-21,2.71027411724653e-07,1.90060290652153e-14,3.38347496418584e-16,1.24840747351706e-06,0.000124838846748806,exponential,0.1,901,65,8,assessed
Aio,1.0881218370321e-21,1.78520765313402e-06,6.09521158573259e-16,1.46337904818918e-21,1.42924599237111e-12,8.19724834139276e-11,exponential,0.1,901,65,8,assessed
Amda,1.90149950370073e-20,8.75747377113448e-08,2.17128769482389e-13,4.97670591696437e-20,7.85409756497973e-10,5.68280989494938e-08,exponential,0.1,901,65,8,assessed
Ag_q,1.12409593113653e-23,3.54672655826918e-12,3.16938989422714e-12,7.88954022587897e-24,5.39232638791009e-09,2.22382985168057e-07,exponential,0.1,901,65,16,assessed
Ag_0,1.30020444587518e-19,9.83208245655281e-10,1.32241003024606e-10,1.04436589784897e-19,2.38460974007783e-07,1.06220105482525e-05,exponential,0.1,901,65,16,assessed
Aw_p,2.8040321541521e-21,6.3017880485601e-07,4.44958182113535e-15,3.38347496473026e-16,5.36911583444286e-07,5.36907133862472e-05,exponential,0.1,901,65,16,assessed
Aw_m,5.14830746130783e-21,2.71027411724653e-07,1.89955231042762e-14,3.38347496418584e-16,1.2484074630111e-06,0.000124838846748806,exponential,0.1,901,65,16,assessed
Aio,1.0881218370321e-21,1.78520765313402e-06,6.09521158573259e-16,1.46337904818918e-21,1.42924599237111e-12,8.19724834139276e-11,exponential,0.1,901,65,16,assessed
Amda,1.90149950370073e-20,8.75747377113448e-08,2.17128769482389e-13,4.97670591696437e-20,7.85409756497973e-10,5.68280989494938e-08,exponential,0.1,901,65,16,assessed
Ag_q,3.55242669884052e-13,4.10320443181766e-10,0.000865768878414581,7.56675155939436e-22,0.865766770281512,1.84410336947523e-07,exponential,1,327,9,0,rejected
Ag_0,4.12192364104958e-09,1.42843948930341e-07,0.0288561305670684,1.00049318357166e-17,28.8561304350979,7.00409911697037e-06,exponential,1,327,9,0,rejected
Aw_p,9.24551599871741e-08,0.000190178765639072,0.000486148701599203,9.14596166053921e-15,0.48614874968804,4.80913924841044e-06,exponential,1,327,9,0,rejected
Aw_m,1.00557306600453e-07,0.00011943040079984,0.000841974119880772,9.14596136656751e-15,0.841974196453566,7.65798431993805e-06,exponential,1,327,9,0,rejected
Aio,4.97751460761758e-08,0.00018103471252003,0.000274948076991967,3.07531250852131e-19,0.274948076992147,1.69874189634436e-10,exponential,1,327,9,0,rejected
Amda,3.1992126215554e-11,1.76022913017532e-05,1.81749782838598e-06,9.02588292946332e-18,0.00181749834105023,5.12767501356573e-08,exponential,1,327,9,0,rejected
Ag_q,3.55242669884052e-13,4.10320443181766e-10,0.000865768878414581,7.56675155939436e-22,0.865766770281512,1.84410336947523e-07,exponential,1,327,9,8,rejected
Ag_0,4.12192364104958e-09,1.42843948930341e-07,0.0288561305670684,1.00049318357166e-17,28.8561304350979,7.00409911697037e-06,exponential,1,327,9,8,rejected
Aw_p,9.21499854886904e-08,0.000190178765639072,0.000484544029818638,9.14596166053921e-15,0.484544077907483,4.80913924841044e-06,exponential,1,327,9,8,rejected
Aw_m,1.00327942782626e-07,0.00011943040079984,0.000840053638861773,9.14596136656751e-15,0.840053715434583,7.65798431993805e-06,exponential,1,327,9,8,rejected
Aio,4.97751460761758e-08,0.00018103471252003,0.000274948076991967,3.07531250852131e-19,0.274948076992147,1.69874189634436e-10,exponential,1,327,9,8,rejected
Amda,3.1992126215554e-11,1.76022913017532e-05,1.81749782838598e-06,9.02588292946332e-18,0.00181749834105023,5.12767501356573e-08,exponential,1,327,9,8,rejected
Ag_q,3.55242669884052e-13,4.10320443181766e-10,0.000865768878414581,7.56675155939436e-22,0.865766770281512,1.84410336947523e-07,exponential,1,327,9,16,rejected
Ag_0,4.12192364104958e-09,1.42843948930341e-07,0.0288561305670684,1.00049318357166e-17,28.8561304350979,7.00409911697037e-06,exponential,1,327,9,16,rejected
Aw_p,9.21499854886904e-08,0.000190178765639072,0.000484544029818638,9.14596166053921e-15,0.484544077907483,4.80913924841044e-06,exponential,1,327,9,16,rejected
Aw_m,1.00327942782626e-07,0.00011943040079984,0.000840053638861773,9.14596136656751e-15,0.840053715434583,7.65798431993805e-06,exponential,1,327,9,16,rejected
Aio,4.97751460761758e-08,0.00018103471252003,0.000274948076991967,3.07531250852131e-19,0.274948076992147,1.69874189634436e-10,exponential,1,327,9,16,rejected
Amda,3.1992126215554e-11,1.76022913017532e-05,1.81749782838598e-06,9.02588292946332e-18,0.00181749834105023,5.12767501356573e-08,exponential,1,327,9,16,rejected
Ag_q,1.58091017607753e-16,4.10320443181766e-10,3.85286719769215e-07,7.56675155939436e-22,0.000385287624885051,1.84410336947523e-07,exponential,1,327,13,0,assessed
Ag_0,1.8787277201189e-12,1.42843948930341e-07,1.31523087550252e-05,1.00049318357166e-17,0.0131523787039417,7.00409911697037e-06,exponential,1,327,13,0,assessed
Aw_p,3.43469574188142e-09,0.000190178765639072,1.80603535328434e-05,9.14596166053921e-15,0.0180604016241409,4.80913924841044e-06,exponential,1,327,13,0,assessed
Aw_m,3.43124910997652e-09,0.00011943040079984,2.8730114669272e-05,9.14596136656751e-15,0.0287301912488746,7.65798431993805e-06,exponential,1,327,13,0,assessed
Aio,8.45969635995873e-11,0.00018103471252003,4.67296920143021e-07,3.07531250852131e-19,0.000467296921839182,1.69874189634436e-10,exponential,1,327,13,0,assessed
Amda,3.0550660317022e-14,1.76022913017532e-05,1.73560701804651e-09,9.02588292946332e-18,1.73611978544927e-06,5.12767501356573e-08,exponential,1,327,13,0,assessed
Ag_q,1.58091017607753e-16,4.10320443181766e-10,3.85286719769215e-07,7.56675155939436e-22,0.000385287624885051,1.84410336947523e-07,exponential,1,327,13,8,assessed
Ag_0,1.8787277201189e-12,1.42843948930341e-07,1.31523087550252e-05,1.00049318357166e-17,0.0131523787039417,7.00409911697037e-06,exponential,1,327,13,8,assessed
Aw_p,2.55308864372664e-10,0.000190178765639072,1.342467775068e-06,9.14596166053921e-15,0.00134251586645343,4.80913924841044e-06,exponential,1,327,13,8,assessed
Aw_m,1.56864198604895e-10,0.00011943040079984,1.31343608959156e-06,9.14596136656751e-15,0.00131351266942376,7.65798431993805e-06,exponential,1,327,13,8,assessed
Aio,8.45969635995873e-11,0.00018103471252003,4.67296920143021e-07,3.07531250852131e-19,0.000467296921839182,1.69874189634436e-10,exponential,1,327,13,8,assessed
Amda,3.0550660317022e-14,1.76022913017532e-05,1.73560701804651e-09,9.02588292946332e-18,1.73611978544927e-06,5.12767501356573e-08,exponential,1,327,13,8,assessed
Ag_q,1.58091017607753e-16,4.10320443181766e-10,3.85286719769215e-07,7.56675155939436e-22,0.000385287624885051,1.84410336947523e-07,exponential,1,327,13,16,assessed
Ag_0,1.8787277201189e-12,1.42843948930341e-07,1.31523087550252e-05,1.00049318357166e-17,0.0131523787039417,7.00409911697037e-06,exponential,1,327,13,16,assessed
Aw_p,2.55308864372661e-10,0.000190178765639072,1.34246777506799e-06,9.14596166053921e-15,0.00134251586645341,4.80913924841044e-06,exponential,1,327,13,16,assessed
Aw_m,1.56864198604891e-10,0.00011943040079984,1.31343608959153e-06,9.14596136656751e-15,0.00131351266942373,7.65798431993805e-06,exponential,1,327,13,16,assessed
Aio,8.45969635995873e-11,0.00018103471252003,4.67296920143021e-07,3.07531250852131e-19,0.000467296921839182,1.69874189634436e-10,exponential,1,327,13,16,assessed
Amda,3.0550660317022e-14,1.76022913017532e-05,1.73560701804651e-09,9.02588292946332e-18,1.73611978544927e-06,5.12767501356573e-08,exponential,1,327,13,16,assessed
Ag_q,1.67375090574408e-20,4.10320443181766e-10,4.07913116091716e-11,7.56675155939436e-22,4.26353155655835e-08,1.84410336947523e-07,exponential,1,327,17,0,assessed
Ag_0,2.12853424987416e-16,1.42843948930341e-07,1.49011159787535e-09,1.00049318357166e-17,1.56015257861331e-06,7.00409911697037e-06,exponential,1,327,17,0,assessed
Aw_p,1.63906931851456e-09,0.000190178765639072,8.61857165286918e-06,9.14596166053921e-15,0.00861861974421635,4.80913924841044e-06,exponential,1,327,17,0,assessed
Aw_m,1.63908126375222e-09,0.00011943040079984,1.37241544261352e-05,9.14596136656751e-15,0.0137242310058635,7.65798431993805e-06,exponential,1,327,17,0,assessed
Aio,5.70420447533934e-14,0.00018103471252003,3.15088990168569e-10,3.07531250852131e-19,3.15090688908725e-07,1.69874189634436e-10,exponential,1,327,17,0,assessed
Amda,1.65270224363408e-17,1.76022913017532e-05,9.38913130854428e-13,9.02588292946332e-18,1.45168063215766e-09,5.12767501356573e-08,exponential,1,327,17,0,assessed
Ag_q,1.67375090574408e-20,4.10320443181766e-10,4.07913116091716e-11,7.56675155939436e-22,4.26353155655835e-08,1.84410336947523e-07,exponential,1,327,17,8,assessed
Ag_0,2.12853424987416e-16,1.42843948930341e-07,1.49011159787535e-09,1.00049318357166e-17,1.56015257861331e-06,7.00409911697037e-06,exponential,1,327,17,8,assessed
Aw_p,3.13521315676085e-13,0.000190178765639072,1.64856110314175e-09,9.14596166053921e-15,1.69665249561719e-06,4.80913924841044e-06,exponential,1,327,17,8,assessed
Aw_m,1.41348557431313e-13,0.00011943040079984,1.18352242381072e-09,9.14596136656751e-15,1.26010226700019e-06,7.65798431993805e-06,exponential,1,327,17,8,assessed
Aio,5.70420447533934e-14,0.00018103471252003,3.15088990168569e-10,3.07531250852131e-19,3.15090688908725e-07,1.69874189634436e-10,exponential,1,327,17,8,assessed
Amda,1.65270224363408e-17,1.76022913017532e-05,9.38913130854428e-13,9.02588292946332e-18,1.45168063215766e-09,5.12767501356573e-08,exponential,1,327,17,8,assessed
Ag_q,1.67375090574408e-20,4.10320443181766e-10,4.07913116091716e-11,7.56675155939436e-22,4.26353155655835e-08,1.84410336947523e-07,exponential,1,327,17,16,assessed
Ag_0,2.12853424987416e-16,1.42843948930341e-07,1.49011159787535e-09,1.00049318357166e-17,1.56015257861331e-06,7.00409911697037e-06,exponential,1,327,17,16,assessed
Aw_p,3.13521315683066e-13,0.000190178765639072,1.64856110317846e-09,9.14596166053921e-15,1.69665249565389e-06,4.80913924841044e-06,exponential,1,327,17,16,assessed
Aw_m,1.41348557448939e-13,0.00011943040079984,1.18352242395831e-09,9.14596136656751e-15,1.26010226714778e-06,7.65798431993805e-06,exponential,1,327,17,16,assessed
Aio,5.70420447533934e-14,0.00018103471252003,3.15088990168569e-10,3.07531250852131e-19,3.15090688908725e-07,1.69874189634436e-10,exponential,1,327,17,16,assessed
Amda,1.65270224363408e-17,1.76022913017532e-05,9.38913130854428e-13,9.02588292946332e-18,1.45168063215766e-09,5.12767501356573e-08,exponential,1,327,17,16,assessed
Ag_q,1.06814836607449e-21,4.10320443181766e-10,2.60320533335288e-12,7.56675155939436e-22,4.4473023585208e-09,1.84410336947523e-07,exponential,1,327,25,0,assessed
Ag_0,1.23651537277293e-17,1.42843948930341e-07,8.65640709342138e-11,1.00049318357166e-17,1.56605061497913e-07,7.00409911697037e-06,exponential,1,327,25,0,assessed
Aw_p,1.9658497078733e-09,0.000190178765639072,1.03368517576992e-05,9.14596166053921e-15,0.0103368998490373,4.80913924841044e-06,exponential,1,327,25,0,assessed
Aw_m,1.96584970787183e-09,0.00011943040079984,1.64602119285064e-05,9.14596136656751e-15,0.0164602885082118,7.65798431993805e-06,exponential,1,327,25,0,assessed
Aio,8.04257586180136e-19,0.00018103471252003,4.44256007582608e-15,3.07531250852131e-19,6.1413019721459e-12,1.69874189634436e-10,exponential,1,327,25,0,assessed
Amda,5.21650754125679e-18,1.76022913017532e-05,2.96353892333165e-13,9.02588292946332e-18,8.09121393672902e-10,5.12767501356573e-08,exponential,1,327,25,0,assessed
Ag_q,1.06814836607449e-21,4.10320443181766e-10,2.60320533335288e-12,7.56675155939436e-22,4.4473023585208e-09,1.84410336947523e-07,exponential,1,327,25,8,assessed
Ag_0,1.23651537277293e-17,1.42843948930341e-07,8.65640709342138e-11,1.00049318357166e-17,1.56605061497913e-07,7.00409911697037e-06,exponential,1,327,25,8,assessed
Aw_p,1.37880412774305e-18,0.000190178765639072,7.25004246982962e-15,9.14596166053921e-15,4.80986425265742e-08,4.80913924841044e-06,exponential,1,327,25,8,assessed
Aw_m,1.20177443327926e-18,0.00011943040079984,1.0062550449725e-14,9.14596136656751e-15,7.65899057498302e-08,7.65798431993805e-06,exponential,1,327,25,8,assessed
Aio,8.04257586180136e-19,0.00018103471252003,4.44256007582608e-15,3.07531250852131e-19,6.1413019721459e-12,1.69874189634436e-10,exponential,1,327,25,8,assessed
Amda,5.21650754125679e-18,1.76022913017532e-05,2.96353892333165e-13,9.02588292946332e-18,8.09121393672902e-10,5.12767501356573e-08,exponential,1,327,25,8,assessed
Ag_q,1.06814836607449e-21,4.10320443181766e-10,2.60320533335288e-12,7.56675155939436e-22,4.4473023585208e-09,1.84410336947523e-07,exponential,1,327,25,16,assessed
Ag_0,1.23651537277293e-17,1.42843948930341e-07,8.65640709342138e-11,1.00049318357166e-17,1.56605061497913e-07,7.00409911697037e-06,exponential,1,327,25,16,assessed
Aw_p,1.37880444613234e-18,0.000190178765639072,7.25004414398758e-15,9.14596166053921e-15,4.80986425282483e-08,4.80913924841044e-06,exponential,1,327,25,16,assessed
Aw_m,1.20176714095162e-18,0.00011943040079984,1.00624893905005e-14,9.14596136656751e-15,7.6589905688771e-08,7.65798431993805e-06,exponential,1,327,25,16,assessed
Aio,8.04257586180136e-19,0.00018103471252003,4.44256007582608e-15,3.07531250852131e-19,6.1413019721459e-12,1.69874189634436e-10,exponential,1,327,25,16,assessed
Amda,5.21650754125679e-18,1.76022913017532e-05,2.96353892333165e-13,9.02588292946332e-18,8.09121393672902e-10,5.12767501356573e-08,exponential,1,327,25,16,assessed
Ag_q,1.07395375542628e-21,4.10320443181766e-10,2.61735376160758e-12,7.56675155939436e-22,4.46145075229417e-09,1.84410336947523e-07,exponential,1,327,33,0,assessed
Ag_0,1.2435020003014e-17,1.42843948930341e-07,8.70531800340947e-11,1.00049318357166e-17,1.5709417059437e-07,7.00409911697037e-06,exponential,1,327,33,0,assessed
Aw_p,1.46712974922612e-09,0.000190178765639072,7.71447718832338e-06,9.14596166053921e-15,0.0077145252796753,4.80913924841044e-06,exponential,1,327,33,0,assessed
