waveCount,gramError,denseError,fixedError,targetedError
1,6.66133814775094e-16,2.40783742810891e-06,2.40783742810891e-06,2.40783742810891e-06
2,2.91893407125856e-13,2.57878264164901e-06,2.57684132520808e-06,2.57878264164901e-06
3,3.05454498236275e-10,3.40855672220641e-06,3.4055346986861e-06,3.40855672220641e-06
4,2.15132176288206e-07,1.82130406756187e-05,1.82130406756187e-05,1.82130406756187e-05
5,1.23491661723277e-05,0.000223971845116466,0.000223971845116466,0.000223971845116466
6,0.000137704931827671,0.000784325646236539,0.000784325646236539,0.000784325646236539
7,0.000388990182723708,0.0580514408648014,0.0580499656498432,0.0580511130392551
8,0.000780942422829299,0.275127172470093,0.275122553110123,0.275126725435257
