interaction,inputA,inputB,output,channel,error,modeA,signA,modeB,signB,referenceStability,eigenProductStability,productCount,zeroProductCount
1,wave,wave,wave,u*dx(u),9.48487601490336e-06,15,1,16,1,1.62894364663657e-10,3.88761818292949e-08,1024,0
1,wave,wave,wave,v*dy(u),9.48487601483373e-06,15,1,16,1,1.62894586708262e-10,2.92089550324448e-08,1024,0
1,wave,wave,wave,w*dz(u),0.022415674387076,2,1,1,1,6.20354454983207e-06,0.000143998003686807,1024,0
1,wave,wave,wave,u*dx(v),9.37834950906818e-06,15,1,16,1,1.62894586708262e-10,3.88786047800238e-08,1024,0
1,wave,wave,wave,v*dy(v),9.37834950906154e-06,15,1,16,1,1.62894586708262e-10,2.92113778721514e-08,1024,0
1,wave,wave,wave,w*dz(v),0.0193464853596675,2,1,1,1,6.20354455005412e-06,0.000143998001263412,1024,0
1,wave,wave,wave,u*dx(w),5.0219254316022e-07,15,1,16,1,5.8244520317885e-11,3.88837922971064e-08,1024,0
1,wave,wave,wave,v*dy(w),5.0219254317931e-07,15,1,16,1,5.82444092955825e-11,2.92165656112786e-08,1024,0
1,wave,wave,wave,w*dz(w),5.02210081575017e-07,16,1,15,1,5.824429827328e-11,3.88879232149364e-08,1024,0
1,wave,wave,wave,u*dx(eta),3.86672497152238e-06,16,1,16,1,3.82840426027542e-10,2.91079874648048e-08,1024,0
1,wave,wave,wave,v*dy(eta),3.86672497152681e-06,16,1,16,1,3.82840203982937e-10,1.94407603348878e-08,1024,0
1,wave,wave,wave,w*dz(eta),3.86668871114807e-06,16,1,16,1,3.82838649670703e-10,2.91123143369987e-08,1024,0
1,wave,wave,wave,w*eta*dlogN2,9.02501333418179e-05,15,1,16,1,6.30733243411896e-11,2.90914449196933e-08,1024,0
1,wave,apv,wave,u*dx(u),2.9382090204015e-06,16,1,1,0,7.92699239582362e-14,3.24332338348418e-07,128,0
1,wave,apv,wave,v*dy(u),2.93820902010029e-06,16,1,1,0,7.94919685631612e-14,3.24332341913196e-07,128,0
1,wave,apv,wave,w*dz(u),1.8215998536747e-06,15,1,2,0,2.31414887252868e-12,4.83635932635451e-07,128,0
1,wave,apv,wave,u*dx(v),2.90254802476542e-06,16,1,1,0,7.92699239582362e-14,3.05118901015451e-07,128,0
1,wave,apv,wave,v*dy(v),2.90254802501788e-06,16,1,1,0,7.92699239582362e-14,3.05118928250677e-07,128,0
1,wave,apv,wave,w*dz(v),1.8049066511868e-06,15,1,2,0,2.31414887252868e-12,4.83635932968518e-07,128,0
1,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,0,128
1,wave,apv,wave,u*dx(eta),6.65327745715729e-07,3,1,1,0,2.34068320281722e-12,4.97366443363845e-07,128,0
1,wave,apv,wave,v*dy(eta),6.65327745756987e-07,3,1,1,0,2.34079422511968e-12,4.97370856944457e-07,128,0
1,wave,apv,wave,w*dz(eta),0.000247581226646821,3,1,-1,0,7.65136087821361e-09,6.51736529189151e-07,128,0
1,wave,apv,wave,w*eta*dlogN2,1.18972651936042e-05,16,1,2,0,1.09534603609518e-12,4.88403734899556e-07,128,0
1,apv,wave,wave,u*dx(u),0,-1,0,1,1,0,0,0,128
1,apv,wave,wave,v*dy(u),2.93829269353629e-06,1,0,16,1,7.94919685631612e-14,3.2435561314307e-07,128,0
1,apv,wave,wave,w*dz(u),0,-1,0,1,1,0,0,0,128
1,apv,wave,wave,u*dx(v),0,-1,0,1,1,0,0,0,128
1,apv,wave,wave,v*dy(v),2.90263353774126e-06,1,0,16,1,7.92699239582362e-14,3.05116290372848e-07,128,0
1,apv,wave,wave,w*dz(v),0,-1,0,1,1,0,0,0,128
1,apv,wave,wave,u*dx(w),0,-1,0,1,1,0,0,0,128
