interaction,inputA,inputB,output,channel,error,modeA,signA,modeB,signB,referenceStability,productCount,zeroProductCount
119,wave,apv,wave,w*dz(eta),0.00866878390377044,8,1,3,0,1.64285440392572e-15,64,0
119,wave,apv,wave,w*eta*dlogN2,0,1,1,-1,0,0,0,64
119,apv,wave,wave,u*dx(u),0,-1,0,1,1,0,0,64
119,apv,wave,wave,v*dy(u),0,-1,0,1,1,0,0,64
119,apv,wave,wave,w*dz(u),0,-1,0,1,1,0,0,64
119,apv,wave,wave,u*dx(v),0,-1,0,1,1,0,0,64
119,apv,wave,wave,v*dy(v),0,-1,0,1,1,0,0,64
119,apv,wave,wave,w*dz(v),0,-1,0,1,1,0,0,64
119,apv,wave,wave,u*dx(w),0,-1,0,1,1,0,0,64
119,apv,wave,wave,v*dy(w),0,-1,0,1,1,0,0,64
119,apv,wave,wave,w*dz(w),0,-1,0,1,1,0,0,64
119,apv,wave,wave,u*dx(eta),0,-1,0,1,1,0,0,64
119,apv,wave,wave,v*dy(eta),0,-1,0,1,1,0,0,64
119,apv,wave,wave,w*dz(eta),0,-1,0,1,1,0,0,64
119,apv,wave,wave,w*eta*dlogN2,0,-1,0,1,1,0,0,64
119,wave,boundary,wave,u*dx(u),0,1,1,1,0,0,0,32
119,wave,boundary,wave,v*dy(u),0.00114520896565225,1,1,1,0,3.5527136788005e-15,32,0
119,wave,boundary,wave,w*dz(u),0.00698777932630042,2,1,1,0,5.22387269555237e-15,32,0
119,wave,boundary,wave,u*dx(v),0,1,1,1,0,0,0,32
119,wave,boundary,wave,v*dy(v),0,1,1,1,0,0,0,32
119,wave,boundary,wave,w*dz(v),0,1,1,1,0,0,0,32
119,wave,boundary,wave,u*dx(w),0,1,1,1,0,0,0,32
119,wave,boundary,wave,v*dy(w),0,1,1,1,0,0,0,32
119,wave,boundary,wave,w*dz(w),0,1,1,1,0,0,0,32
119,wave,boundary,wave,u*dx(eta),0,1,1,1,0,0,0,32
119,wave,boundary,wave,v*dy(eta),0.00224649174106981,8,1,1,0,3.33066907387547e-15,32,0
119,wave,boundary,wave,w*dz(eta),0.00461118635248774,2,1,1,0,3.88578058618805e-15,32,0
119,wave,boundary,wave,w*eta*dlogN2,0,1,1,1,0,0,0,32
119,boundary,wave,wave,u*dx(u),0,1,0,1,1,0,0,32
119,boundary,wave,wave,v*dy(u),0,1,0,1,1,0,0,32
119,boundary,wave,wave,w*dz(u),0,1,0,1,1,0,0,32
119,boundary,wave,wave,u*dx(v),0,1,0,1,1,0,0,32
119,boundary,wave,wave,v*dy(v),0,1,0,1,1,0,0,32
119,boundary,wave,wave,w*dz(v),0,1,0,1,1,0,0,32
119,boundary,wave,wave,u*dx(w),0,1,0,1,1,0,0,32
119,boundary,wave,wave,v*dy(w),0,1,0,1,1,0,0,32
119,boundary,wave,wave,w*dz(w),0,1,0,1,1,0,0,32
119,boundary,wave,wave,u*dx(eta),0,1,0,1,1,0,0,32
119,boundary,wave,wave,v*dy(eta),0,1,0,1,1,0,0,32
119,boundary,wave,wave,w*dz(eta),0,1,0,1,1,0,0,32
119,boundary,wave,wave,w*eta*dlogN2,0,1,0,1,1,0,0,32
119,apv,boundary,wave,u*dx(u),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,v*dy(u),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,w*dz(u),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,u*dx(v),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,v*dy(v),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,w*dz(v),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,u*dx(w),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,v*dy(w),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,w*dz(w),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,u*dx(eta),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,v*dy(eta),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,w*dz(eta),0,-1,0,1,0,0,0,8
119,apv,boundary,wave,w*eta*dlogN2,0,-1,0,1,0,0,0,8
119,boundary,apv,wave,u*dx(u),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,v*dy(u),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,w*dz(u),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,u*dx(v),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,v*dy(v),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,w*dz(v),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,u*dx(w),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,v*dy(w),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,w*dz(w),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,u*dx(eta),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,v*dy(eta),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,w*dz(eta),0,1,0,-1,0,0,0,8
119,boundary,apv,wave,w*eta*dlogN2,0,1,0,-1,0,0,0,8
119,boundary,boundary,wave,u*dx(u),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,v*dy(u),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,w*dz(u),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,u*dx(v),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,v*dy(v),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,w*dz(v),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,u*dx(w),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,v*dy(w),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,w*dz(w),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,u*dx(eta),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,v*dy(eta),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,w*dz(eta),0,1,0,1,0,0,0,4
119,boundary,boundary,wave,w*eta*dlogN2,0,1,0,1,0,0,0,4
120,wave,wave,inertial,u*dx(u),0,1,1,1,1,0,0,256
120,wave,wave,inertial,v*dy(u),0.0500635347728636,8,1,7,1,2.13657387765856e-15,256,0
120,wave,wave,inertial,w*dz(u),0.0500658088528428,7,1,8,1,1.26947710304742e-15,256,0
120,wave,wave,inertial,u*dx(v),0,1,1,1,1,0,0,256
120,wave,wave,inertial,v*dy(v),0.0500635347728636,8,1,7,1,8.24035213299885e-16,256,0
120,wave,wave,inertial,w*dz(v),0.0500658088528429,7,1,8,1,1.03498278437391e-15,256,0
120,wave,wave,mda,u*dx(eta),0,1,1,1,1,0,0,256
120,wave,wave,mda,v*dy(eta),0.00077159063561038,8,1,8,1,3.92837815563856e-15,256,0
120,wave,wave,mda,w*dz(eta),0.000771590635610422,8,1,8,1,2.45725241073184e-15,256,0
120,wave,wave,mda,w*eta*dlogN2,0,1,1,1,1,0,0,256
120,wave,apv,inertial,u*dx(u),0,1,1,-1,0,0,0,64
120,wave,apv,inertial,v*dy(u),0.000398646926952214,8,1,2,0,1.03683316334113e-15,64,0
120,wave,apv,inertial,w*dz(u),0.000386728684233691,8,1,3,0,9.24324182725356e-16,64,0
120,wave,apv,inertial,u*dx(v),0,1,1,-1,0,0,0,64
120,wave,apv,inertial,v*dy(v),0,1,1,-1,0,0,0,64
120,wave,apv,inertial,w*dz(v),0,1,1,-1,0,0,0,64
120,wave,apv,mda,u*dx(eta),0,1,1,-1,0,0,0,64
120,wave,apv,mda,v*dy(eta),0.000103982725512177,7,1,3,0,2.36682719560564e-15,64,0
120,wave,apv,mda,w*dz(eta),0.000108459740141511,7,1,3,0,1.15737958199405e-15,64,0
120,wave,apv,mda,w*eta*dlogN2,0,1,1,-1,0,0,0,64
120,apv,wave,inertial,u*dx(u),0,-1,0,1,1,0,0,64
120,apv,wave,inertial,v*dy(u),0,-1,0,1,1,0,0,64
120,apv,wave,inertial,w*dz(u),0,-1,0,1,1,0,0,64
120,apv,wave,inertial,u*dx(v),0,-1,0,1,1,0,0,64
120,apv,wave,inertial,v*dy(v),0,-1,0,1,1,0,0,64
120,apv,wave,inertial,w*dz(v),0,-1,0,1,1,0,0,64
120,apv,wave,mda,u*dx(eta),0,-1,0,1,1,0,0,64
120,apv,wave,mda,v*dy(eta),0,-1,0,1,1,0,0,64
120,apv,wave,mda,w*dz(eta),0,-1,0,1,1,0,0,64
120,apv,wave,mda,w*eta*dlogN2,0,-1,0,1,1,0,0,64
120,wave,boundary,inertial,u*dx(u),0,1,1,1,0,0,0,32
120,wave,boundary,inertial,v*dy(u),8.52418023683923e-05,1,1,1,0,1.77635683940025e-15,32,0
120,wave,boundary,inertial,w*dz(u),0.000808603851247957,2,1,1,0,2.26425284476652e-15,32,0
120,wave,boundary,inertial,u*dx(v),0,1,1,1,0,0,0,32
120,wave,boundary,inertial,v*dy(v),0,1,1,1,0,0,0,32
120,wave,boundary,inertial,w*dz(v),0,1,1,1,0,0,0,32
120,wave,boundary,mda,u*dx(eta),0,1,1,1,0,0,0,32
120,wave,boundary,mda,v*dy(eta),6.99437354572446e-06,1,1,1,0,3.65377691905641e-16,32,0
120,wave,boundary,mda,w*dz(eta),0.000540240664461035,4,1,1,0,1.13215716530147e-15,32,0
120,wave,boundary,mda,w*eta*dlogN2,0,1,1,1,0,0,0,32
120,boundary,wave,inertial,u*dx(u),0,1,0,1,1,0,0,32
120,boundary,wave,inertial,v*dy(u),0,1,0,1,1,0,0,32
120,boundary,wave,inertial,w*dz(u),0,1,0,1,1,0,0,32
120,boundary,wave,inertial,u*dx(v),0,1,0,1,1,0,0,32
120,boundary,wave,inertial,v*dy(v),0,1,0,1,1,0,0,32
120,boundary,wave,inertial,w*dz(v),0,1,0,1,1,0,0,32
120,boundary,wave,mda,u*dx(eta),0,1,0,1,1,0,0,32
120,boundary,wave,mda,v*dy(eta),0,1,0,1,1,0,0,32
120,boundary,wave,mda,w*dz(eta),0,1,0,1,1,0,0,32
120,boundary,wave,mda,w*eta*dlogN2,0,1,0,1,1,0,0,32
120,apv,boundary,inertial,u*dx(u),0,-1,0,1,0,0,0,8
120,apv,boundary,inertial,v*dy(u),0,-1,0,1,0,0,0,8
120,apv,boundary,inertial,w*dz(u),0,-1,0,1,0,0,0,8
120,apv,boundary,inertial,u*dx(v),0,-1,0,1,0,0,0,8
120,apv,boundary,inertial,v*dy(v),0,-1,0,1,0,0,0,8
120,apv,boundary,inertial,w*dz(v),0,-1,0,1,0,0,0,8
120,apv,boundary,mda,u*dx(eta),0,-1,0,1,0,0,0,8
120,apv,boundary,mda,v*dy(eta),0,-1,0,1,0,0,0,8
120,apv,boundary,mda,w*dz(eta),0,-1,0,1,0,0,0,8
120,apv,boundary,mda,w*eta*dlogN2,0,-1,0,1,0,0,0,8
120,boundary,apv,inertial,u*dx(u),0,1,0,-1,0,0,0,8
120,boundary,apv,inertial,v*dy(u),0,1,0,-1,0,0,0,8
120,boundary,apv,inertial,w*dz(u),0,1,0,-1,0,0,0,8
120,boundary,apv,inertial,u*dx(v),0,1,0,-1,0,0,0,8
120,boundary,apv,inertial,v*dy(v),0,1,0,-1,0,0,0,8
120,boundary,apv,inertial,w*dz(v),0,1,0,-1,0,0,0,8
120,boundary,apv,mda,u*dx(eta),0,1,0,-1,0,0,0,8
120,boundary,apv,mda,v*dy(eta),0,1,0,-1,0,0,0,8
120,boundary,apv,mda,w*dz(eta),0,1,0,-1,0,0,0,8
120,boundary,apv,mda,w*eta*dlogN2,0,1,0,-1,0,0,0,8
120,boundary,boundary,inertial,u*dx(u),0,1,0,1,0,0,0,4
120,boundary,boundary,inertial,v*dy(u),0,1,0,1,0,0,0,4
120,boundary,boundary,inertial,w*dz(u),0,1,0,1,0,0,0,4
120,boundary,boundary,inertial,u*dx(v),0,1,0,1,0,0,0,4
120,boundary,boundary,inertial,v*dy(v),0,1,0,1,0,0,0,4
120,boundary,boundary,inertial,w*dz(v),0,1,0,1,0,0,0,4
120,boundary,boundary,mda,u*dx(eta),0,1,0,1,0,0,0,4
120,boundary,boundary,mda,v*dy(eta),0,1,0,1,0,0,0,4
120,boundary,boundary,mda,w*dz(eta),0,1,0,1,0,0,0,4
120,boundary,boundary,mda,w*eta*dlogN2,0,1,0,1,0,0,0,4
121,wave,wave,wave,u*dx(u),0,1,1,1,1,0,0,256
121,wave,wave,wave,v*dy(u),0.0466625363762862,7,1,8,1,4.44089209850063e-16,256,0
121,wave,wave,wave,w*dz(u),0.0466619395076315,8,1,7,1,3.33066907387547e-16,256,0
121,wave,wave,wave,u*dx(v),0,1,1,1,1,0,0,256
121,wave,wave,wave,v*dy(v),0.274685207012921,8,1,7,1,1.52410879564655e-15,256,0
121,wave,wave,wave,w*dz(v),0.274682206195515,8,1,7,1,1.49377764634512e-15,256,0
121,wave,wave,wave,u*dx(w),0,1,1,1,1,0,0,256
121,wave,wave,wave,v*dy(w),0.0269961209156153,8,1,8,1,5.30421564316318e-16,256,0
121,wave,wave,wave,w*dz(w),0.0269961209156153,8,1,8,1,4.89862631267423e-16,256,0
121,wave,wave,wave,u*dx(eta),0,1,1,1,1,0,0,256
121,wave,wave,wave,v*dy(eta),0.384944332545562,8,1,8,1,1.85081491212886e-15,256,0
121,wave,wave,wave,w*dz(eta),0.384944332545562,8,1,8,1,1.59973569642972e-15,256,0
121,wave,wave,wave,w*eta*dlogN2,0,1,1,1,1,0,0,256
121,wave,apv,wave,u*dx(u),0,1,1,-1,0,0,0,64
121,wave,apv,wave,v*dy(u),0.00152762236005428,8,1,2,0,2.22044604925031e-16,64,0
121,wave,apv,wave,w*dz(u),0.00151287502667622,7,1,3,0,2.22044604925031e-16,64,0
121,wave,apv,wave,u*dx(v),0,1,1,-1,0,0,0,64
121,wave,apv,wave,v*dy(v),0,1,1,-1,0,0,0,64
121,wave,apv,wave,w*dz(v),0,1,1,-1,0,0,0,64
121,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,64
121,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,64
121,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,64
121,wave,apv,wave,u*dx(eta),0,1,1,-1,0,0,0,64
121,wave,apv,wave,v*dy(eta),0.00912894841755629,8,1,3,0,1.90117818851704e-15,64,0
121,wave,apv,wave,w*dz(eta),0.00895942363435048,8,1,3,0,2.24467955372113e-15,64,0
121,wave,apv,wave,w*eta*dlogN2,0,1,1,-1,0,0,0,64
121,apv,wave,wave,u*dx(u),0,-1,0,1,1,0,0,64
121,apv,wave,wave,v*dy(u),0,-1,0,1,1,0,0,64
121,apv,wave,wave,w*dz(u),0,-1,0,1,1,0,0,64
121,apv,wave,wave,u*dx(v),0,-1,0,1,1,0,0,64
121,apv,wave,wave,v*dy(v),0,-1,0,1,1,0,0,64
121,apv,wave,wave,w*dz(v),0,-1,0,1,1,0,0,64
121,apv,wave,wave,u*dx(w),0,-1,0,1,1,0,0,64
121,apv,wave,wave,v*dy(w),0,-1,0,1,1,0,0,64
121,apv,wave,wave,w*dz(w),0,-1,0,1,1,0,0,64
121,apv,wave,wave,u*dx(eta),0,-1,0,1,1,0,0,64
121,apv,wave,wave,v*dy(eta),0,-1,0,1,1,0,0,64
121,apv,wave,wave,w*dz(eta),0,-1,0,1,1,0,0,64
121,apv,wave,wave,w*eta*dlogN2,0,-1,0,1,1,0,0,64
121,wave,boundary,wave,u*dx(u),0,1,1,1,0,0,0,32
121,wave,boundary,wave,v*dy(u),2.56825691313529e-05,8,1,1,0,1.77635683940025e-15,32,0
121,wave,boundary,wave,w*dz(u),0.000101422174148038,2,1,1,0,1.55431223447522e-15,32,0
121,wave,boundary,wave,u*dx(v),0,1,1,1,0,0,0,32
121,wave,boundary,wave,v*dy(v),0,1,1,1,0,0,0,32
121,wave,boundary,wave,w*dz(v),0,1,1,1,0,0,0,32
121,wave,boundary,wave,u*dx(w),0,1,1,1,0,0,0,32
121,wave,boundary,wave,v*dy(w),0,1,1,1,0,0,0,32
121,wave,boundary,wave,w*dz(w),0,1,1,1,0,0,0,32
121,wave,boundary,wave,u*dx(eta),0,1,1,1,0,0,0,32
121,wave,boundary,wave,v*dy(eta),0.00019060420092704,1,1,1,0,1.77635683940025e-15,32,0
121,wave,boundary,wave,w*dz(eta),0.00129294342496511,2,1,1,0,1.11022302462516e-15,32,0
121,wave,boundary,wave,w*eta*dlogN2,0,1,1,1,0,0,0,32
121,boundary,wave,wave,u*dx(u),0,1,0,1,1,0,0,32
121,boundary,wave,wave,v*dy(u),0,1,0,1,1,0,0,32
121,boundary,wave,wave,w*dz(u),0,1,0,1,1,0,0,32
121,boundary,wave,wave,u*dx(v),0,1,0,1,1,0,0,32
121,boundary,wave,wave,v*dy(v),0,1,0,1,1,0,0,32
121,boundary,wave,wave,w*dz(v),0,1,0,1,1,0,0,32
121,boundary,wave,wave,u*dx(w),0,1,0,1,1,0,0,32
121,boundary,wave,wave,v*dy(w),0,1,0,1,1,0,0,32
121,boundary,wave,wave,w*dz(w),0,1,0,1,1,0,0,32
121,boundary,wave,wave,u*dx(eta),0,1,0,1,1,0,0,32
121,boundary,wave,wave,v*dy(eta),0,1,0,1,1,0,0,32
121,boundary,wave,wave,w*dz(eta),0,1,0,1,1,0,0,32
121,boundary,wave,wave,w*eta*dlogN2,0,1,0,1,1,0,0,32
121,apv,boundary,wave,u*dx(u),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,v*dy(u),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,w*dz(u),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,u*dx(v),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,v*dy(v),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,w*dz(v),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,u*dx(w),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,v*dy(w),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,w*dz(w),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,u*dx(eta),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,v*dy(eta),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,w*dz(eta),0,-1,0,1,0,0,0,8
121,apv,boundary,wave,w*eta*dlogN2,0,-1,0,1,0,0,0,8
121,boundary,apv,wave,u*dx(u),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,v*dy(u),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,w*dz(u),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,u*dx(v),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,v*dy(v),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,w*dz(v),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,u*dx(w),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,v*dy(w),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,w*dz(w),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,u*dx(eta),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,v*dy(eta),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,w*dz(eta),0,1,0,-1,0,0,0,8
121,boundary,apv,wave,w*eta*dlogN2,0,1,0,-1,0,0,0,8
121,boundary,boundary,wave,u*dx(u),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,v*dy(u),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,w*dz(u),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,u*dx(v),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,v*dy(v),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,w*dz(v),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,u*dx(w),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,v*dy(w),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,w*dz(w),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,u*dx(eta),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,v*dy(eta),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,w*dz(eta),0,1,0,1,0,0,0,4
121,boundary,boundary,wave,w*eta*dlogN2,0,1,0,1,0,0,0,4
122,wave,wave,wave,u*dx(u),0.199767787845965,7,1,8,1,1.08542595644836e-15,256,0
122,wave,wave,wave,v*dy(u),0.199767787845965,7,1,8,1,1.38660737621273e-15,256,0
122,wave,wave,wave,w*dz(u),0.199765573492499,7,1,8,1,1.26179237395499e-15,256,0
122,wave,wave,wave,u*dx(v),0.199767787845965,7,1,8,1,1.17028989467804e-15,256,0
122,wave,wave,wave,v*dy(v),0.199767787845965,7,1,8,1,1.39513335245887e-15,256,0
122,wave,wave,wave,w*dz(v),0.199765573492499,7,1,8,1,1.26303989279626e-15,256,0
122,wave,wave,wave,u*dx(w),0.0191156332735202,8,1,8,1,4.44089209850063e-16,256,0
122,wave,wave,wave,v*dy(w),0.0191156332735202,8,1,8,1,4.72601021596191e-16,256,0
122,wave,wave,wave,w*dz(w),0.0191156358914472,8,1,8,1,6.23278982296261e-16,256,0
122,wave,wave,wave,u*dx(eta),0.380931115395621,8,1,8,1,1.72067123994204e-15,256,0
122,wave,wave,wave,v*dy(eta),0.380931115395621,8,1,8,1,1.84513796522429e-15,256,0
122,wave,wave,wave,w*dz(eta),0.380931167564874,8,1,8,1,1.90081420857125e-15,256,0
122,wave,wave,wave,w*eta*dlogN2,0,1,1,1,1,0,0,256
122,wave,apv,wave,u*dx(u),0.00654339615154762,8,1,3,0,1.12111746544841e-15,64,0
122,wave,apv,wave,v*dy(u),0.00654339615154754,8,1,3,0,9.56943057322141e-16,64,0
122,wave,apv,wave,w*dz(u),0.00666697874267472,8,1,3,0,1.27535981233021e-15,64,0
122,wave,apv,wave,u*dx(v),0.00654339615154762,8,1,3,0,1.12111746544841e-15,64,0
122,wave,apv,wave,v*dy(v),0.00654339615154754,8,1,3,0,9.56943057322141e-16,64,0
122,wave,apv,wave,w*dz(v),0.00666697874267472,8,1,3,0,1.27535981233021e-15,64,0
122,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,64
122,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,64
122,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,64
122,wave,apv,wave,u*dx(eta),0.00902711809031581,8,1,3,0,1.57454464297136e-15,64,0
122,wave,apv,wave,v*dy(eta),0.00902711809031581,8,1,3,0,1.17349417554779e-15,64,0
122,wave,apv,wave,w*dz(eta),0.00885927339376731,8,1,3,0,1.44560398292121e-15,64,0
122,wave,apv,wave,w*eta*dlogN2,0,1,1,-1,0,0,0,64
122,apv,wave,wave,u*dx(u),0.00654339703885942,3,0,8,1,9.67149001157165e-16,64,0
122,apv,wave,wave,v*dy(u),0,-1,0,1,1,0,0,64
122,apv,wave,wave,w*dz(u),0,-1,0,1,1,0,0,64
122,apv,wave,wave,u*dx(v),0.00654339703885942,3,0,8,1,9.93000874364798e-16,64,0
122,apv,wave,wave,v*dy(v),0,-1,0,1,1,0,0,64
122,apv,wave,wave,w*dz(v),0,-1,0,1,1,0,0,64
122,apv,wave,wave,u*dx(w),0.000423980873876624,3,0,8,1,6.4829584756271e-16,64,0
122,apv,wave,wave,v*dy(w),0,-1,0,1,1,0,0,64
122,apv,wave,wave,w*dz(w),0,-1,0,1,1,0,0,64
122,apv,wave,wave,u*dx(eta),0.00885927308816781,3,0,8,1,1.70602999321677e-15,64,0
122,apv,wave,wave,v*dy(eta),0,-1,0,1,1,0,0,64
122,apv,wave,wave,w*dz(eta),0,-1,0,1,1,0,0,64
122,apv,wave,wave,w*eta*dlogN2,0,-1,0,1,1,0,0,64
122,wave,boundary,wave,u*dx(u),0.0061428983398916,1,1,1,0,3.77475828372553e-15,32,0
122,wave,boundary,wave,v*dy(u),0.0061428983398916,1,1,1,0,3.77475828372553e-15,32,0
122,wave,boundary,wave,w*dz(u),0.0315514001864885,2,1,1,0,1.89103325351385e-14,32,0
122,wave,boundary,wave,u*dx(v),0.0061428983398916,1,1,1,0,3.77475828372553e-15,32,0
122,wave,boundary,wave,v*dy(v),0.0061428983398916,1,1,1,0,3.77475828372553e-15,32,0
122,wave,boundary,wave,w*dz(v),0.0315514001864885,2,1,1,0,1.89103325351385e-14,32,0
122,wave,boundary,wave,u*dx(w),0,1,1,1,0,0,0,32
122,wave,boundary,wave,v*dy(w),0,1,1,1,0,0,0,32
122,wave,boundary,wave,w*dz(w),0,1,1,1,0,0,0,32
122,wave,boundary,wave,u*dx(eta),0.00267429740970659,8,1,1,0,3.99680288865056e-15,32,0
122,wave,boundary,wave,v*dy(eta),0.00267429740970659,8,1,1,0,3.77475828372553e-15,32,0
122,wave,boundary,wave,w*dz(eta),0.002941046269003,2,1,1,0,4.10782519111308e-15,32,0
122,wave,boundary,wave,w*eta*dlogN2,0,1,1,1,0,0,0,32
122,boundary,wave,wave,u*dx(u),0.000128299768747822,1,0,8,1,1.77635683940025e-15,32,0
122,boundary,wave,wave,v*dy(u),0,1,0,1,1,0,0,32
122,boundary,wave,wave,w*dz(u),0,1,0,1,1,0,0,32
122,boundary,wave,wave,u*dx(v),0.000128299768747819,1,0,8,1,1.77635683940025e-15,32,0
122,boundary,wave,wave,v*dy(v),0,1,0,1,1,0,0,32
122,boundary,wave,wave,w*dz(v),0,1,0,1,1,0,0,32
122,boundary,wave,wave,u*dx(w),0.000339167526896613,1,0,2,1,1.77635683940025e-15,32,0
122,boundary,wave,wave,v*dy(w),0,1,0,1,1,0,0,32
122,boundary,wave,wave,w*dz(w),0,1,0,1,1,0,0,32
122,boundary,wave,wave,u*dx(eta),0.00126736114947978,1,0,2,1,4.74344860944752e-15,32,0
122,boundary,wave,wave,v*dy(eta),0,1,0,1,1,0,0,32
122,boundary,wave,wave,w*dz(eta),0,1,0,1,1,0,0,32
122,boundary,wave,wave,w*eta*dlogN2,0,1,0,1,1,0,0,32
122,apv,boundary,wave,u*dx(u),0.00624331284937714,-1,0,1,0,3.77475828372553e-15,8,0
122,apv,boundary,wave,v*dy(u),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,w*dz(u),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,u*dx(v),0.00624331284937714,-1,0,1,0,3.77475828372553e-15,8,0
122,apv,boundary,wave,v*dy(v),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,w*dz(v),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,u*dx(w),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,v*dy(w),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,w*dz(w),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,u*dx(eta),0.00250257609573554,3,0,1,0,3.77475828372553e-15,8,0
122,apv,boundary,wave,v*dy(eta),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,w*dz(eta),0,-1,0,1,0,0,0,8
122,apv,boundary,wave,w*eta*dlogN2,0,-1,0,1,0,0,0,8
122,boundary,apv,wave,u*dx(u),9.43276669441987e-05,1,0,-1,0,1.77635683940025e-15,8,0
122,boundary,apv,wave,v*dy(u),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,w*dz(u),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,u*dx(v),9.43276669441987e-05,1,0,-1,0,1.77635683940025e-15,8,0
122,boundary,apv,wave,v*dy(v),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,w*dz(v),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,u*dx(w),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,v*dy(w),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,w*dz(w),0,1,0,-1,0,0,0,8
122,boundary,apv,wave,u*dx(eta),0.00175947448952755,2,0,3,0,1.55431223447522e-15,8,0
122,boundary,apv,wave,v*dy(eta),0,1,0,-1,0,0,0,8
